d1,d2,lower_bound,upper_bound,midpoint,swap_zone_width,failure_reason
96,61,,,,,no_o2_crossover
99,69,,,,,no_o1_crossover
86,46,0.288,0.634,0.46099999999999997,0.34600000000000003,
44,35,,,,,no_o1_crossover
82,28,,,,,no_o1_crossover
51,81,0.527,0.629,0.5780000000000001,0.10199999999999998,
15,51,6.265,10.0,8.1325,3.7350000000000003,
77,0,,,,,no_o2_crossover
74,85,,,,,no_o1_crossover
7,49,5.447,10.0,7.7235,4.553,
60,65,,,,,no_o2_crossover
10,91,,,,,no_o1_crossover
36,12,,,,,no_o2_crossover
69,54,0.208,0.52,0.364,0.31200000000000006,
3,60,,,,,no_o2_crossover
6,50,0.319,0.52,0.4195,0.201,
69,17,0.687,0.726,0.7065,0.038999999999999924,
45,50,,,,,no_o2_crossover
26,46,0.806,7.895,4.3505,7.0889999999999995,
70,1,,,,,no_o2_crossover
31,71,5.094,10.0,7.547000000000001,4.906,
31,62,0.175,0.568,0.37149999999999994,0.39299999999999996,
8,60,,,,,no_o2_crossover
79,45,,,,,no_o1_crossover
31,17,,,,,no_o2_crossover
10,11,,,,,no_o1_crossover
20,52,,,,,no_o1_crossover
37,67,,,,,no_o1_crossover
32,31,6.603,10.0,8.3015,3.3970000000000002,
20,29,0.299,0.499,0.399,0.2,
55,25,,,,,no_o1_crossover
6,32,6.818,10.0,8.408999999999999,3.1820000000000004,
95,43,6.77,10.0,8.385,3.2300000000000004,
21,69,6.378,10.0,8.189,3.622,
5,13,,,,,no_o2_crossover
28,51,6.612,10.0,8.306000000000001,3.388,
52,70,,,,,no_o1_crossover
92,80,0.357,1.633,0.995,1.276,
99,96,,,,,no_o1_crossover
25,38,9.789,10.0,9.8945,0.2110000000000003,
79,29,0.246,0.47,0.358,0.22399999999999998,
85,45,,,,,no_o2_crossover
29,6,,,,,no_o1_crossover
38,87,0.663,0.684,0.6735,0.02100000000000002,
52,1,,,,,no_o1_crossover
41,76,,,,,no_o1_crossover
99,68,,,,,no_o1_crossover
77,16,,,,,no_o2_crossover
16,48,0.369,0.471,0.42,0.10199999999999998,
29,49,9.266,10.0,9.633,0.734,
34,56,0.284,0.53,0.40700000000000003,0.24600000000000005,
65,1,,,,,no_o1_crossover
79,38,9.417,10.0,9.7085,0.5830000000000002,
13,66,,,,,no_o2_crossover
64,93,,,,,no_o1_crossover
7,64,,,,,no_o2_crossover
37,25,,,,,no_o2_crossover
90,69,,,,,no_o1_crossover
73,71,6.227,10.0,8.1135,3.7729999999999997,
94,24,0.21,0.707,0.45849999999999996,0.497,
61,5,,,,,no_o1_crossover
20,22,,,,,no_o2_crossover
6,19,0.511,0.721,0.616,0.20999999999999996,
63,58,,,,,no_o1_crossover
70,89,,,,,no_o2_crossover
18,47,,,,,no_o2_crossover
95,2,,,,,no_o1_crossover
67,55,,,,,no_o1_crossover
18,58,,,,,no_o2_crossover
94,70,,,,,no_o1_crossover
92,69,,,,,no_o1_crossover
1,76,,,,,no_o2_crossover
96,18,,,,,no_o1_crossover
61,63,,,,,no_o1_crossover
51,49,0.36,0.612,0.486,0.252,
9,51,,,,,no_o1_crossover
75,28,,,,,no_o1_crossover
10,24,,,,,no_o1_crossover
54,85,,,,,no_o1_crossover
38,0,7.877,10.0,8.9385,2.123,
34,86,,,,,no_o2_crossover
81,20,,,,,no_o2_crossover
77,18,,,,,no_o2_crossover
36,27,,,,,no_o1_crossover
91,14,0.599,0.654,0.6265000000000001,0.05500000000000005,
38,15,7.164,10.0,8.582,2.8360000000000003,
23,76,,,,,no_o1_crossover
53,95,0.266,0.525,0.3955,0.259,
17,43,0.376,0.436,0.406,0.06,
8,16,,,,,no_o2_crossover
49,15,,,,,no_o1_crossover
76,74,0.177,0.624,0.40049999999999997,0.447,
65,26,0.404,0.453,0.4285,0.04899999999999999,
93,44,,,,,no_o2_crossover
57,25,,,,,no_o1_crossover
83,21,,,,,no_o1_crossover
43,10,0.526,0.722,0.624,0.19599999999999995,
45,66,,,,,no_o1_crossover
12,11,,,,,no_o1_crossover
9,27,,,,,no_o1_crossover
5,38,,,,,no_o2_crossover
81,58,,,,,no_o2_crossover
8,6,,,,,no_o2_crossover
54,29,0.829,0.9,0.8645,0.07100000000000006,
11,28,,,,,no_o2_crossover
43,48,,,,,no_o1_crossover
32,37,,,,,no_o2_crossover
49,41,,,,,no_o1_crossover
82,62,0.206,0.522,0.364,0.31600000000000006,
22,17,,,,,no_o1_crossover
35,5,,,,,no_o2_crossover
31,29,0.175,0.566,0.37049999999999994,0.39099999999999996,
83,57,,,,,no_o2_crossover
62,38,,,,,no_o2_crossover
84,67,,,,,no_o2_crossover
15,95,0.147,0.595,0.371,0.44799999999999995,
76,81,,,,,no_o2_crossover
61,82,,,,,no_o1_crossover
84,75,0.223,0.585,0.40399999999999997,0.362,
2,81,,,,,no_o2_crossover
39,11,,,,,no_o2_crossover
38,21,7.747,10.0,8.8735,2.253,
25,51,,,,,no_o1_crossover
74,94,,,,,no_o1_crossover
83,2,,,,,no_o1_crossover
92,18,,,,,no_o1_crossover
8,82,,,,,no_o2_crossover
31,13,,,,,no_o2_crossover
60,9,,,,,no_o2_crossover
87,20,,,,,no_o1_crossover
16,22,0.26,0.523,0.3915,0.263,
21,81,,,,,no_o2_crossover
68,25,0.388,0.554,0.47100000000000003,0.16600000000000004,
96,24,0.291,0.607,0.44899999999999995,0.316,
89,12,,,,,no_o2_crossover
36,91,,,,,no_o1_crossover
96,84,,,,,no_o1_crossover
48,68,,,,,no_o1_crossover
78,47,5.466,10.0,7.7330000000000005,4.534,
41,60,,,,,no_o1_crossover
20,57,,,,,no_o1_crossover
75,39,,,,,no_o1_crossover
8,90,,,,,no_o2_crossover
69,63,0.346,0.472,0.409,0.126,
98,98,,,,,no_o1_crossover
92,64,,,,,no_o2_crossover
31,80,0.25,0.421,0.3355,0.17099999999999999,
61,15,,,,,no_o1_crossover
14,8,7.506,10.0,8.753,2.4939999999999998,
67,39,,,,,no_o1_crossover
57,57,,,,,no_o1_crossover
56,10,,,,,no_o2_crossover
34,93,,,,,no_o2_crossover
3,76,,,,,no_o2_crossover
36,40,,,,,no_o1_crossover
72,75,,,,,no_o2_crossover
87,51,,,,,no_o1_crossover
85,25,,,,,no_o1_crossover
2,67,,,,,no_o2_crossover
6,26,0.368,0.386,0.377,0.018000000000000016,
13,60,,,,,no_o1_crossover
83,88,,,,,no_o1_crossover
34,81,,,,,no_o2_crossover
59,13,0.965,0.972,0.9684999999999999,0.007000000000000006,
1,44,,,,,no_o2_crossover
9,25,,,,,no_o1_crossover
25,31,,,,,no_o1_crossover
25,24,0.257,0.592,0.4245,0.33499999999999996,
41,54,0.49,0.564,0.5269999999999999,0.07399999999999995,
32,28,,,,,no_o2_crossover
43,11,,,,,no_o1_crossover
83,3,,,,,no_o1_crossover
5,45,0.315,0.564,0.4395,0.24899999999999994,
74,4,3.871,10.0,6.9355,6.129,
67,94,,,,,no_o2_crossover
21,13,,,,,no_o2_crossover
41,74,0.436,0.59,0.513,0.15399999999999997,
34,28,,,,,no_o2_crossover
42,26,,,,,no_o2_crossover
84,66,,,,,no_o1_crossover
56,28,,,,,no_o1_crossover
23,53,,,,,no_o1_crossover
84,84,,,,,no_o1_crossover
39,80,0.289,0.578,0.4335,0.289,
72,6,5.803,10.0,7.9015,4.197,
55,53,9.994,10.0,9.997,0.006000000000000227,
85,50,,,,,no_o2_crossover
30,81,,,,,no_o2_crossover
91,11,0.768,0.782,0.775,0.014000000000000012,
2,5,,,,,no_o2_crossover
76,56,0.26,0.579,0.4195,0.31899999999999995,
27,28,,,,,no_o1_crossover
92,67,,,,,no_o1_crossover
50,55,,,,,no_o1_crossover
28,94,,,,,no_o2_crossover
42,10,0.149,0.675,0.41200000000000003,0.526,
44,44,,,,,no_o1_crossover
44,37,,,,,no_o2_crossover
2,32,,,,,no_o2_crossover
57,43,,,,,no_o2_crossover
39,82,1.979,10.0,5.9895,8.021,
5,74,0.169,0.582,0.3755,0.4129999999999999,
35,39,,,,,no_o1_crossover
32,4,0.319,0.497,0.40800000000000003,0.178,
94,83,,,,,no_o1_crossover
72,72,,,,,no_o1_crossover
48,43,0.36,0.404,0.382,0.04400000000000004,
73,22,0.293,0.428,0.3605,0.135,
80,1,,,,,no_o1_crossover
24,71,,,,,no_o1_crossover
29,45,,,,,no_o1_crossover
97,1,,,,,no_o2_crossover
12,64,,,,,no_o1_crossover
19,96,7.064,10.0,8.532,2.936,
34,14,,,,,no_o2_crossover
3,23,0.289,0.435,0.362,0.14600000000000002,
48,98,,,,,no_o1_crossover
29,23,4.929,10.0,7.4645,5.071,
16,42,,,,,no_o2_crossover
90,33,5.929,10.0,7.9645,4.071,
93,61,0.325,0.599,0.46199999999999997,0.27399999999999997,
57,9,,,,,no_o1_crossover
22,98,,,,,no_o1_crossover
3,42,,,,,no_o2_crossover
71,16,,,,,no_o2_crossover
72,67,5.777,10.0,7.8885000000000005,4.223,
0,42,0.434,0.439,0.4365,0.0050000000000000044,
46,36,,,,,no_o2_crossover
44,59,1.342,10.0,5.671,8.658,
47,65,,,,,no_o2_crossover
88,70,,,,,no_o1_crossover
21,35,,,,,no_o2_crossover
99,1,,,,,no_o1_crossover
98,32,,,,,no_o1_crossover
5,83,0.512,0.518,0.515,0.006000000000000005,
6,1,7.947,10.0,8.9735,2.053,
35,76,,,,,no_o2_crossover
54,41,7.018,10.0,8.509,2.982,
13,86,,,,,no_o1_crossover
48,46,0.399,0.779,0.589,0.38,
19,18,,,,,no_o2_crossover
40,72,0.506,0.608,0.5569999999999999,0.10199999999999998,
93,41,0.288,0.604,0.44599999999999995,0.316,
59,11,7.145,10.0,8.5725,2.8550000000000004,
58,47,1.53,8.441,4.9855,6.9110000000000005,
69,61,0.375,0.473,0.424,0.09799999999999998,
17,66,6.403,10.0,8.2015,3.5970000000000004,
13,55,,,,,no_o1_crossover
7,41,6.949,10.0,8.474499999999999,3.051,
28,38,0.746,0.816,0.7809999999999999,0.06999999999999995,
87,0,,,,,no_o1_crossover
5,22,0.32,0.429,0.3745,0.10899999999999999,
5,97,,,,,no_o2_crossover
6,90,0.409,0.535,0.472,0.12600000000000006,
55,18,,,,,no_o2_crossover
87,80,0.536,0.761,0.6485000000000001,0.22499999999999998,
90,31,,,,,no_o1_crossover
92,96,,,,,no_o1_crossover
37,87,,,,,no_o2_crossover
26,52,,,,,no_o1_crossover
36,25,,,,,no_o1_crossover
98,10,0.217,0.556,0.3865,0.3390000000000001,
58,31,,,,,no_o2_crossover
17,72,,,,,no_o2_crossover
34,15,,,,,no_o2_crossover
50,42,,,,,no_o1_crossover
25,62,0.262,0.594,0.428,0.33199999999999996,
26,40,,,,,no_o1_crossover
85,60,,,,,no_o1_crossover
84,23,0.267,0.601,0.434,0.33399999999999996,
49,69,,,,,no_o1_crossover
21,65,,,,,no_o2_crossover
15,85,,,,,no_o2_crossover
31,32,,,,,no_o2_crossover
54,14,,,,,no_o1_crossover
44,95,0.262,0.552,0.40700000000000003,0.29000000000000004,
17,27,0.513,0.539,0.526,0.026000000000000023,
79,79,,,,,no_o1_crossover
67,79,,,,,no_o2_crossover
11,90,,,,,no_o2_crossover
89,87,0.326,0.704,0.515,0.37799999999999995,
45,63,,,,,no_o1_crossover
8,25,0.409,0.491,0.44999999999999996,0.08200000000000002,
57,54,0.506,0.873,0.6895,0.367,
23,93,,,,,no_o1_crossover
75,78,,,,,no_o1_crossover
81,79,,,,,no_o2_crossover
11,9,,,,,no_o2_crossover
46,50,,,,,no_o2_crossover
95,84,,,,,no_o1_crossover
81,67,8.032,10.0,9.016,1.968,
52,92,,,,,no_o2_crossover
96,59,,,,,no_o1_crossover
81,26,,,,,no_o2_crossover
25,26,,,,,no_o2_crossover
36,95,0.403,0.562,0.48250000000000004,0.15900000000000003,
62,13,,,,,no_o1_crossover
78,6,,,,,no_o2_crossover
5,59,0.691,0.704,0.6975,0.013000000000000012,
14,73,8.786,10.0,9.393,1.2140000000000004,
10,50,7.365,10.0,8.682500000000001,2.635,
50,73,,,,,no_o1_crossover
6,76,,,,,no_o2_crossover
82,93,,,,,no_o1_crossover
29,26,8.269,10.0,9.1345,1.7309999999999999,
64,92,,,,,no_o2_crossover
37,76,,,,,cannot_determine_o1_dominance
74,2,,,,,no_o1_crossover
26,26,,,,,no_o1_crossover
78,33,0.405,0.475,0.44,0.06999999999999995,
89,20,0.367,0.459,0.41300000000000003,0.09200000000000003,
84,9,,,,,no_o2_crossover
69,14,,,,,no_o2_crossover
32,43,0.354,0.625,0.4895,0.271,
22,58,,,,,no_o1_crossover
45,56,0.479,0.874,0.6765,0.395,
90,41,,,,,no_o2_crossover
47,73,,,,,no_o2_crossover
86,33,0.399,0.515,0.457,0.11599999999999999,
19,21,,,,,no_o2_crossover
88,42,,,,,no_o1_crossover
89,33,0.399,0.424,0.4115,0.024999999999999967,
71,15,,,,,no_o2_crossover
20,1,,,,,no_o1_crossover
59,81,,,,,no_o2_crossover
88,87,,,,,no_o2_crossover
90,23,,,,,no_o2_crossover
91,0,,,,,no_o2_crossover
16,85,0.452,0.636,0.544,0.184,
61,7,0.522,0.648,0.585,0.126,
53,28,,,,,no_o2_crossover
87,99,0.427,0.486,0.4565,0.059,
96,36,,,,,no_o1_crossover
28,16,0.912,10.0,5.456,9.088,
42,64,,,,,no_o1_crossover
66,92,0.384,0.402,0.393,0.018000000000000016,
78,46,0.407,0.422,0.4145,0.015000000000000013,
8,33,0.394,0.513,0.4535,0.119,
52,59,,,,,no_o1_crossover
57,74,0.478,0.61,0.544,0.132,
17,44,,,,,no_o2_crossover
38,29,0.334,0.595,0.4645,0.26099999999999995,
88,89,,,,,no_o1_crossover
41,51,,,,,no_o1_crossover
7,32,,,,,no_o1_crossover
45,45,,,,,no_o1_crossover
90,11,,,,,no_o1_crossover
0,73,,,,,no_o2_crossover
13,15,,,,,no_o1_crossover
68,15,,,,,no_o2_crossover
66,17,,,,,no_o2_crossover
64,90,,,,,no_o1_crossover
43,82,,,,,no_o1_crossover
22,96,,,,,no_o1_crossover
55,8,9.058,10.0,9.529,0.9420000000000002,
89,65,0.473,0.6,0.5365,0.127,
32,76,0.775,0.817,0.796,0.041999999999999926,
84,12,0.362,0.679,0.5205,0.31700000000000006,
99,61,6.195,10.0,8.0975,3.8049999999999997,
93,17,0.682,1.002,0.8420000000000001,0.31999999999999995,
27,57,0.529,0.544,0.5365,0.015000000000000013,
68,57,0.376,0.428,0.402,0.05199999999999999,
12,88,,,,,no_o1_crossover
12,95,0.383,0.45,0.4165,0.067,
87,57,,,,,no_o1_crossover
56,81,,,,,no_o2_crossover
37,99,0.29,0.588,0.43899999999999995,0.298,
99,89,,,,,no_o1_crossover
27,27,,,,,no_o1_crossover
31,0,8.374,10.0,9.187000000000001,1.6259999999999994,
14,40,7.648,10.0,8.824,2.3520000000000003,
18,38,0.626,0.704,0.665,0.07799999999999996,
51,29,0.19,0.558,0.374,0.36800000000000005,
70,40,,,,,no_o2_crossover
67,61,0.314,0.688,0.501,0.37399999999999994,
0,29,0.138,0.599,0.3685,0.46099999999999997,
76,88,,,,,no_o1_crossover
2,57,0.353,0.438,0.39549999999999996,0.08500000000000002,
66,41,0.33,0.463,0.3965,0.133,
58,24,0.222,0.517,0.3695,0.29500000000000004,
35,10,0.186,0.666,0.42600000000000005,0.48000000000000004,
81,49,,,,,no_o2_crossover
71,69,,,,,no_o2_crossover
1,51,5.41,10.0,7.705,4.59,
65,37,,,,,no_o2_crossover
75,43,6.97,10.0,8.485,3.0300000000000002,
56,43,4.479,10.0,7.2395,5.521,
45,32,,,,,no_o1_crossover
44,73,,,,,no_o2_crossover
44,86,,,,,no_o2_crossover
31,51,5.419,10.0,7.7095,4.581,
83,50,0.294,0.383,0.3385,0.08900000000000002,
31,37,,,,,no_o2_crossover
63,93,,,,,no_o1_crossover
57,51,,,,,no_o1_crossover
20,38,,,,,no_o2_crossover
42,24,0.211,0.719,0.46499999999999997,0.508,
95,3,,,,,no_o1_crossover
41,47,,,,,no_o1_crossover
35,33,0.202,0.876,0.539,0.6739999999999999,
95,32,,,,,no_o1_crossover
99,41,7.036,10.0,8.518,2.9640000000000004,
56,23,,,,,no_o1_crossover
7,95,3.804,10.0,6.902,6.196,
54,23,,,,,no_o1_crossover
24,78,,,,,no_o1_crossover
35,94,,,,,no_o1_crossover
92,41,,,,,no_o1_crossover
76,18,9.709,10.0,9.8545,0.29100000000000037,
81,15,2.03,10.0,6.015,7.970000000000001,
82,8,5.713,10.0,7.8565000000000005,4.287,
16,41,0.34,0.394,0.367,0.05399999999999999,
10,15,,,,,no_o1_crossover
52,29,0.272,0.476,0.374,0.20399999999999996,
50,8,,,,,no_o1_crossover
51,6,0.584,0.697,0.6405,0.11299999999999999,
79,51,,,,,no_o1_crossover
32,93,,,,,no_o1_crossover
89,47,9.135,10.0,9.567499999999999,0.8650000000000002,
97,13,,,,,no_o1_crossover
75,71,,,,,no_o1_crossover
79,10,0.281,0.438,0.35950000000000004,0.15699999999999997,
96,21,,,,,no_o1_crossover
98,86,5.706,10.0,7.853,4.294,
8,13,,,,,no_o2_crossover
34,25,0.401,0.486,0.4435,0.08499999999999996,
84,59,,,,,no_o2_crossover
15,96,0.393,0.476,0.4345,0.08299999999999996,
80,95,0.619,0.644,0.6315,0.025000000000000022,
36,19,,,,,no_o1_crossover
42,15,,,,,no_o1_crossover
63,84,,,,,no_o1_crossover
73,56,0.258,0.508,0.383,0.25,
82,32,,,,,no_o1_crossover
53,55,,,,,no_o2_crossover
11,27,0.396,0.524,0.46,0.128,
48,12,,,,,no_o1_crossover
60,94,,,,,no_o1_crossover
54,30,,,,,no_o1_crossover
2,66,0.661,0.691,0.6759999999999999,0.029999999999999916,
38,91,7.975,10.0,8.9875,2.0250000000000004,
78,73,,,,,no_o2_crossover
73,41,0.313,0.429,0.371,0.11599999999999999,
8,23,0.294,0.547,0.4205,0.25300000000000006,
9,0,,,,,no_o1_crossover
74,57,6.32,10.0,8.16,3.6799999999999997,
53,0,,,,,no_o2_crossover
8,37,,,,,no_o2_crossover
66,56,0.296,0.505,0.40049999999999997,0.20900000000000002,
56,66,,,,,no_o1_crossover
42,71,,,,,no_o2_crossover
36,28,,,,,no_o1_crossover
21,42,,,,,no_o2_crossover
61,14,,,,,no_o1_crossover
82,60,,,,,no_o1_crossover
96,37,,,,,no_o1_crossover
94,45,0.289,0.422,0.3555,0.133,
84,5,5.013,10.0,7.5065,4.987,
13,98,,,,,no_o2_crossover
59,54,0.217,0.593,0.40499999999999997,0.376,
28,79,0.453,0.47,0.4615,0.01699999999999996,
51,35,0.471,0.59,0.5305,0.119,
30,54,0.241,0.549,0.395,0.30800000000000005,
15,0,,,,,no_o1_crossover
89,64,,,,,no_o2_crossover
80,50,,,,,no_o1_crossover
71,96,0.406,0.619,0.5125,0.21299999999999997,
14,97,,,,,no_o1_crossover
96,97,,,,,no_o1_crossover
19,95,0.512,0.726,0.619,0.21399999999999997,
85,26,0.302,0.468,0.385,0.16600000000000004,
37,36,,,,,no_o2_crossover
31,18,5.838,10.0,7.9190000000000005,4.162,
14,71,7.453,10.0,8.7265,2.5469999999999997,
15,6,,,,,no_o2_crossover
9,41,,,,,no_o2_crossover
2,87,0.364,0.514,0.439,0.15000000000000002,
56,20,,,,,no_o1_crossover
82,2,6.23,10.0,8.115,3.7699999999999996,
3,40,6.757,10.0,8.378499999999999,3.2430000000000003,
26,0,,,,,no_o1_crossover
59,49,0.382,0.735,0.5585,0.353,
40,51,3.58,10.0,6.79,6.42,
62,92,5.65,10.0,7.825,4.35,
77,40,,,,,no_o2_crossover
69,72,0.505,0.552,0.5285,0.04700000000000004,
72,52,5.094,10.0,7.547000000000001,4.906,
89,51,,,,,no_o2_crossover
87,81,,,,,no_o2_crossover
58,49,,,,,no_o2_crossover
27,43,0.401,0.849,0.625,0.44799999999999995,
60,3,,,,,no_o2_crossover
13,64,,,,,no_o1_crossover
67,33,,,,,no_o2_crossover
52,86,,,,,no_o1_crossover
71,60,,,,,no_o2_crossover
35,15,,,,,no_o1_crossover
56,30,,,,,no_o1_crossover
69,1,,,,,no_o1_crossover
53,67,,,,,no_o2_crossover
62,4,5.396,10.0,7.698,4.604,
21,86,6.611,10.0,8.3055,3.3890000000000002,
46,29,0.438,0.535,0.48650000000000004,0.09700000000000003,
20,64,,,,,no_o1_crossover
59,80,0.256,0.603,0.4295,0.347,
59,36,,,,,no_o2_crossover
87,42,,,,,no_o1_crossover
41,33,,,,,no_o2_crossover
3,4,0.316,0.379,0.34750000000000003,0.063,
97,43,,,,,no_o2_crossover
37,27,,,,,no_o2_crossover
99,92,5.734,10.0,7.867,4.266,
64,71,,,,,no_o1_crossover
37,98,6.757,10.0,8.378499999999999,3.2430000000000003,
88,97,,,,,no_o1_crossover
11,44,,,,,no_o2_crossover
43,13,,,,,no_o1_crossover
61,80,,,,,no_o2_crossover
58,74,0.186,0.526,0.356,0.34,
43,32,,,,,no_o1_crossover
27,70,,,,,no_o1_crossover
37,92,0.412,0.545,0.47850000000000004,0.13300000000000006,
26,9,,,,,no_o1_crossover
45,27,,,,,no_o1_crossover
70,60,,,,,no_o2_crossover
88,53,,,,,no_o1_crossover
1,40,5.264,10.0,7.632,4.736,
71,48,0.4,0.511,0.4555,0.11099999999999999,
88,63,,,,,no_o1_crossover
94,48,,,,,no_o1_crossover
32,57,0.305,0.588,0.4465,0.283,
89,27,,,,,no_o2_crossover
87,33,,,,,no_o1_crossover
95,76,,,,,no_o1_crossover
23,92,1.309,4.03,2.6695,2.721,
1,89,,,,,no_o2_crossover
11,33,0.394,0.549,0.47150000000000003,0.15500000000000003,
93,86,5.322,10.0,7.661,4.678,
59,0,9.362,10.0,9.681000000000001,0.6379999999999999,
69,16,,,,,no_o2_crossover
74,22,4.21,10.0,7.105,5.79,
99,95,,,,,no_o1_crossover
84,53,4.286,10.0,7.143,5.714,
73,23,0.27,0.504,0.387,0.23399999999999999,
4,10,,,,,no_o2_crossover
55,60,,,,,no_o1_crossover
47,13,,,,,no_o2_crossover
82,79,0.333,0.384,0.35850000000000004,0.05099999999999999,
34,22,0.323,0.503,0.41300000000000003,0.18,
35,81,,,,,no_o1_crossover
35,93,,,,,no_o2_crossover
31,64,0.371,0.376,0.3735,0.0050000000000000044,
30,95,0.217,0.647,0.432,0.43000000000000005,
4,76,,,,,no_o1_crossover
25,87,,,,,no_o1_crossover
92,56,0.599,1.013,0.8059999999999999,0.4139999999999999,
98,75,0.209,0.55,0.3795,0.3410000000000001,
83,36,,,,,no_o1_crossover
28,68,6.167,10.0,8.0835,3.833,
35,1,,,,,no_o2_crossover
31,53,5.233,10.0,7.6165,4.767,
80,11,,,,,no_o1_crossover
90,66,,,,,no_o1_crossover
8,98,,,,,no_o2_crossover
38,54,0.379,0.496,0.4375,0.11699999999999999,
49,7,,,,,no_o2_crossover
68,26,0.309,0.613,0.46099999999999997,0.304,
90,43,0.484,0.624,0.554,0.14,
68,21,,,,,no_o2_crossover
62,25,,,,,no_o1_crossover
61,68,,,,,no_o1_crossover
12,91,,,,,no_o1_crossover
53,94,,,,,no_o2_crossover
8,24,0.201,0.607,0.404,0.40599999999999997,
3,24,0.206,0.589,0.39749999999999996,0.383,
73,55,,,,,no_o2_crossover
38,72,0.645,0.651,0.648,0.006000000000000005,
20,44,,,,,no_o1_crossover
89,16,9.029,10.0,9.5145,0.9710000000000001,
29,55,,,,,no_o1_crossover
65,31,,,,,no_o1_crossover
49,56,0.63,0.654,0.642,0.02400000000000002,
91,6,0.581,0.737,0.659,0.15600000000000003,
18,27,0.367,0.568,0.46749999999999997,0.20099999999999996,
41,69,,,,,no_o1_crossover
7,69,,,,,no_o1_crossover
71,17,,,,,no_o2_crossover
86,3,,,,,no_o2_crossover
20,62,0.314,0.472,0.393,0.15799999999999997,
1,11,5.244,10.0,7.622,4.756,
39,16,,,,,no_o2_crossover
77,72,0.46,0.534,0.497,0.07400000000000001,
87,1,,,,,no_o1_crossover
85,73,,,,,no_o1_crossover
47,84,,,,,no_o2_crossover
22,38,9.641,10.0,9.8205,0.359,
67,73,1.279,8.11,4.6945,6.8309999999999995,
41,10,0.526,0.543,0.5345,0.017000000000000015,
2,74,0.171,0.631,0.401,0.45999999999999996,
66,63,0.264,0.579,0.4215,0.31499999999999995,
68,9,,,,,no_o2_crossover
51,84,0.715,0.769,0.742,0.05400000000000005,
71,63,0.262,0.673,0.4675,0.41100000000000003,
78,70,5.22,10.0,7.609999999999999,4.78,
36,77,,,,,no_o1_crossover
98,51,6.737,10.0,8.368500000000001,3.263,
93,42,,,,,no_o2_crossover
86,69,0.847,0.849,0.848,0.0020000000000000018,
48,38,,,,,no_o2_crossover
77,26,0.292,0.579,0.4355,0.287,
3,83,0.527,0.557,0.542,0.030000000000000027,
91,92,0.291,0.531,0.41100000000000003,0.24000000000000005,
29,94,,,,,no_o1_crossover
51,67,0.465,0.831,0.648,0.36599999999999994,
52,93,,,,,no_o1_crossover
76,28,8.453,10.0,9.2265,1.5470000000000006,
99,40,,,,,no_o1_crossover
96,14,,,,,no_o1_crossover
10,13,,,,,no_o1_crossover
92,91,,,,,no_o1_crossover
44,20,,,,,no_o2_crossover
58,14,1.048,1.765,1.4064999999999999,0.7169999999999999,
14,84,8.506,10.0,9.253,1.4939999999999998,
94,18,,,,,no_o1_crossover
46,38,2.297,10.0,6.1485,7.702999999999999,
64,1,,,,,no_o1_crossover
31,70,5.332,10.0,7.666,4.668,
97,88,,,,,no_o1_crossover
67,60,,,,,no_o1_crossover
73,78,7.328,10.0,8.664,2.6719999999999997,
2,31,0.864,1.243,1.0535,0.3790000000000001,
69,52,0.345,0.489,0.417,0.14400000000000002,
63,38,,,,,no_o2_crossover
38,17,8.438,10.0,9.219000000000001,1.5619999999999994,
65,65,,,,,no_o1_crossover
23,56,1.519,1.914,1.7165,0.395,
4,11,,,,,no_o1_crossover
7,67,,,,,no_o1_crossover
65,10,0.244,0.497,0.3705,0.253,
98,2,5.408,10.0,7.704000000000001,4.592,
18,95,0.261,0.495,0.378,0.23399999999999999,
27,6,,,,,no_o1_crossover
55,67,,,,,cannot_determine_o1_dominance
98,60,,,,,no_o2_crossover
64,91,,,,,no_o1_crossover
18,52,0.398,0.603,0.5005,0.20499999999999996,
55,36,0.333,0.446,0.3895,0.11299999999999999,
34,4,0.258,0.487,0.3725,0.22899999999999998,
21,31,6.582,10.0,8.291,3.418,
15,20,0.389,0.452,0.4205,0.063,
9,2,,,,,no_o1_crossover
95,95,,,,,no_o1_crossover
47,54,0.17,0.6,0.385,0.42999999999999994,
16,2,6.34,10.0,8.17,3.66,
72,93,6.423,10.0,8.211500000000001,3.577,
99,52,,,,,no_o1_crossover
7,90,,,,,no_o2_crossover
68,75,0.186,0.606,0.396,0.42,
18,17,,,,,no_o2_crossover
65,48,0.105,2.994,1.5495,2.8890000000000002,
37,90,0.373,0.77,0.5715,0.397,
30,37,0.792,0.838,0.815,0.04599999999999993,
83,89,,,,,no_o1_crossover
12,66,,,,,no_o1_crossover
95,75,,,,,no_o1_crossover
91,7,0.184,0.642,0.41300000000000003,0.458,
10,71,,,,,no_o1_crossover
11,17,,,,,no_o2_crossover
49,83,,,,,no_o1_crossover
38,67,1.23,5.306,3.268,4.0760000000000005,
6,29,0.209,0.564,0.38649999999999995,0.355,
82,75,0.231,0.489,0.36,0.258,
37,17,,,,,no_o1_crossover
76,47,1.456,7.072,4.264,5.616,
56,47,,,,,no_o1_crossover
33,99,0.389,0.568,0.4785,0.17899999999999994,
22,22,,,,,no_o1_crossover
5,75,0.251,0.475,0.363,0.22399999999999998,
75,88,,,,,no_o1_crossover
66,88,,,,,no_o2_crossover
61,28,,,,,no_o1_crossover
