d1,d2,lower_bound,upper_bound,midpoint,swap_zone_width,failure_reason
31,14,,,,,no_o2_crossover
60,32,,,,,no_o2_crossover
7,39,,,,,no_o1_crossover
78,68,5.602,10.0,7.801,4.398,
6,75,0.252,0.525,0.3885,0.273,
75,30,,,,,no_o1_crossover
50,81,,,,,no_o2_crossover
32,51,6.629,10.0,8.314499999999999,3.3710000000000004,
4,78,,,,,no_o1_crossover
83,14,,,,,no_o1_crossover
51,18,0.8,1.237,1.0185,0.43700000000000006,
10,69,,,,,no_o1_crossover
85,36,,,,,no_o1_crossover
45,78,,,,,no_o1_crossover
31,92,0.312,0.454,0.383,0.14200000000000002,
15,86,5.655,10.0,7.827500000000001,4.345,
66,90,0.34,0.489,0.4145,0.14899999999999997,
23,40,,,,,no_o1_crossover
71,8,,,,,no_o2_crossover
50,40,,,,,no_o1_crossover
4,63,5.356,10.0,7.678,4.644,
34,90,,,,,no_o2_crossover
35,12,,,,,no_o2_crossover
21,54,0.169,0.567,0.368,0.3979999999999999,
67,23,0.318,0.47,0.394,0.15199999999999997,
25,19,,,,,no_o2_crossover
35,21,,,,,no_o1_crossover
10,85,,,,,no_o1_crossover
62,90,,,,,no_o1_crossover
15,93,,,,,no_o2_crossover
17,22,0.302,0.514,0.40800000000000003,0.21200000000000002,
65,41,,,,,no_o2_crossover
33,10,0.332,0.497,0.4145,0.16499999999999998,
67,52,,,,,no_o2_crossover
76,10,0.181,0.622,0.40149999999999997,0.441,
83,60,,,,,no_o1_crossover
32,94,0.55,0.739,0.6445000000000001,0.18899999999999995,
37,62,0.277,0.504,0.3905,0.22699999999999998,
94,58,,,,,no_o1_crossover
98,65,,,,,no_o2_crossover
75,63,7.579,10.0,8.7895,2.4210000000000003,
44,90,0.43,0.857,0.6435,0.427,
81,22,0.479,0.498,0.4885,0.019000000000000017,
54,55,,,,,no_o1_crossover
13,25,,,,,no_o1_crossover
47,16,,,,,no_o2_crossover
61,71,,,,,no_o1_crossover
46,81,2.157,10.0,6.0785,7.843,
24,45,,,,,no_o2_crossover
35,82,,,,,no_o1_crossover
7,1,,,,,no_o1_crossover
99,26,6.215,10.0,8.1075,3.785,
16,18,6.736,10.0,8.368,3.2640000000000002,
62,36,,,,,no_o2_crossover
70,85,,,,,no_o2_crossover
0,75,0.237,0.496,0.3665,0.259,
56,7,,,,,no_o2_crossover
63,83,,,,,no_o1_crossover
39,66,,,,,no_o2_crossover
39,63,,,,,no_o2_crossover
37,46,0.351,0.758,0.5545,0.40700000000000003,
5,95,0.209,0.547,0.378,0.3380000000000001,
69,10,0.218,0.6,0.409,0.382,
88,93,,,,,no_o1_crossover
53,61,0.291,0.617,0.45399999999999996,0.326,
70,95,0.297,0.547,0.42200000000000004,0.25000000000000006,
54,93,,,,,no_o1_crossover
66,62,0.206,0.6,0.40299999999999997,0.394,
12,63,,,,,no_o2_crossover
73,0,7.863,10.0,8.9315,2.1369999999999996,
77,64,0.315,0.651,0.483,0.336,
67,77,,,,,no_o2_crossover
85,78,,,,,no_o1_crossover
15,68,7.702,10.0,8.850999999999999,2.298,
10,45,,,,,no_o1_crossover
42,80,0.187,0.256,0.2215,0.069,
23,57,4.815,10.0,7.407500000000001,5.185,
45,5,,,,,no_o1_crossover
67,57,0.37,0.539,0.4545,0.16900000000000004,
79,89,,,,,no_o1_crossover
89,53,9.652,10.0,9.826,0.34800000000000075,
63,6,,,,,no_o1_crossover
52,90,,,,,no_o1_crossover
69,20,0.403,0.524,0.4635,0.121,
61,84,,,,,no_o1_crossover
99,17,,,,,no_o1_crossover
97,22,,,,,no_o2_crossover
22,5,,,,,no_o1_crossover
88,23,0.352,0.559,0.4555,0.20700000000000007,
88,75,0.319,0.462,0.3905,0.14300000000000002,
36,7,0.394,0.631,0.5125,0.237,
37,21,7.066,10.0,8.533,2.934,
20,94,,,,,no_o1_crossover
10,46,,,,,no_o1_crossover
28,14,0.684,0.751,0.7175,0.06699999999999995,
98,62,0.196,0.595,0.39549999999999996,0.39899999999999997,
99,39,,,,,no_o1_crossover
9,53,,,,,no_o1_crossover
10,17,,,,,no_o1_crossover
81,34,9.539,10.0,9.7695,0.4610000000000003,
1,13,,,,,no_o2_crossover
92,3,,,,,no_o1_crossover
61,57,,,,,no_o1_crossover
69,77,5.073,10.0,7.5365,4.927,
62,30,,,,,no_o1_crossover
46,74,0.343,0.626,0.48450000000000004,0.283,
84,0,4.802,10.0,7.401,5.198,
34,66,,,,,no_o2_crossover
77,90,0.333,0.507,0.42000000000000004,0.174,
19,48,8.256,10.0,9.128,1.7439999999999998,
59,30,7.365,10.0,8.682500000000001,2.635,
46,72,,,,,no_o2_crossover
20,77,,,,,no_o1_crossover
32,47,5.754,10.0,7.877,4.246,
3,82,,,,,no_o1_crossover
51,27,0.303,0.612,0.4575,0.309,
56,49,5.611,10.0,7.8055,4.389,
23,13,,,,,no_o1_crossover
28,57,,,,,no_o2_crossover
39,88,,,,,no_o1_crossover
79,80,,,,,no_o1_crossover
82,73,4.139,10.0,7.0695,5.861,
16,73,,,,,cannot_determine_o1_dominance
8,3,,,,,no_o2_crossover
14,98,9.031,10.0,9.5155,0.9689999999999994,
51,31,0.706,0.83,0.768,0.124,
79,4,,,,,no_o2_crossover
66,38,0.746,0.783,0.7645,0.03700000000000003,
20,34,,,,,no_o1_crossover
31,19,,,,,no_o2_crossover
9,67,1.831,10.0,5.9155,8.169,
39,9,,,,,no_o1_crossover
9,33,,,,,no_o1_crossover
22,51,,,,,no_o1_crossover
66,0,7.264,10.0,8.632,2.7359999999999998,
82,83,,,,,no_o2_crossover
61,1,,,,,no_o1_crossover
78,66,,,,,no_o2_crossover
3,18,8.302,10.0,9.151,1.6980000000000004,
7,61,6.213,10.0,8.1065,3.787,
93,51,6.069,10.0,8.0345,3.931,
45,28,,,,,no_o1_crossover
38,38,,,,,no_o1_crossover
48,87,,,,,no_o1_crossover
31,65,,,,,no_o2_crossover
4,81,9.626,10.0,9.812999999999999,0.37400000000000055,
22,20,,,,,no_o1_crossover
93,27,0.356,0.625,0.4905,0.269,
14,93,9.288,10.0,9.644,0.7119999999999997,
13,93,,,,,no_o2_crossover
32,80,0.324,0.384,0.354,0.06,
39,81,0.746,1.35,1.048,0.6040000000000001,
22,39,,,,,no_o1_crossover
89,28,1.341,9.175,5.258,7.8340000000000005,
38,56,0.451,0.56,0.5055000000000001,0.10900000000000004,
35,96,,,,,no_o1_crossover
1,69,7.965,10.0,8.9825,2.035,
7,35,,,,,no_o1_crossover
21,76,,,,,no_o2_crossover
2,73,0.712,0.774,0.743,0.062000000000000055,
33,85,,,,,no_o1_crossover
52,42,,,,,no_o1_crossover
85,69,,,,,no_o1_crossover
11,97,,,,,no_o2_crossover
31,16,,,,,no_o2_crossover
44,55,,,,,no_o2_crossover
15,65,0.353,0.621,0.487,0.268,
34,55,0.599,0.68,0.6395,0.08100000000000007,
2,48,0.417,0.529,0.473,0.11200000000000004,
43,63,8.433,10.0,9.2165,1.5670000000000002,
85,18,,,,,no_o1_crossover
4,13,,,,,no_o1_crossover
46,26,,,,,no_o1_crossover
87,52,,,,,no_o1_crossover
6,8,7.343,10.0,8.6715,2.657,
20,83,,,,,no_o1_crossover
7,5,,,,,no_o1_crossover
30,12,0.43,0.614,0.522,0.184,
88,16,,,,,no_o1_crossover
1,39,,,,,no_o2_crossover
30,82,,,,,cannot_determine_o1_dominance
74,60,,,,,no_o1_crossover
0,74,0.175,0.594,0.38449999999999995,0.419,
52,16,,,,,no_o1_crossover
51,63,0.285,0.61,0.4475,0.325,
74,43,6.573,10.0,8.2865,3.4269999999999996,
80,8,,,,,no_o1_crossover
57,75,0.534,0.759,0.6465000000000001,0.22499999999999998,
4,50,5.379,10.0,7.6895,4.621,
69,8,4.254,10.0,7.127,5.746,
76,59,,,,,no_o1_crossover
59,46,0.421,0.548,0.48450000000000004,0.12700000000000006,
80,51,,,,,no_o1_crossover
70,32,,,,,no_o2_crossover
78,20,0.362,0.58,0.471,0.21799999999999997,
50,10,0.479,0.881,0.6799999999999999,0.402,
4,62,,,,,no_o2_crossover
10,34,,,,,no_o1_crossover
88,19,,,,,no_o2_crossover
34,21,,,,,no_o2_crossover
38,66,7.039,10.0,8.5195,2.9610000000000003,
0,52,0.329,0.578,0.4535,0.24899999999999994,
55,57,,,,,no_o2_crossover
74,52,,,,,no_o1_crossover
50,31,,,,,no_o1_crossover
14,91,,,,,no_o2_crossover
30,35,,,,,no_o2_crossover
47,25,0.423,0.545,0.484,0.12200000000000005,
32,97,,,,,no_o2_crossover
93,7,0.275,0.625,0.45,0.35,
89,38,,,,,no_o2_crossover
57,72,0.816,1.001,0.9084999999999999,0.18499999999999994,
61,74,0.392,0.604,0.498,0.21199999999999997,
94,7,0.215,0.582,0.39849999999999997,0.367,
0,97,,,,,no_o2_crossover
41,20,,,,,no_o1_crossover
39,12,,,,,no_o2_crossover
0,21,,,,,no_o2_crossover
33,71,,,,,no_o1_crossover
28,45,0.265,0.62,0.4425,0.355,
27,34,,,,,no_o1_crossover
21,97,,,,,no_o2_crossover
50,51,,,,,no_o1_crossover
8,22,0.336,0.48,0.40800000000000003,0.14399999999999996,
33,39,,,,,no_o1_crossover
50,37,,,,,no_o1_crossover
45,41,,,,,no_o2_crossover
90,63,,,,,no_o2_crossover
49,58,,,,,no_o1_crossover
24,72,3.579,10.0,6.7895,6.420999999999999,
0,77,5.082,10.0,7.541,4.918,
27,91,,,,,no_o1_crossover
6,85,,,,,no_o2_crossover
90,10,0.335,0.544,0.4395,0.20900000000000002,
30,83,,,,,no_o2_crossover
24,18,,,,,no_o1_crossover
67,53,8.539,10.0,9.2695,1.4610000000000003,
77,39,0.496,0.594,0.5449999999999999,0.09799999999999998,
34,77,4.586,10.0,7.293,5.414,
81,84,9.341,10.0,9.6705,0.6590000000000007,
36,57,,,,,no_o2_crossover
66,66,,,,,no_o1_crossover
56,31,,,,,no_o1_crossover
48,33,,,,,no_o1_crossover
3,77,1.835,8.292,5.0634999999999994,6.457,
28,5,6.845,10.0,8.4225,3.1550000000000002,
11,24,0.227,0.578,0.40249999999999997,0.351,
73,35,,,,,no_o2_crossover
87,29,,,,,no_o2_crossover
5,4,0.242,0.515,0.3785,0.273,
88,4,0.401,0.478,0.4395,0.07699999999999996,
90,55,,,,,no_o1_crossover
49,67,,,,,no_o2_crossover
70,16,,,,,no_o2_crossover
24,81,,,,,no_o2_crossover
27,69,,,,,no_o1_crossover
17,85,,,,,no_o2_crossover
56,26,4.928,10.0,7.464,5.072,
65,51,,,,,no_o1_crossover
27,95,0.316,0.607,0.4615,0.291,
50,87,,,,,no_o2_crossover
14,62,0.239,0.581,0.41,0.34199999999999997,
10,73,,,,,no_o1_crossover
65,18,,,,,no_o1_crossover
95,81,,,,,no_o2_crossover
85,39,,,,,no_o1_crossover
54,38,,,,,no_o2_crossover
21,40,6.096,10.0,8.048,3.904,
54,61,6.741,10.0,8.3705,3.2590000000000003,
67,64,,,,,no_o2_crossover
47,72,0.49,0.596,0.5429999999999999,0.10599999999999998,
70,15,,,,,no_o2_crossover
20,39,,,,,no_o1_crossover
41,81,,,,,no_o2_crossover
33,59,,,,,no_o1_crossover
16,32,1.023,1.215,1.119,0.19200000000000017,
89,4,0.316,0.454,0.385,0.138,
35,69,,,,,no_o2_crossover
20,43,,,,,no_o1_crossover
44,54,0.21,0.623,0.4165,0.41300000000000003,
32,74,0.196,0.613,0.40449999999999997,0.417,
74,66,,,,,no_o1_crossover
37,3,6.272,10.0,8.136,3.7279999999999998,
57,1,,,,,no_o1_crossover
39,92,,,,,no_o2_crossover
3,59,,,,,no_o2_crossover
1,20,,,,,no_o2_crossover
32,96,,,,,no_o2_crossover
76,78,1.447,7.438,4.4425,5.991,
10,64,,,,,no_o1_crossover
50,49,4.832,10.0,7.416,5.168,
29,2,,,,,no_o1_crossover
10,70,,,,,no_o1_crossover
71,18,5.895,10.0,7.9475,4.105,
30,13,,,,,no_o2_crossover
49,94,,,,,no_o1_crossover
1,3,,,,,no_o2_crossover
45,76,,,,,no_o1_crossover
87,44,,,,,no_o1_crossover
98,83,,,,,no_o2_crossover
57,16,,,,,no_o1_crossover
96,81,9.344,10.0,9.672,0.6560000000000006,
49,3,,,,,no_o1_crossover
58,80,0.251,0.398,0.3245,0.14700000000000002,
29,33,,,,,no_o1_crossover
59,34,1.843,7.824,4.8335,5.981,
94,57,,,,,no_o2_crossover
54,72,2.928,10.0,6.464,7.072,
78,30,,,,,no_o2_crossover
64,74,0.305,0.419,0.362,0.11399999999999999,
29,38,,,,,no_o1_crossover
75,27,,,,,no_o1_crossover
72,88,5.234,10.0,7.617,4.766,
40,31,0.898,1.173,1.0355,0.275,
55,71,8.833,10.0,9.4165,1.1669999999999998,
25,94,,,,,no_o1_crossover
48,28,,,,,no_o1_crossover
55,73,,,,,no_o2_crossover
44,2,2.51,10.0,6.255,7.49,
35,74,0.19,0.456,0.323,0.266,
99,22,1.225,3.296,2.2605,2.0709999999999997,
18,48,0.307,0.621,0.46399999999999997,0.314,
23,98,,,,,no_o1_crossover
21,52,0.303,0.429,0.366,0.126,
21,57,,,,,no_o2_crossover
12,92,0.547,1.019,0.7829999999999999,0.47199999999999986,
2,59,,,,,no_o2_crossover
24,21,,,,,no_o1_crossover
96,74,0.259,0.462,0.36050000000000004,0.203,
64,6,,,,,no_o1_crossover
76,50,0.298,0.457,0.3775,0.15900000000000003,
66,85,,,,,no_o2_crossover
69,66,,,,,no_o2_crossover
69,6,,,,,no_o2_crossover
98,54,0.204,0.553,0.3785,0.3490000000000001,
33,82,,,,,no_o1_crossover
95,80,5.124,10.0,7.561999999999999,4.876,
93,79,0.395,0.505,0.45,0.10999999999999999,
55,44,,,,,no_o1_crossover
31,85,0.367,0.559,0.463,0.19200000000000006,
24,96,,,,,no_o1_crossover
40,90,,,,,no_o2_crossover
26,36,,,,,no_o2_crossover
73,72,0.425,0.633,0.529,0.20800000000000002,
92,38,9.693,10.0,9.846499999999999,0.3070000000000004,
24,11,,,,,no_o1_crossover
77,66,,,,,no_o2_crossover
18,26,0.224,0.688,0.45599999999999996,0.46399999999999997,
68,94,,,,,no_o2_crossover
77,92,0.31,0.557,0.4335,0.24700000000000005,
6,97,,,,,no_o2_crossover
34,95,0.252,0.549,0.4005,0.29700000000000004,
28,28,,,,,no_o1_crossover
33,19,,,,,no_o2_crossover
73,52,,,,,no_o2_crossover
18,72,0.473,0.582,0.5275,0.10899999999999999,
6,56,0.324,0.469,0.39649999999999996,0.14499999999999996,
91,53,,,,,no_o1_crossover
32,2,5.576,10.0,7.788,4.424,
84,78,,,,,no_o2_crossover
83,29,0.181,0.597,0.389,0.416,
34,2,,,,,no_o2_crossover
74,55,,,,,no_o1_crossover
51,7,0.23,0.608,0.419,0.378,
9,76,,,,,no_o1_crossover
72,21,6.771,10.0,8.3855,3.229,
42,63,0.271,0.406,0.3385,0.135,
34,65,,,,,no_o2_crossover
86,29,0.172,0.583,0.37749999999999995,0.411,
80,60,,,,,no_o1_crossover
78,51,5.727,10.0,7.8635,4.273,
95,34,,,,,no_o1_crossover
47,0,,,,,no_o1_crossover
99,66,,,,,no_o1_crossover
59,47,7.588,10.0,8.794,2.412,
38,59,7.385,10.0,8.692499999999999,2.615,
53,50,0.253,0.651,0.452,0.398,
71,87,0.389,0.511,0.45,0.122,
66,81,,,,,no_o2_crossover
14,34,1.875,7.991,4.933,6.116,
2,37,,,,,no_o2_crossover
52,82,,,,,no_o1_crossover
95,68,,,,,no_o1_crossover
74,84,,,,,no_o1_crossover
83,9,,,,,no_o1_crossover
96,95,0.323,0.401,0.362,0.07800000000000001,
60,55,,,,,no_o2_crossover
11,43,0.329,0.532,0.4305,0.203,
17,36,,,,,no_o2_crossover
85,56,0.296,0.519,0.4075,0.22300000000000003,
31,76,,,,,no_o2_crossover
57,81,,,,,no_o2_crossover
57,95,,,,,no_o2_crossover
30,69,5.33,10.0,7.665,4.67,
90,1,,,,,no_o1_crossover
37,38,,,,,no_o2_crossover
73,36,0.329,0.496,0.4125,0.16699999999999998,
55,12,0.37,0.371,0.3705,0.0010000000000000009,
34,79,0.379,0.513,0.446,0.134,
96,99,0.34,0.469,0.40449999999999997,0.12899999999999995,
85,66,,,,,no_o1_crossover
51,4,0.296,0.532,0.41400000000000003,0.23600000000000004,
14,30,7.622,10.0,8.811,2.378,
40,86,3.342,10.0,6.671,6.6579999999999995,
73,33,,,,,no_o2_crossover
51,92,0.273,0.617,0.445,0.344,
13,1,,,,,no_o2_crossover
60,21,,,,,no_o2_crossover
62,81,,,,,no_o2_crossover
66,30,,,,,no_o1_crossover
24,76,,,,,no_o1_crossover
98,68,6.127,10.0,8.0635,3.873,
29,29,,,,,no_o1_crossover
22,81,9.228,10.0,9.614,0.7720000000000002,
0,0,,,,,no_o1_crossover
99,4,1.039,3.472,2.2555,2.433,
60,78,,,,,no_o2_crossover
2,46,0.28,0.666,0.47300000000000003,0.386,
19,82,,,,,no_o2_crossover
38,55,7.907,10.0,8.9535,2.093,
3,58,,,,,no_o1_crossover
4,49,5.078,10.0,7.539,4.922,
33,50,,,,,no_o2_crossover
40,99,0.267,0.588,0.4275,0.32099999999999995,
75,31,,,,,no_o1_crossover
79,56,,,,,no_o2_crossover
21,91,7.356,10.0,8.678,2.644,
61,52,,,,,no_o1_crossover
30,97,,,,,no_o2_crossover
71,71,,,,,no_o1_crossover
48,64,,,,,no_o1_crossover
83,49,,,,,no_o2_crossover
41,64,,,,,no_o1_crossover
11,5,,,,,cannot_determine_o1_dominance
46,69,,,,,no_o1_crossover
88,85,,,,,no_o1_crossover
87,32,,,,,no_o1_crossover
95,19,6.136,10.0,8.068,3.864,
78,92,0.371,0.5,0.4355,0.129,
77,91,,,,,no_o2_crossover
1,24,0.213,0.538,0.3755,0.32500000000000007,
23,32,,,,,no_o1_crossover
78,74,0.178,0.634,0.406,0.456,
88,18,,,,,no_o1_crossover
43,21,,,,,no_o1_crossover
34,1,,,,,no_o2_crossover
78,4,0.34,0.471,0.40549999999999997,0.13099999999999995,
7,25,,,,,no_o1_crossover
14,12,0.392,0.57,0.481,0.17799999999999994,
94,66,,,,,no_o1_crossover
53,93,,,,,no_o2_crossover
87,61,,,,,no_o2_crossover
70,20,0.458,0.597,0.5275,0.13899999999999996,
14,54,0.213,0.596,0.40449999999999997,0.383,
60,62,0.227,0.514,0.3705,0.28700000000000003,
98,29,0.212,0.544,0.378,0.3320000000000001,
93,0,5.837,10.0,7.9185,4.163,
79,27,,,,,no_o1_crossover
78,89,,,,,no_o2_crossover
70,12,0.494,0.643,0.5685,0.14900000000000002,
72,95,,,,,no_o2_crossover
29,4,3.907,10.0,6.9535,6.093,
12,26,0.521,0.648,0.5845,0.127,
81,95,0.341,0.677,0.509,0.336,
56,1,,,,,no_o1_crossover
43,81,9.187,10.0,9.593499999999999,0.8130000000000006,
81,80,,,,,no_o2_crossover
51,44,0.373,0.766,0.5695,0.393,
22,13,,,,,no_o1_crossover
21,11,5.311,10.0,7.6555,4.689,
78,24,0.172,0.667,0.4195,0.49500000000000005,
48,50,,,,,no_o2_crossover
43,40,,,,,no_o1_crossover
75,89,,,,,no_o1_crossover
22,43,4.65,10.0,7.325,5.35,
34,19,0.543,0.545,0.544,0.0020000000000000018,
44,96,,,,,no_o1_crossover
0,32,,,,,no_o2_crossover
25,61,,,,,no_o2_crossover
34,37,0.719,0.751,0.735,0.03200000000000003,
59,18,9.323,10.0,9.6615,0.6769999999999996,
18,51,4.177,10.0,7.0885,5.823,
59,96,,,,,no_o2_crossover
29,22,5.06,10.0,7.529999999999999,4.94,
80,47,,,,,no_o1_crossover
59,3,8.827,10.0,9.413499999999999,1.173,
7,96,,,,,no_o1_crossover
69,53,4.179,10.0,7.0895,5.821,
48,21,,,,,no_o1_crossover
70,63,0.402,0.633,0.5175000000000001,0.23099999999999998,
4,5,,,,,no_o1_crossover
91,67,0.583,0.682,0.6325000000000001,0.09900000000000009,
49,90,9.394,10.0,9.697,0.6059999999999999,
85,74,0.172,0.624,0.398,0.452,
50,68,,,,,no_o1_crossover
57,29,,,,,no_o2_crossover
84,89,0.609,0.795,0.702,0.18600000000000005,
80,38,,,,,no_o2_crossover
90,59,,,,,no_o1_crossover
41,16,,,,,no_o1_crossover
84,44,0.596,0.74,0.6679999999999999,0.14400000000000002,
8,81,,,,,no_o2_crossover
67,41,0.281,0.71,0.4955,0.42899999999999994,
74,42,,,,,no_o1_crossover
44,29,0.22,0.555,0.3875,0.3350000000000001,
14,20,0.355,0.626,0.4905,0.271,
75,5,,,,,no_o1_crossover
24,52,,,,,no_o1_crossover
72,50,3.743,10.0,6.8715,6.257,
45,8,,,,,no_o1_crossover
47,37,,,,,no_o2_crossover
59,75,0.286,0.494,0.39,0.20800000000000002,
14,68,8.73,10.0,9.365,1.2699999999999996,
95,63,8.134,10.0,9.067,1.8659999999999997,
29,13,,,,,no_o1_crossover
26,57,,,,,no_o1_crossover
50,56,,,,,no_o2_crossover
31,82,,,,,no_o2_crossover
14,65,0.529,0.557,0.543,0.028000000000000025,
8,42,0.428,0.534,0.481,0.10600000000000004,
60,43,0.324,0.414,0.369,0.08999999999999997,
60,70,3.431,10.0,6.7155000000000005,6.569,
97,53,,,,,no_o2_crossover
12,81,1.226,7.857,4.5415,6.631,
22,24,,,,,no_o2_crossover
55,51,,,,,no_o2_crossover
27,77,,,,,no_o1_crossover
45,7,0.438,0.512,0.475,0.07400000000000001,
39,31,,,,,no_o2_crossover
43,93,,,,,no_o1_crossover
25,96,,,,,no_o1_crossover
75,62,,,,,cannot_determine_o1_dominance
23,20,,,,,no_o1_crossover
83,66,,,,,no_o1_crossover
3,39,,,,,no_o2_crossover
68,2,,,,,no_o2_crossover
58,20,,,,,no_o2_crossover
30,36,,,,,no_o2_crossover
46,43,,,,,no_o1_crossover
88,32,,,,,no_o1_crossover
36,86,,,,,no_o1_crossover
26,88,,,,,no_o1_crossover
50,97,,,,,no_o1_crossover
76,5,1.51,9.095,5.3025,7.585000000000001,
7,71,,,,,no_o1_crossover
56,25,,,,,no_o1_crossover
71,59,0.561,0.687,0.6240000000000001,0.126,
23,36,,,,,no_o2_crossover
59,90,0.455,0.462,0.4585,0.007000000000000006,
41,96,,,,,no_o1_crossover
5,25,0.278,0.63,0.454,0.352,
43,83,,,,,no_o1_crossover
34,59,,,,,no_o2_crossover
49,99,0.537,0.57,0.5535,0.03299999999999992,
75,75,,,,,no_o1_crossover
40,5,,,,,no_o2_crossover
13,84,,,,,no_o2_crossover
76,91,,,,,no_o2_crossover
96,31,,,,,no_o1_crossover
64,86,,,,,no_o1_crossover
30,58,,,,,no_o1_crossover
73,25,,,,,no_o2_crossover
75,79,,,,,no_o1_crossover
72,78,6.518,10.0,8.259,3.482,
59,53,8.559,10.0,9.279499999999999,1.4410000000000007,
51,39,0.549,0.579,0.5640000000000001,0.029999999999999916,
69,12,0.448,0.489,0.4685,0.04099999999999998,
37,34,6.64,10.0,8.32,3.3600000000000003,
66,91,6.595,10.0,8.2975,3.4050000000000002,
71,49,0.403,0.605,0.504,0.20199999999999996,
55,54,0.208,0.489,0.3485,0.281,
77,29,0.179,0.574,0.37649999999999995,0.39499999999999996,
65,44,,,,,no_o1_crossover
31,52,0.252,0.644,0.448,0.392,
8,50,0.321,0.54,0.4305,0.21900000000000003,
79,63,,,,,no_o1_crossover
86,32,0.755,0.768,0.7615000000000001,0.013000000000000012,
26,62,0.532,0.636,0.5840000000000001,0.10399999999999998,
25,30,,,,,no_o1_crossover
2,92,0.3,0.545,0.4225,0.24500000000000005,
44,89,,,,,no_o2_crossover
90,51,,,,,no_o1_crossover
30,22,0.349,0.467,0.40800000000000003,0.11800000000000005,
39,77,,,,,no_o2_crossover
61,30,,,,,no_o1_crossover
70,4,0.381,0.557,0.46900000000000003,0.17600000000000005,
12,55,,,,,no_o1_crossover
25,65,,,,,no_o1_crossover
22,30,,,,,no_o2_crossover
83,19,,,,,no_o2_crossover
64,64,,,,,no_o1_crossover
8,96,0.47,0.498,0.484,0.028000000000000025,
71,3,,,,,no_o2_crossover
27,32,,,,,no_o1_crossover
60,52,,,,,no_o2_crossover
60,59,,,,,no_o1_crossover
28,96,0.385,0.554,0.46950000000000003,0.16900000000000004,
81,85,,,,,no_o2_crossover
44,33,0.433,0.684,0.5585,0.25100000000000006,
12,57,,,,,no_o2_crossover
75,16,,,,,no_o1_crossover
98,17,,,,,no_o2_crossover
42,46,0.166,0.99,0.578,0.824,
96,63,,,,,no_o1_crossover
18,19,0.543,0.547,0.545,0.0040000000000000036,
51,74,0.193,0.606,0.39949999999999997,0.413,
55,7,0.195,0.627,0.41100000000000003,0.432,
63,99,0.52,0.841,0.6805,0.32099999999999995,
81,24,0.341,0.579,0.45999999999999996,0.23799999999999993,
55,75,0.256,0.446,0.351,0.19,
31,4,0.271,0.463,0.367,0.192,
65,97,,,,,no_o1_crossover
92,57,,,,,no_o1_crossover
51,96,0.263,0.693,0.478,0.42999999999999994,
22,94,,,,,no_o1_crossover
47,35,0.519,0.624,0.5715,0.10499999999999998,
30,75,0.253,0.523,0.388,0.27,
85,94,,,,,no_o1_crossover
74,91,,,,,no_o1_crossover
52,21,,,,,no_o1_crossover
43,55,,,,,no_o1_crossover
45,2,,,,,no_o1_crossover
2,93,,,,,no_o2_crossover
34,16,,,,,no_o2_crossover
89,72,0.564,0.59,0.577,0.026000000000000023,
70,47,,,,,no_o2_crossover
80,49,1.239,5.672,3.4555,4.433,
94,95,0.228,0.563,0.39549999999999996,0.33499999999999996,
6,51,,,,,no_o2_crossover
38,95,0.366,0.56,0.463,0.19400000000000006,
9,44,,,,,no_o1_crossover
68,63,0.309,0.603,0.45599999999999996,0.294,
77,65,0.436,0.56,0.498,0.12400000000000005,
63,52,,,,,no_o1_crossover
86,9,0.412,0.661,0.5365,0.24900000000000005,
74,3,,,,,no_o1_crossover
10,78,,,,,no_o1_crossover
33,25,,,,,no_o1_crossover
60,35,,,,,no_o1_crossover
53,99,0.228,0.589,0.4085,0.361,
58,8,1.546,8.341,4.943499999999999,6.794999999999999,
58,60,0.839,2.495,1.667,1.6560000000000001,
64,16,,,,,no_o1_crossover
62,67,,,,,no_o1_crossover
84,41,0.318,0.569,0.4435,0.25099999999999995,
21,22,0.273,0.468,0.37050000000000005,0.195,
90,60,,,,,no_o1_crossover
4,65,,,,,no_o1_crossover
53,75,0.22,0.539,0.3795,0.31900000000000006,
97,98,,,,,no_o2_crossover
43,35,,,,,no_o1_crossover
89,71,8.477,10.0,9.2385,1.5229999999999997,
45,77,,,,,no_o1_crossover
76,38,,,,,no_o2_crossover
29,40,,,,,no_o1_crossover
22,1,,,,,no_o1_crossover
87,78,,,,,no_o1_crossover
20,72,,,,,no_o2_crossover
99,72,2.868,10.0,6.434,7.132,
37,88,,,,,no_o2_crossover
74,71,,,,,no_o1_crossover
31,38,,,,,no_o2_crossover
34,94,0.519,0.627,0.573,0.10799999999999998,
64,85,,,,,no_o1_crossover
56,35,,,,,no_o1_crossover
1,52,0.341,0.508,0.4245,0.16699999999999998,
7,77,,,,,no_o1_crossover
89,66,8.991,10.0,9.4955,1.0090000000000003,
40,97,0.55,0.552,0.551,0.0020000000000000018,
10,83,,,,,no_o1_crossover
40,0,,,,,no_o1_crossover
93,49,0.406,0.582,0.494,0.17599999999999993,
82,21,,,,,no_o1_crossover
84,99,0.246,0.586,0.416,0.33999999999999997,
81,1,9.581,10.0,9.7905,0.4190000000000005,
54,13,,,,,no_o1_crossover
86,17,,,,,no_o2_crossover
27,2,,,,,no_o1_crossover
82,38,,,,,no_o2_crossover
46,64,,,,,no_o1_crossover
94,34,,,,,no_o1_crossover
71,30,,,,,no_o2_crossover
63,63,,,,,no_o1_crossover
