LIST_LEN,N_DIGITS,D_MODEL,N_HEAD,N_LAYERS,USE_LN,USE_BIAS,FREEZE_WV,FREEZE_WO,WEIGHT_DECAY,run_idx,val_acc,steps_trained,train_time_sec,params_total,params_trainable,val_examples,batch_size,device
6,100,64,1,7,False,False,True,True,0.01,1,0.9062296549479166,50000,1068.2014751434326,130470,71232,8192,1024,cuda
6,100,64,1,7,False,False,True,True,0.01,2,0.9469807942708334,50000,1068.7737035751343,130470,71232,8192,1024,cuda
6,100,64,1,8,False,False,True,True,0.01,0,0.9479777018229166,50000,1198.9032170772552,147110,79424,8192,1024,cuda
6,100,64,1,8,False,False,True,True,0.01,1,0.77398681640625,50000,1199.0842509269714,147110,79424,8192,1024,cuda
6,100,64,1,8,False,False,True,True,0.01,2,0.9359130859375,50000,1198.9710915088654,147110,79424,8192,1024,cuda
6,100,64,1,9,False,False,True,True,0.01,0,0.9108479817708334,50000,1301.1035289764404,163750,87616,8192,1024,cuda
6,100,64,1,9,False,False,True,True,0.01,1,0.9083048502604166,50000,1301.2158691883087,163750,87616,8192,1024,cuda
6,100,64,1,9,False,False,True,True,0.01,2,0.8992513020833334,50000,1302.9208908081055,163750,87616,8192,1024,cuda
6,100,64,1,10,False,False,True,True,0.01,0,0.8868204752604166,50000,1420.0075449943542,180390,95808,8192,1024,cuda
6,100,64,1,10,False,False,True,True,0.01,1,0.9075724283854166,50000,1419.138129234314,180390,95808,8192,1024,cuda
6,100,64,1,10,False,False,True,True,0.01,2,0.8941243489583334,50000,1418.1861214637756,180390,95808,8192,1024,cuda
7,100,64,1,1,False,False,True,True,0.01,0,0.009800502232142858,50000,373.4920415878296,30758,22208,8192,1024,cuda
7,100,64,1,1,False,False,True,True,0.01,1,0.010114397321428572,50000,373.40127396583557,30758,22208,8192,1024,cuda
7,100,64,1,1,False,False,True,True,0.01,2,0.009626116071428572,50000,373.97062134742737,30758,22208,8192,1024,cuda
7,100,64,1,2,False,False,True,True,0.01,0,0.17157854352678573,50000,505.7101721763611,47398,30400,8192,1024,cuda
7,100,64,1,2,False,False,True,True,0.01,1,0.181640625,50000,506.10457730293274,47398,30400,8192,1024,cuda
7,100,64,1,2,False,False,True,True,0.01,2,0.17213657924107142,50000,505.29395055770874,47398,30400,8192,1024,cuda
7,100,64,1,3,False,False,True,True,0.01,0,0.3656005859375,50000,645.2666945457458,64038,38592,8192,1024,cuda
7,100,64,1,3,False,False,True,True,0.01,1,0.3635777064732143,50000,645.5405237674713,64038,38592,8192,1024,cuda
7,100,64,1,3,False,False,True,True,0.01,2,0.36558314732142855,50000,645.080668926239,64038,38592,8192,1024,cuda
7,100,64,1,4,False,False,True,True,0.01,0,0.6705147879464286,50000,780.3539087772369,80678,46784,8192,1024,cuda
7,100,64,1,4,False,False,True,True,0.01,1,0.6861223493303571,50000,780.4852895736694,80678,46784,8192,1024,cuda
7,100,64,1,4,False,False,True,True,0.01,2,0.6108747209821429,50000,781.7192752361298,80678,46784,8192,1024,cuda
7,100,64,1,5,False,False,True,True,0.01,0,0.8931535993303571,50000,920.8069696426392,97318,54976,8192,1024,cuda
7,100,64,1,5,False,False,True,True,0.01,1,0.9025006975446429,50000,920.6272146701813,97318,54976,8192,1024,cuda
7,100,64,1,5,False,False,True,True,0.01,2,0.8974086216517857,50000,920.792768239975,97318,54976,8192,1024,cuda
7,100,64,1,6,False,False,True,True,0.01,0,0.8744245256696429,50000,1057.492708683014,113958,63168,8192,1024,cuda
7,100,64,1,6,False,False,True,True,0.01,1,0.8565499441964286,50000,1057.7895681858063,113958,63168,8192,1024,cuda
7,100,64,1,6,False,False,True,True,0.01,2,0.8697509765625,50000,1058.497932434082,113958,63168,8192,1024,cuda
7,100,64,1,7,False,False,True,True,0.01,0,0.8837716238839286,50000,1199.1926596164703,130598,71360,8192,1024,cuda
7,100,64,1,7,False,False,True,True,0.01,1,0.7695486886160714,50000,1197.7835493087769,130598,71360,8192,1024,cuda
7,100,64,1,7,False,False,True,True,0.01,2,0.9061453683035714,50000,1198.204009771347,130598,71360,8192,1024,cuda
7,100,64,1,8,False,False,True,True,0.01,0,0.8833182198660714,50000,1330.5005395412445,147238,79552,8192,1024,cuda
7,100,64,1,8,False,False,True,True,0.01,1,0.8880615234375,50000,1331.621589899063,147238,79552,8192,1024,cuda
7,100,64,1,8,False,False,True,True,0.01,2,0.8674839564732143,50000,1330.9903268814087,147238,79552,8192,1024,cuda
7,100,64,1,9,False,False,True,True,0.01,0,0.8678676060267857,50000,1464.1449823379517,163878,87744,8192,1024,cuda
7,100,64,1,9,False,False,True,True,0.01,1,0.9009312220982143,50000,1467.1053450107574,163878,87744,8192,1024,cuda
7,100,64,1,9,False,False,True,True,0.01,2,0.8959437779017857,50000,1466.625027179718,163878,87744,8192,1024,cuda
7,100,64,1,10,False,False,True,True,0.01,0,0.8574916294642857,50000,1602.6663055419922,180518,95936,8192,1024,cuda
7,100,64,1,10,False,False,True,True,0.01,1,0.9067557198660714,50000,1602.987514257431,180518,95936,8192,1024,cuda
7,100,64,1,10,False,False,True,True,0.01,2,0.8944963727678571,50000,1603.696594953537,180518,95936,8192,1024,cuda
8,100,64,1,1,False,False,True,True,0.01,0,0.0097198486328125,50000,561.7119324207306,30886,22336,8192,1024,cuda
8,100,64,1,1,False,False,True,True,0.01,1,0.009307861328125,50000,558.9933681488037,30886,22336,8192,1024,cuda
8,100,64,1,1,False,False,True,True,0.01,2,0.0096588134765625,50000,557.7010562419891,30886,22336,8192,1024,cuda
8,100,64,1,2,False,False,True,True,0.01,0,0.157073974609375,50000,819.4563488960266,47526,30528,8192,1024,cuda
8,100,64,1,2,False,False,True,True,0.01,1,0.1677398681640625,50000,819.0653159618378,47526,30528,8192,1024,cuda
8,100,64,1,2,False,False,True,True,0.01,2,0.1558380126953125,50000,819.0471093654633,47526,30528,8192,1024,cuda
8,100,64,1,3,False,False,True,True,0.01,0,0.2364044189453125,50000,1079.4297368526459,64166,38720,8192,1024,cuda
8,100,64,1,3,False,False,True,True,0.01,1,0.30743408203125,50000,1079.873360157013,64166,38720,8192,1024,cuda
8,100,64,1,3,False,False,True,True,0.01,2,0.3079071044921875,50000,1080.1445920467377,64166,38720,8192,1024,cuda
8,100,64,1,4,False,False,True,True,0.01,0,0.7792510986328125,50000,1340.398008108139,80806,46912,8192,1024,cuda
8,100,64,1,4,False,False,True,True,0.01,1,0.8415374755859375,50000,1340.5725672245026,80806,46912,8192,1024,cuda
8,100,64,1,4,False,False,True,True,0.01,2,0.7435760498046875,50000,1339.6644759178162,80806,46912,8192,1024,cuda
8,100,64,1,5,False,False,True,True,0.01,0,0.782745361328125,50000,1608.8201973438263,97446,55104,8192,1024,cuda
8,100,64,1,5,False,False,True,True,0.01,1,0.6898651123046875,50000,1607.9986305236816,97446,55104,8192,1024,cuda
8,100,64,1,5,False,False,True,True,0.01,2,0.690765380859375,50000,1608.0252256393433,97446,55104,8192,1024,cuda
8,100,64,1,6,False,False,True,True,0.01,0,0.8102569580078125,50000,1863.8650529384613,114086,63296,8192,1024,cuda
8,100,64,1,6,False,False,True,True,0.01,1,0.759796142578125,50000,1863.711064338684,114086,63296,8192,1024,cuda
