d1,d2,feat_orig,o1_crossovers,o2_crossovers,n_o1_xover,n_o2_xover
80,29,2.9172492027282715,[0.776],"[0.538, 2.181]",1,2
2,77,4.220870018005371,[1.443],"[1.133, 4.467]",1,2
52,76,0.0,[],[],0,0
58,64,1.5713224411010742,[0.715],"[0.307, 5.759]",1,2
54,40,0.0,[],[],0,0
2,29,5.954380512237549,[0.559],"[0.207, 1.853]",1,2
57,42,0.0,[],[],0,0
21,38,2.8569295406341553,[0.7],"[0.685, 4.089]",1,2
8,54,5.803532600402832,[0.536],"[0.227, 1.868]",1,2
19,58,0.9163244962692261,[2.008],"[1.868, 9.857]",1,2
55,5,1.1601324081420898,[2.01],[1.486],1,1
76,32,1.5206780433654785,[2.084],"[0.915, 7.395]",1,2
63,64,0.0,[],[],0,0
28,92,3.541219472885132,[0.537],"[0.334, 2.768]",1,2
59,43,2.7487292289733887,[0.358],"[0.406, 3.06]",1,2
28,22,3.9882078170776367,[0.557],"[0.266, 2.481]",1,2
6,11,1.716755986213684,[2.221],"[0.842, 7.72]",1,2
13,37,0.7728542685508728,[2.303],[1.21],1,1
33,91,0.0,[],[],0,0
74,35,0.0,[],[],0,0
99,84,0.0,[],[],0,0
58,4,3.776102066040039,[0.604],"[0.257, 2.314]",1,2
30,93,2.4364240169525146,[],[],0,0
67,48,1.395397424697876,[0.44],"[0.435, 5.962]",1,2
31,1,2.8244423866271973,[],"[1.161, 3.099]",0,2
55,10,4.234379291534424,[0.607],"[0.177, 2.135]",1,2
24,1,0.0,[],[],0,0
20,3,0.0,[],[],0,0
57,48,0.0,[],[],0,0
1,42,2.1114964485168457,[0.355],"[0.478, 4.731]",1,2
37,81,2.5306150913238525,[0.859],"[0.741, 4.701]",1,2
52,40,0.0,[],[],0,0
67,1,1.5145745277404785,[1.565],"[1.453, 8.837]",1,2
56,69,0.0,[],[],0,0
87,66,0.0,[],[],0,0
1,73,2.434922218322754,[],"[1.077, 5.455]",0,2
42,36,0.8879135251045227,[],"[0.406, 7.171]",0,2
71,0,4.910558700561523,[0.699],"[0.847, 3.035]",1,2
65,0,0.0,[],[],0,0
3,41,2.7492194175720215,[0.807],"[0.201, 3.576]",1,2
1,4,4.731224060058594,[0.451],"[0.297, 2.05]",1,2
37,33,2.0879108905792236,[0.557],"[0.467, 4.753]",1,2
28,83,1.5853822231292725,[0.966],"[0.417, 6.818]",1,2
92,48,0.0,[],[],0,0
65,86,0.0,[],[],0,0
91,24,6.796779632568359,[0.583],"[0.187, 1.813]",1,2
87,69,0.0,[],[],0,0
34,53,5.28530216217041,[0.779],"[0.958, 2.774]",1,2
20,58,0.0,[],[],0,0
71,12,4.452589511871338,[0.659],"[0.349, 2.772]",1,2
22,19,1.5856950283050537,[1.913],"[0.981, 5.105]",1,2
8,12,3.504875898361206,[0.569],"[0.422, 3.125]",1,2
19,24,4.302134990692139,[0.641],"[0.49, 1.681]",1,2
54,11,0.0,[],[],0,0
11,14,3.143455743789673,[0.681],"[0.582, 3.725]",1,2
24,97,0.0,[],[],0,0
78,21,2.6354503631591797,[1.113],"[0.892, 4.119]",1,2
24,30,0.0,[],[],0,0
82,0,1.9052058458328247,[1.726],"[1.114, 6.907]",1,2
71,67,4.566337585449219,[0.563],"[0.735, 3.0]",1,2
49,76,0.0,[],[],0,0
46,0,0.0,[],[],0,0
94,74,3.9855916500091553,[0.51],"[0.182, 1.922]",1,2
40,28,3.949641227722168,[0.706],"[0.862, 3.44]",1,2
68,48,3.688016891479492,[0.477],"[0.425, 3.186]",1,2
3,85,1.4276461601257324,[0.632],"[0.448, 6.696]",1,2
70,11,9.463920593261719,[0.561],"[0.902, 2.05]",1,2
7,17,0.0,[],[],0,0
92,23,2.880316734313965,[0.406],"[0.703, 1.772]",1,2
66,29,5.125473976135254,[0.669],"[0.174, 2.025]",1,2
72,90,1.8869774341583252,[1.614],"[1.211, 4.438]",1,2
67,35,1.1782666444778442,[],"[0.891, 6.594]",0,2
58,90,1.627244472503662,[0.41],"[0.382, 4.896]",1,2
82,24,5.312187194824219,[0.622],"[0.182, 1.974]",1,2
69,60,2.5499472618103027,[0.517],"[0.741, 4.653]",1,2
40,14,3.821948528289795,[0.751],"[0.745, 3.44]",1,2
12,14,0.0,[],[],0,0
38,42,1.4197741746902466,[],"[1.026, 5.133]",0,2
74,78,0.0,[],[],0,0
65,3,0.0,[],[],0,0
79,19,1.794914722442627,[0.67],"[0.739, 4.415]",1,2
55,56,3.499021291732788,[0.471],"[0.282, 2.409]",1,2
48,26,1.4383080005645752,[0.461],"[0.343, 4.92]",1,2
28,7,5.335573196411133,[0.614],"[0.226, 1.957]",1,2
69,75,5.637617111206055,[0.468],"[0.252, 1.81]",1,2
45,51,0.0,[],[],0,0
66,19,3.817272186279297,[0.59],"[0.489, 2.655]",1,2
29,82,0.0,[],[],0,0
17,57,2.8855676651000977,[0.246],"[0.434, 2.795]",1,2
65,46,1.1833863258361816,[0.363],"[0.44, 5.992]",1,2
94,88,0.46959367394447327,[],[0.91],0,1
7,92,1.3858613967895508,[1.611],"[1.167, 4.759]",1,2
59,37,1.6975486278533936,[],[0.807],0,1
6,25,1.452737808227539,[0.217],"[0.421, 5.978]",1,2
38,50,3.076131820678711,[0.457],"[0.58, 2.512]",1,2
21,28,1.9812413454055786,[6.142],[0.723],1,1
30,91,2.5254158973693848,[1.758],"[1.395, 6.215]",1,2
11,58,2.848896026611328,[0.436],"[0.683, 4.171]",1,2
32,29,5.109478950500488,[0.576],"[0.214, 1.926]",1,2
16,61,3.205709934234619,[0.478],"[0.335, 2.851]",1,2
67,44,1.3687697649002075,[0.576],"[0.798, 6.401]",1,2
9,69,0.0,[],[],0,0
27,54,3.3502755165100098,[0.349],"[0.311, 1.808]",1,2
25,64,0.46444639563560486,[],[],0,0
12,49,1.5249052047729492,[0.333],"[0.787, 3.748]",1,2
69,85,2.3869330883026123,[0.612],"[0.494, 4.604]",1,2
98,40,2.694244384765625,[1.516],"[1.17, 5.302]",1,2
60,60,0.8974658250808716,[],[],0,0
34,91,5.405642986297607,[],[],0,0
4,88,0.0,[],[],0,0
25,98,0.0,[],[],0,0
13,17,0.6097575426101685,[6.142],[0.846],1,1
38,48,1.6306041479110718,[0.417],"[0.844, 5.131]",1,2
1,38,3.464237928390503,[0.769],"[0.693, 3.559]",1,2
99,88,0.0,[],[],0,0
57,92,1.4922020435333252,[1.488],[2.998],1,1
19,78,1.0734783411026,[2.523],[2.045],1,1
55,98,1.212878704071045,[1.389],[1.073],1,1
73,59,2.0682034492492676,[0.412],"[0.857, 4.599]",1,2
62,23,2.3888468742370605,[1.214],[0.557],1,1
28,56,4.212073802947998,[0.478],"[0.325, 2.242]",1,2
52,78,0.0,[],[],0,0
30,77,2.491279125213623,[1.854],"[1.556, 6.179]",1,2
81,70,1.6120039224624634,[3.207],[2.966],1,1
52,87,0.41265860199928284,[2.595],[0.343],1,1
50,61,1.212981939315796,[1.187],"[0.707, 4.484]",1,2
84,4,4.991240501403809,[0.54],"[0.302, 2.079]",1,2
71,86,5.361643314361572,[1.929],"[0.83, 1.793]",1,2
80,65,0.0,[],[],0,0
58,37,1.5404183864593506,[1.582],[],1,0
22,54,2.9929471015930176,[0.511],"[0.65, 1.79]",1,2
85,1,0.0,[],[],0,0
33,81,0.8351638317108154,[2.82],[1.003],1,1
15,38,3.6164116859436035,[0.608],"[0.657, 3.114]",1,2
39,17,0.8581854104995728,[2.296],[1.258],1,1
4,9,0.0,[],[],0,0
33,92,1.70078706741333,[0.217],"[0.68, 3.186]",1,2
65,62,3.4564368724823,[0.579],"[0.265, 2.231]",1,2
39,72,4.2790069580078125,[0.716],"[0.522, 2.035]",1,2
99,78,0.0,[],[],0,0
33,12,0.5954538583755493,[0.556],"[0.45, 5.986]",1,2
51,51,8.725261688232422,[],[],0,0
21,19,3.554210662841797,[0.621],"[0.507, 2.904]",1,2
41,90,0.0,[],[],0,0
62,98,0.0,[],[],0,0
33,41,1.2462856769561768,[1.254],"[0.344, 5.452]",1,2
96,55,0.0,[],[],0,0
73,60,1.779883623123169,[0.592],"[0.777, 5.886]",1,2
48,27,0.0,[],[],0,0
52,63,1.1806780099868774,[0.135],"[0.531, 5.352]",1,2
59,97,1.1632112264633179,[0.963],"[0.653, 9.048]",1,2
10,72,2.306246280670166,[1.482],"[1.219, 3.014]",1,2
34,34,5.643774032592773,[],[],0,0
91,13,3.5262222290039062,[0.517],"[0.539, 3.53]",1,2
30,14,2.368253707885742,[0.58],"[0.813, 4.957]",1,2
28,88,1.9993610382080078,[0.249],"[0.549, 4.654]",1,2
36,10,3.124830961227417,[0.562],"[0.378, 1.932]",1,2
33,97,0.0,[],[],0,0
55,81,2.008915662765503,[],"[0.67, 4.389]",0,2
69,35,2.4073057174682617,[0.609],"[0.511, 4.73]",1,2
5,89,2.8451828956604004,[0.545],"[0.734, 4.328]",1,2
9,89,0.0,[],[],0,0
22,27,0.0,[],[],0,0
49,53,0.0,[],[],0,0
62,61,1.0264158248901367,[2.02],"[1.262, 6.648]",1,2
39,50,2.3715951442718506,[0.431],"[0.387, 2.826]",1,2
51,8,7.254100322723389,[0.751],"[0.794, 2.262]",1,2
36,59,0.0,[],[],0,0
46,17,0.0,[],[],0,0
0,28,3.10891056060791,[0.775],"[0.901, 4.061]",1,2
59,38,2.3506336212158203,[0.995],"[0.877, 4.967]",1,2
89,60,1.0129756927490234,[],[3.487],0,1
26,15,0.0,[],[],0,0
15,11,3.1575396060943604,[0.143],[],1,0
28,19,3.732288360595703,[0.504],"[0.559, 2.693]",1,2
93,85,1.8959052562713623,[0.126],"[0.611, 5.259]",1,2
72,38,2.3156909942626953,[1.538],"[1.346, 4.23]",1,2
45,15,0.0,[],[],0,0
99,47,0.0,[],[],0,0
1,75,5.450438499450684,[0.468],"[0.251, 1.837]",1,2
84,35,2.4974050521850586,[0.493],"[0.618, 4.594]",1,2
83,7,4.016138076782227,[0.636],"[0.257, 2.103]",1,2
53,24,6.415272235870361,[0.601],"[0.199, 1.815]",1,2
40,13,3.04864501953125,[0.6],"[0.621, 3.853]",1,2
43,31,0.0,[],[],0,0
79,11,0.0,[],[],0,0
52,96,0.0,[],[],0,0
81,60,1.0241787433624268,[1.585],"[1.349, 9.727]",1,2
51,85,5.076379776000977,[0.768],"[0.315, 2.753]",1,2
53,1,3.9917993545532227,[0.683],"[0.847, 3.184]",1,2
26,17,0.0,[],[],0,0
24,88,0.0,[],[],0,0
60,42,0.831719160079956,[],"[0.504, 9.226]",0,2
79,16,0.0,[],[],0,0
56,24,3.320993661880493,[0.409],"[0.772, 1.666]",1,2
23,41,1.0460689067840576,[2.103],"[1.533, 5.955]",1,2
13,20,0.6333052515983582,[],[0.076],0,1
63,50,1.3741648197174072,[0.049],"[1.079, 2.591]",1,2
91,8,5.2216644287109375,[0.864],"[0.808, 3.476]",1,2
2,91,4.148745059967041,[2.015],"[0.972, 6.478]",1,2
43,98,0.0,[],[],0,0
22,86,0.0,[],[],0,0
78,14,2.7786619663238525,[0.68],"[0.764, 3.864]",1,2
70,28,8.431291580200195,[0.698],"[0.811, 2.241]",1,2
66,65,2.2022950649261475,[0.408],"[0.523, 4.326]",1,2
78,19,4.253586769104004,[0.572],"[0.539, 2.471]",1,2
64,66,0.0,[],[],0,0
75,24,2.861926555633545,[0.226],[],1,0
85,71,0.49785926938056946,[3.997],[3.763],1,1
12,38,1.0226988792419434,[1.636],"[1.317, 8.84]",1,2
14,19,3.0533909797668457,[0.551],"[0.587, 3.048]",1,2
46,11,0.0,[],[],0,0
16,19,3.696037530899048,[0.484],"[0.589, 2.582]",1,2
5,10,5.450347423553467,[0.625],"[0.173, 2.056]",1,2
91,31,4.561322212219238,[0.678],"[0.827, 3.675]",1,2
67,24,4.928969383239746,[0.611],"[0.217, 1.891]",1,2
62,88,0.0,[],[],0,0
51,87,5.269206523895264,[0.626],"[0.255, 2.438]",1,2
28,91,2.3265023231506348,[1.915],"[1.374, 6.947]",1,2
47,40,4.502546310424805,[],[],0,0
47,69,3.9511992931365967,[0.963],"[0.806, 4.115]",1,2
52,34,0.0,[],[],0,0
35,78,0.47012951970100403,[3.304],[2.458],1,1
94,82,0.0,[],[],0,0
73,90,2.2745304107666016,[0.33],"[0.395, 3.872]",1,2
40,63,4.326661109924316,[0.591],"[0.329, 2.584]",1,2
37,68,2.0444042682647705,[1.724],"[1.583, 6.94]",1,2
95,39,0.0,[],[],0,0
44,48,0.8328645825386047,[],"[0.565, 8.668]",0,2
44,0,0.6300575733184814,[2.69],[2.853],1,1
39,46,1.5258252620697021,[0.514],"[0.422, 4.533]",1,2
91,46,4.394097805023193,[0.633],"[0.308, 2.773]",1,2
70,80,7.392147064208984,[0.569],"[0.406, 1.929]",1,2
65,11,0.5372267961502075,[3.74],[2.435],1,1
15,30,3.1309797763824463,[0.595],"[0.899, 3.134]",1,2
80,37,0.0,[],[],0,0
72,56,3.32546329498291,[0.731],"[1.012, 1.94]",1,2
98,74,5.232405662536621,[0.532],"[0.211, 1.901]",1,2
72,23,3.840284824371338,[0.332],[],1,0
52,13,0.0,[],[],0,0
66,5,2.3188397884368896,[1.93],"[0.904, 7.638]",1,2
29,59,0.0,[],[],0,0
62,14,0.0,[],[],0,0
10,60,0.0,[],[],0,0
35,6,0.5554327964782715,[3.329],[0.859],1,1
58,69,1.305776834487915,[1.799],[1.587],1,1
87,18,0.0,[],[],0,0
85,8,0.48396292328834534,[3.468],[2.796],1,1
29,47,0.0,[],[],0,0
92,4,2.472898244857788,[0.749],"[0.674, 2.413]",1,2
3,57,3.0909345149993896,[0.22],"[0.404, 2.614]",1,2
74,90,0.0,[],[],0,0
80,30,0.0,[],[],0,0
85,62,3.4879748821258545,[0.636],"[0.219, 2.359]",1,2
31,58,2.4238524436950684,[0.347],"[0.755, 4.75]",1,2
64,24,3.8054938316345215,[0.467],"[0.34, 1.743]",1,2
81,9,0.8857707381248474,[2.426],[0.975],1,1
91,97,3.760816812515259,[0.458],"[0.532, 3.307]",1,2
35,57,2.0816075801849365,[0.341],"[0.368, 3.342]",1,2
81,37,1.459403395652771,[1.99],"[1.217, 8.652]",1,2
96,91,0.0,[],[],0,0
69,67,2.8724093437194824,[0.711],"[0.8, 4.57]",1,2
8,7,6.149794578552246,[0.654],"[0.22, 1.896]",1,2
18,41,4.580780506134033,[0.574],"[0.298, 2.535]",1,2
78,52,2.503079891204834,[0.422],"[0.438, 3.817]",1,2
73,85,1.674605131149292,[0.28],"[0.518, 5.474]",1,2
34,36,4.3453755378723145,[0.595],"[0.375, 2.687]",1,2
39,71,1.0207304954528809,[2.508],[2.378],1,1
20,19,1.5074942111968994,[0.522],"[0.95, 4.153]",1,2
38,41,2.657660961151123,[0.442],"[0.595, 2.979]",1,2
48,75,3.553262710571289,[0.422],"[0.327, 1.937]",1,2
37,95,4.473592758178711,[0.56],"[0.274, 2.063]",1,2
33,18,0.0,[],[],0,0
78,98,2.8093628883361816,[0.688],"[1.012, 3.202]",1,2
27,92,1.7563071250915527,[0.699],"[0.489, 3.683]",1,2
76,69,1.4244401454925537,[1.688],"[1.226, 8.423]",1,2
28,74,5.225322723388672,[0.651],"[0.184, 2.011]",1,2
69,95,5.259213447570801,[0.471],"[0.273, 1.905]",1,2
65,13,0.0,[],[],0,0
57,11,0.0,[],[],0,0
86,36,4.024693012237549,[0.617],"[0.327, 2.836]",1,2
25,68,0.0,[],[],0,0
27,97,0.0,[],[],0,0
81,48,1.1823101043701172,[0.073],"[1.088, 4.739]",1,2
69,46,3.220263957977295,[0.62],"[0.3, 3.271]",1,2
99,44,0.0,[],[],0,0
55,48,1.1653810739517212,[0.199],"[0.307, 7.335]",1,2
8,39,3.146493673324585,[0.493],"[0.634, 3.831]",1,2
40,45,3.929591417312622,[0.573],"[0.349, 2.831]",1,2
64,65,0.0,[],[],0,0
90,49,1.4743902683258057,[],"[0.819, 3.917]",0,2
39,97,0.5490202307701111,[],[],0,0
4,53,0.0,[],[],0,0
24,93,0.0,[],[],0,0
58,40,1.6540549993515015,[1.796],"[1.513, 8.618]",1,2
48,63,1.258615493774414,[0.172],"[0.413, 5.06]",1,2
71,91,5.507400035858154,[],[0.743],0,1
57,76,0.0,[],[],0,0
48,76,0.0,[],[],0,0
56,8,0.0,[],[],0,0
52,8,0.0,[],[],0,0
65,56,2.763704776763916,[0.377],"[0.395, 2.44]",1,2
52,68,0.0,[],[],0,0
46,76,0.0,[],[],0,0
16,90,2.3295505046844482,[0.329],"[0.443, 3.728]",1,2
2,19,4.965401649475098,[0.604],"[0.472, 2.337]",1,2
11,34,3.7700037956237793,[1.145],"[1.085, 3.914]",1,2
63,29,3.070553779602051,[0.818],"[0.395, 2.209]",1,2
59,39,1.3429279327392578,[],"[0.997, 8.512]",0,2
5,73,2.9231882095336914,[0.687],"[0.868, 5.846]",1,2
78,65,2.632892608642578,[0.56],"[0.498, 3.891]",1,2
64,70,0.0,[],[],0,0
30,68,2.693567991256714,[1.654],"[1.326, 5.765]",1,2
38,57,2.9760489463806152,[0.332],"[0.623, 2.506]",1,2
61,33,0.5302063226699829,[4.918],[1.178],1,1
66,75,5.241264343261719,[0.521],"[0.245, 1.863]",1,2
50,22,1.9049420356750488,[0.337],"[0.718, 4.972]",1,2
69,97,2.417140483856201,[0.473],"[0.545, 4.524]",1,2
76,11,1.6627740859985352,[1.435],"[1.309, 7.048]",1,2
74,46,0.5718996524810791,[4.318],[1.828],1,1
5,60,2.7247555255889893,[0.523],"[0.69, 4.645]",1,2
90,29,3.480799674987793,[0.472],"[0.365, 1.905]",1,2
58,79,1.3077383041381836,[0.343],"[0.336, 6.013]",1,2
3,43,3.0316224098205566,[0.558],"[0.291, 3.089]",1,2
92,63,1.2292474508285522,[1.827],"[0.824, 5.129]",1,2
94,15,0.0,[],[],0,0
31,73,2.5578320026397705,[],"[0.969, 4.379]",0,2
99,27,0.0,[],[],0,0
79,32,0.0,[],[],0,0
60,83,0.6575775146484375,[],[0.769],0,1
69,80,3.9970345497131348,[0.562],"[0.252, 2.563]",1,2
26,29,3.2705647945404053,[0.626],"[0.503, 1.813]",1,2
64,27,0.0,[],[],0,0
90,82,0.0,[],[],0,0
78,76,2.566885232925415,[0.447],"[0.855, 3.786]",1,2
89,88,1.2088067531585693,[0.552],"[0.341, 7.238]",1,2
46,28,0.0,[],[],0,0
32,18,2.4411110877990723,[1.768],"[1.156, 6.449]",1,2
39,7,4.326589584350586,[0.686],"[0.235, 1.944]",1,2
43,7,3.45381498336792,[0.745],"[0.471, 1.858]",1,2
30,48,2.114575147628784,[0.657],"[0.411, 4.984]",1,2
16,53,2.3379929065704346,[1.89],"[1.018, 6.62]",1,2
46,93,0.0,[],[],0,0
36,41,1.1527328491210938,[0.706],"[0.556, 4.998]",1,2
27,44,0.0,[],[],0,0
68,97,3.641942024230957,[0.474],"[0.552, 3.383]",1,2
25,91,0.0,[],[],0,0
1,34,3.0673422813415527,[1.408],"[1.267, 4.73]",1,2
61,34,0.0,[],[],0,0
89,17,1.3187955617904663,[],[0.639],0,1
51,78,6.623565673828125,[0.941],"[0.683, 2.695]",1,2
73,62,4.767918586730957,[0.624],"[0.165, 2.127]",1,2
71,80,5.221785545349121,[0.608],"[0.271, 2.255]",1,2
15,2,3.0019168853759766,[2.263],"[1.045, 7.516]",1,2
48,70,0.0,[],[],0,0
19,69,1.090340256690979,[2.249],[2.044],1,1
50,91,0.0,[],[],0,0
62,31,0.0,[],[],0,0
95,62,2.425492286682129,[0.943],[0.854],1,1
83,47,0.47440141439437866,[5.092],[3.059],1,1
17,19,3.161674976348877,[0.534],"[0.621, 3.012]",1,2
43,20,0.0,[],[],0,0
91,93,4.64457368850708,[0.666],"[0.708, 3.062]",1,2
37,30,2.147012710571289,[1.846],"[0.849, 6.361]",1,2
83,46,1.1236201524734497,[],"[0.324, 6.291]",0,2
28,30,2.541172981262207,[],"[1.479, 2.46]",0,2
33,84,0.0,[],[],0,0
55,41,2.301198959350586,[0.455],"[0.262, 3.652]",1,2
71,72,7.446745872497559,[0.579],"[0.49, 1.715]",1,2
41,85,0.0,[],[],0,0
29,12,0.0,[],[],0,0
79,72,3.587433338165283,[0.515],"[0.637, 2.107]",1,2
19,28,1.0935006141662598,[1.996],"[1.841, 9.471]",1,2
38,24,4.961765289306641,[0.595],"[0.331, 1.788]",1,2
72,0,1.6166682243347168,[2.433],"[1.853, 7.392]",1,2
17,65,1.5768136978149414,[0.611],"[0.519, 6.457]",1,2
67,25,1.4828803539276123,[0.221],"[0.489, 5.352]",1,2
17,91,1.5581350326538086,[2.392],"[1.487, 9.244]",1,2
5,51,3.7465310096740723,[1.86],"[1.379, 4.557]",1,2
34,8,5.344735145568848,[0.581],"[0.858, 2.452]",1,2
55,14,1.2890326976776123,[1.158],"[1.216, 5.396]",1,2
15,34,3.2616586685180664,[1.573],"[1.197, 5.294]",1,2
25,7,3.7037606239318848,[0.531],"[0.267, 1.914]",1,2
25,54,3.335489273071289,[0.5],"[0.254, 2.057]",1,2
23,10,2.687631130218506,[1.397],"[0.906, 2.404]",1,2
79,57,1.652329444885254,[],"[0.655, 3.503]",0,2
75,41,0.8430657386779785,[2.076],"[2.07, 7.367]",1,2
38,39,1.6282161474227905,[],[1.577],0,1
10,57,0.8944193720817566,[2.558],"[1.659, 7.141]",1,2
69,21,2.746980667114258,[0.438],"[0.913, 4.071]",1,2
93,39,2.116440534591675,[0.52],"[0.656, 5.914]",1,2
94,37,0.6385847926139832,[7.849],[1.154],1,1
95,78,0.0,[],[],0,0
2,69,3.8509438037872314,[0.728],"[0.922, 3.183]",1,2
96,0,0.0,[],[],0,0
1,2,2.8267478942871094,[1.743],"[1.066, 5.217]",1,2
66,64,2.3886284828186035,[0.683],"[0.343, 4.29]",1,2
2,94,3.026679039001465,[0.595],"[0.45, 3.988]",1,2
35,20,0.6447941660881042,[],[0.249],0,1
75,69,0.0,[],[],0,0
41,65,0.0,[],[],0,0
63,61,1.1072206497192383,[0.136],[],1,0
56,56,2.10711669921875,[],[],0,0
80,0,0.0,[],[],0,0
27,26,1.4974631071090698,[0.32],"[0.458, 4.108]",1,2
96,80,1.7539713382720947,[0.886],"[0.37, 4.039]",1,2
12,73,0.0,[],[],0,0
19,79,1.1292998790740967,[1.841],"[1.092, 7.798]",1,2
43,12,0.6202751994132996,[1.654],[1.191],1,1
69,40,3.524542808532715,[2.719],"[0.875, 6.16]",1,2
15,14,2.7474050521850586,[0.564],"[0.749, 3.791]",1,2
21,85,1.584230899810791,[0.597],"[0.457, 6.483]",1,2
50,29,3.1113123893737793,[0.648],"[0.555, 2.09]",1,2
9,38,1.280638575553894,[0.745],"[1.152, 6.253]",1,2
64,33,0.5849969387054443,[],[],0,0
41,28,0.0,[],[],0,0
44,43,2.237478733062744,[0.369],"[0.393, 3.405]",1,2
37,71,2.2696566581726074,[1.891],"[1.346, 6.391]",1,2
37,85,1.4660680294036865,[],"[0.82, 6.426]",0,2
66,89,2.090334892272949,[0.411],"[0.801, 4.672]",1,2
9,93,0.0,[],[],0,0
27,78,0.0,[],[],0,0
85,96,0.4919860064983368,[],[0.401],0,1
4,64,0.4905485212802887,[2.14],[2.565],1,1
52,28,0.0,[],[],0,0
60,66,1.0881900787353516,[2.375],[1.275],1,1
12,56,2.5067801475524902,[0.479],"[0.481, 2.457]",1,2
42,60,0.0,[],[],0,0
83,77,0.0,[],[],0,0
47,57,4.531805038452148,[0.374],"[0.39, 2.252]",1,2
12,84,0.0,[],[],0,0
76,19,3.0549802780151367,[0.495],"[0.582, 3.046]",1,2
22,71,0.0,[],[],0,0
38,77,1.7379249334335327,[2.63],"[1.851, 8.677]",1,2
81,44,1.1412749290466309,[3.64],[0.907],1,1
83,59,0.0,[],[],0,0
23,38,0.7701227068901062,[3.288],[2.174],1,1
27,45,0.7939946055412292,[0.412],"[0.563, 6.902]",1,2
1,19,4.0965375900268555,[0.612],"[0.425, 2.652]",1,2
58,9,0.9019535779953003,[0.25],"[0.628, 8.718]",1,2
47,63,4.210361957550049,[0.569],"[0.365, 2.642]",1,2
33,7,3.630852699279785,[0.617],"[0.339, 1.922]",1,2
77,83,4.12540340423584,[0.636],"[0.467, 3.129]",1,2
41,26,1.2261085510253906,[],[],0,0
42,32,0.0,[],[],0,0
90,24,3.8097939491271973,[0.498],"[0.349, 1.815]",1,2
64,58,0.0,[],[],0,0
51,45,5.592443466186523,[0.604],"[0.345, 2.262]",1,2
46,5,0.0,[],[],0,0
77,15,5.442292213439941,[0.774],"[0.661, 3.237]",1,2
6,99,4.440242767333984,[0.493],"[0.292, 1.98]",1,2
7,85,0.0,[],[],0,0
98,22,3.995610237121582,[0.39],"[0.321, 2.331]",1,2
89,75,4.5411787033081055,[0.522],"[0.245, 1.958]",1,2
40,78,4.080867767333984,[0.133],"[0.901, 3.927]",1,2
90,40,0.0,[],[],0,0
33,76,0.0,[],[],0,0
43,47,0.0,[],[],0,0
39,3,0.6019684672355652,[2.157],[1.78],1,1
43,88,0.0,[],[],0,0
97,47,0.7190800309181213,[3.112],[2.214],1,1
88,88,0.0,[],[],0,0
11,95,5.4141364097595215,[0.442],"[0.257, 1.829]",1,2
34,64,4.227749347686768,[0.506],"[0.432, 2.742]",1,2
61,4,2.4673237800598145,[0.019],"[0.931, 1.582]",1,2
59,21,1.3074736595153809,[1.716],"[1.149, 9.324]",1,2
63,28,0.0,[],[],0,0
69,94,2.402167558670044,[0.324],"[0.579, 4.712]",1,2
94,6,0.41535845398902893,[7.486],[0.892],1,1
66,14,2.2981152534484863,[0.636],"[0.802, 4.359]",1,2
51,75,7.493241310119629,[0.541],"[0.242, 1.659]",1,2
47,49,4.515234470367432,[0.606],"[0.415, 2.53]",1,2
1,82,2.4551758766174316,[0.085],"[1.014, 3.787]",1,2
90,7,3.680400848388672,[0.586],"[0.324, 1.957]",1,2
51,89,5.678155899047852,[0.762],"[0.493, 2.603]",1,2
15,78,2.849360466003418,[0.034],"[1.114, 3.158]",1,2
3,5,1.7731767892837524,[1.889],"[1.233, 8.88]",1,2
26,76,0.0,[],[],0,0
90,72,3.513678789138794,[0.674],"[0.666, 2.187]",1,2
80,17,0.0,[],[],0,0
91,32,4.688680171966553,[0.748],"[0.746, 3.324]",1,2
68,5,4.614251136779785,[0.226],"[0.962, 2.707]",1,2
13,96,0.6542866230010986,[],[0.192],0,1
97,87,0.9377075433731079,[],"[0.361, 7.06]",0,2
44,38,1.7425401210784912,[],[0.371],0,1
83,23,3.4392457008361816,[0.448],"[0.286, 2.153]",1,2
76,42,1.0773096084594727,[0.252],"[0.389, 8.66]",1,2
79,12,0.6433027982711792,[],[1.043],0,1
47,8,4.318014144897461,[0.159],"[0.934, 3.856]",1,2
48,41,1.2301230430603027,[0.833],"[0.306, 5.816]",1,2
54,91,0.0,[],[],0,0
84,30,3.3683972358703613,[0.392],"[0.738, 3.444]",1,2
72,36,1.9734280109405518,[1.439],"[1.257, 3.767]",1,2
61,9,0.0,[],[],0,0
64,96,0.0,[],[],0,0
25,39,0.0,[],[],0,0
10,9,0.0,[],[],0,0
85,13,0.0,[],[],0,0
44,10,3.9300613403320312,[0.616],"[0.221, 2.089]",1,2
47,33,3.6356558799743652,[0.545],"[0.438, 3.161]",1,2
32,60,1.9875316619873047,[0.878],"[0.696, 5.902]",1,2
90,93,0.0,[],[],0,0
89,3,1.0690536499023438,[1.588],"[1.146, 9.732]",1,2
22,68,0.0,[],[],0,0
35,60,0.0,[],[],0,0
16,39,1.9546756744384766,[0.498],"[0.663, 5.465]",1,2
90,9,0.0,[],[],0,0
61,92,1.5891087055206299,[0.172],"[0.928, 3.151]",1,2
4,46,0.8166714906692505,[2.031],"[1.589, 7.41]",1,2
76,14,1.463841438293457,[],[1.305],0,1
