d1,d2,feat_orig,o1_crossovers,o2_crossovers,n_o1_xover,n_o2_xover
82,78,2.041755199432373,[1.304],"[1.218, 4.913]",1,2
65,87,0.8339319229125977,[],"[0.875, 8.112]",0,2
10,18,0.0,[],[],0,0
36,70,0.0,[],[],0,0
38,98,1.7637741565704346,[1.949],"[1.162, 7.649]",1,2
35,56,2.950803756713867,[0.435],"[0.282, 2.454]",1,2
87,56,2.1678566932678223,[0.408],"[0.521, 2.502]",1,2
20,99,3.106511354446411,[0.621],"[0.346, 2.196]",1,2
19,93,1.1321607828140259,[2.162],"[1.906, 9.485]",1,2
25,85,0.0,[],[],0,0
28,35,1.788485050201416,[0.399],"[0.547, 5.92]",1,2
17,30,1.8855979442596436,[1.022],"[1.028, 6.005]",1,2
50,82,0.0,[],[],0,0
72,61,2.5457496643066406,[1.331],"[0.954, 3.08]",1,2
1,60,2.281506061553955,[0.46],"[0.783, 5.037]",1,2
44,25,0.9190323352813721,[0.22],"[0.431, 8.198]",1,2
57,28,0.0,[],[],0,0
56,42,0.0,[],[],0,0
39,0,0.5675271153450012,[2.701],[3.148],1,1
74,6,0.0,[],[],0,0
39,90,1.1770251989364624,[0.359],"[0.536, 5.366]",1,2
60,50,2.677260398864746,[0.338],"[0.331, 2.819]",1,2
8,68,4.084784507751465,[1.201],"[1.07, 4.539]",1,2
37,69,1.8622798919677734,[1.51],"[1.389, 6.625]",1,2
97,64,0.8804360628128052,[0.688],"[0.292, 9.641]",1,2
48,78,0.0,[],[],0,0
24,64,0.0,[],[],0,0
52,5,0.0,[],[],0,0
55,9,0.8388040065765381,[0.689],[0.492],1,1
83,48,0.0,[],[],0,0
88,6,0.0,[],[],0,0
5,27,2.83898663520813,[0.49],"[0.377, 3.937]",1,2
9,31,0.0,[],[],0,0
62,46,0.6157149076461792,[2.645],[2.034],1,1
49,21,0.0,[],[],0,0
82,10,4.764043807983398,[0.527],"[0.196, 2.025]",1,2
49,87,0.7410931587219238,[0.993],"[1.294, 6.883]",1,2
16,26,3.2576873302459717,[0.544],"[0.297, 2.911]",1,2
43,64,0.501211404800415,[1.736],[1.342],1,1
53,74,6.250026702880859,[0.583],"[0.194, 1.82]",1,2
88,31,0.0,[],[],0,0
97,32,0.5779327154159546,[2.71],[1.659],1,1
70,53,9.98008918762207,[0.788],"[0.89, 2.339]",1,2
64,5,0.0,[],[],0,0
15,75,5.567279815673828,[0.467],"[0.249, 1.795]",1,2
51,46,5.569893836975098,[0.661],"[0.307, 2.321]",1,2
76,9,1.0010048151016235,[0.226],"[0.532, 9.586]",1,2
62,17,0.0,[],[],0,0
31,55,2.415055751800537,[0.546],"[0.573, 4.666]",1,2
74,16,0.0,[],[],0,0
0,60,2.7022998332977295,[0.846],"[0.526, 4.749]",1,2
25,4,2.6897313594818115,[0.386],"[0.407, 2.303]",1,2
3,48,1.635237693786621,[0.272],"[0.392, 5.438]",1,2
21,92,3.379671573638916,[0.515],"[0.318, 2.832]",1,2
13,88,0.5822216272354126,[],[0.48],0,1
53,3,3.6152849197387695,[0.599],"[0.723, 3.509]",1,2
50,78,0.0,[],[],0,0
31,45,3.034381866455078,[0.472],"[0.31, 3.282]",1,2
82,55,1.7365872859954834,[0.801],"[0.666, 7.108]",1,2
30,27,2.243626594543457,[0.53],"[0.415, 4.699]",1,2
43,52,0.0,[],[],0,0
91,70,7.141321659088135,[1.133],"[1.388, 3.149]",1,2
51,97,5.162329196929932,[0.652],"[0.351, 2.638]",1,2
9,28,0.0,[],[],0,0
60,38,2.0440773963928223,[0.386],"[0.83, 4.234]",1,2
17,20,1.4978508949279785,[0.236],"[0.441, 6.107]",1,2
68,29,6.342372894287109,[0.57],"[0.218, 1.867]",1,2
77,84,5.844239234924316,[0.682],"[0.796, 2.549]",1,2
97,37,0.7390081882476807,[3.588],[0.97],1,1
71,9,3.8117237091064453,[0.505],"[0.499, 3.136]",1,2
97,28,0.4747980833053589,[4.688],[1.424],1,1
30,6,2.3088645935058594,[0.295],"[0.911, 4.613]",1,2
49,32,0.4040527939796448,[5.399],[2.988],1,1
31,56,4.632844924926758,[0.445],"[0.28, 2.119]",1,2
7,46,0.7754343748092651,[3.574],"[1.568, 9.405]",1,2
19,13,0.6592031717300415,[2.078],[1.937],1,1
66,76,2.085474729537964,[],"[0.869, 3.849]",0,2
59,72,4.869997978210449,[0.559],"[0.584, 1.959]",1,2
61,67,0.0,[],[],0,0
85,99,3.628760814666748,[0.622],"[0.254, 2.244]",1,2
71,94,3.9200146198272705,[0.614],"[0.513, 3.36]",1,2
90,50,1.7314074039459229,[0.528],"[0.537, 3.621]",1,2
45,69,0.0,[],[],0,0
1,12,2.804311752319336,[0.529],"[0.389, 3.651]",1,2
21,45,2.4203035831451416,[0.57],"[0.279, 3.968]",1,2
58,32,1.408033847808838,[1.651],"[1.222, 9.393]",1,2
91,99,6.4501190185546875,[0.591],"[0.215, 1.901]",1,2
25,8,0.0,[],[],0,0
69,59,2.85534405708313,[0.717],"[0.808, 4.207]",1,2
7,52,0.0,[],[],0,0
91,48,3.7981534004211426,[0.601],"[0.334, 3.263]",1,2
74,39,0.0,[],[],0,0
70,21,8.139366149902344,[0.608],"[0.79, 2.19]",1,2
36,53,0.0,[],[],0,0
66,6,2.2365405559539795,[0.006],"[0.942, 3.794]",1,2
38,68,1.9673521518707275,[2.09],"[1.609, 7.482]",1,2
59,27,1.4941825866699219,[0.07],"[0.519, 5.929]",1,2
87,9,0.0,[],[],0,0
21,47,2.404184579849243,[1.092],"[1.176, 5.631]",1,2
29,60,0.0,[],[],0,0
28,93,2.266934871673584,[],[],0,0
45,64,0.40607187151908875,[1.953],[0.977],1,1
38,75,4.729690074920654,[0.546],"[0.362, 1.816]",1,2
52,71,0.0,[],[],0,0
78,18,3.052980899810791,[1.619],"[1.191, 5.805]",1,2
90,46,0.9133719205856323,[0.791],"[0.686, 8.526]",1,2
35,55,0.0,[],[],0,0
92,40,0.0,[],[],0,0
89,24,4.78672981262207,[0.549],"[0.232, 1.895]",1,2
94,93,0.41294869780540466,[4.54],[1.999],1,1
34,67,4.481447219848633,[0.56],"[0.737, 2.917]",1,2
59,50,2.919403553009033,[0.367],"[0.379, 2.745]",1,2
30,10,4.931181907653809,[0.656],"[0.221, 2.102]",1,2
73,39,1.8903900384902954,[0.537],"[0.599, 5.718]",1,2
8,38,4.277519226074219,[0.725],"[0.673, 3.023]",1,2
44,62,3.84460186958313,[0.523],"[0.254, 2.099]",1,2
28,89,2.004309892654419,[0.194],"[0.92, 5.192]",1,2
54,90,0.38783010840415955,[4.849],[2.961],1,1
30,64,2.446941375732422,[0.582],"[0.443, 4.325]",1,2
38,9,1.3529565334320068,[],"[1.949, 3.347]",0,2
31,22,4.4182939529418945,[0.478],"[0.238, 2.283]",1,2
50,89,0.0,[],[],0,0
75,6,0.0,[],[],0,0
96,94,0.0,[],[],0,0
95,92,1.2463974952697754,[1.922],"[1.079, 5.334]",1,2
32,61,3.3102989196777344,[0.409],"[0.385, 2.732]",1,2
98,72,5.518637180328369,[0.563],"[0.566, 1.937]",1,2
41,63,1.066562533378601,[],[1.805],0,1
84,91,3.3254075050354004,[1.048],"[1.239, 4.556]",1,2
46,39,0.0,[],[],0,0
46,46,0.6341974139213562,[],[],0,0
21,3,1.7768388986587524,[],"[1.338, 9.017]",0,2
11,87,3.091254472732544,[0.539],"[0.331, 3.394]",1,2
95,88,0.0,[],[],0,0
85,82,0.0,[],[],0,0
45,3,0.0,[],[],0,0
75,74,2.6936397552490234,[0.574],"[0.447, 1.495]",1,2
95,72,2.618838310241699,[1.253],"[1.007, 2.828]",1,2
63,57,1.2727317810058594,[1.273],"[0.639, 3.903]",1,2
76,90,1.7186481952667236,[0.248],"[0.38, 4.921]",1,2
70,57,7.4927191734313965,[0.553],"[0.407, 1.913]",1,2
52,32,0.0,[],[],0,0
11,72,6.28201961517334,[0.567],"[0.527, 1.808]",1,2
9,73,0.0,[],[],0,0
30,56,4.29836368560791,[0.57],"[0.313, 2.304]",1,2
54,5,0.0,[],[],0,0
83,96,0.43803292512893677,[],[0.099],0,1
10,49,0.7631263136863708,[2.918],"[1.872, 8.515]",1,2
12,5,0.0,[],[],0,0
62,75,2.779995918273926,[0.849],"[0.961, 1.976]",1,2
74,44,0.0,[],[],0,0
98,80,3.480710983276367,[0.402],"[0.304, 2.631]",1,2
32,73,2.112277030944824,[1.774],"[0.945, 5.643]",1,2
42,45,1.006697177886963,[],"[0.295, 6.243]",0,2
32,17,2.3218631744384766,[0.473],"[0.882, 3.883]",1,2
27,16,0.0,[],[],0,0
69,41,3.6027190685272217,[0.577],"[0.301, 2.882]",1,2
96,13,0.0,[],[],0,0
86,71,5.319103240966797,[],[],0,0
73,45,2.507542371749878,[0.434],"[0.312, 3.615]",1,2
9,20,0.4858366549015045,[0.34],[0.124],1,1
36,96,0.0,[],[],0,0
23,3,0.0,[],[],0,0
54,9,0.0,[],[],0,0
77,61,5.503970623016357,[0.538],"[0.33, 2.208]",1,2
20,5,0.0,[],[],0,0
36,35,0.0,[],[],0,0
46,10,2.9559197425842285,[0.531],"[0.449, 1.952]",1,2
58,59,1.3250408172607422,[2.104],"[0.364, 4.908]",1,2
83,12,0.8380078077316284,[],"[0.481, 8.631]",0,2
56,22,1.884537935256958,[1.173],"[0.953, 2.787]",1,2
12,77,0.0,[],[],0,0
15,83,2.05865478515625,[0.381],"[0.581, 4.682]",1,2
63,90,0.0,[],[],0,0
46,99,2.968543529510498,[0.563],"[0.489, 2.075]",1,2
17,31,1.3965895175933838,[1.698],"[1.356, 8.297]",1,2
11,77,3.5753016471862793,[1.473],"[1.274, 4.791]",1,2
42,57,1.8629080057144165,[],"[0.462, 3.26]",0,2
19,42,0.8533456921577454,[2.171],[1.384],1,1
2,96,3.241180419921875,[0.555],"[0.41, 3.441]",1,2
27,84,0.0,[],[],0,0
47,76,3.4672417640686035,[0.451],"[0.791, 3.411]",1,2
70,90,6.9441070556640625,[0.505],"[0.52, 2.06]",1,2
6,18,1.455146312713623,[2.176],"[1.85, 9.355]",1,2
84,47,3.5881471633911133,[1.129],"[1.08, 4.097]",1,2
71,45,4.527259826660156,[0.629],"[0.334, 2.649]",1,2
91,75,6.592934608459473,[0.511],"[0.256, 1.786]",1,2
59,86,1.401216983795166,[2.176],"[1.74, 9.121]",1,2
46,61,1.1513680219650269,[1.529],"[0.759, 5.758]",1,2
19,75,4.070508003234863,[0.557],"[0.544, 1.695]",1,2
36,83,0.0,[],[],0,0
5,36,3.195185661315918,[0.574],"[0.356, 3.437]",1,2
0,66,3.0881905555725098,[0.887],"[0.833, 4.604]",1,2
86,98,4.230058670043945,[0.654],"[0.808, 2.871]",1,2
62,2,0.0,[],[],0,0
90,78,0.0,[],[],0,0
17,47,1.9226082563400269,[1.349],"[1.401, 6.579]",1,2
80,12,0.0,[],[],0,0
97,81,1.3157010078430176,[0.189],"[0.999, 6.816]",1,2
30,79,2.200373649597168,[0.523],"[0.431, 4.521]",1,2
52,44,0.0,[],[],0,0
99,86,0.0,[],[],0,0
56,51,0.0,[],[],0,0
84,3,2.7971787452697754,[1.312],"[0.642, 6.037]",1,2
31,79,2.503178596496582,[0.374],"[0.317, 3.919]",1,2
23,29,2.870802640914917,[0.717],"[0.846, 2.71]",1,2
62,35,0.0,[],[],0,0
64,32,0.0,[],[],0,0
86,51,5.389311790466309,[2.338],"[1.066, 5.02]",1,2
88,79,0.0,[],[],0,0
18,71,5.383950233459473,[],[0.325],0,1
20,49,1.228740930557251,[0.22],"[0.768, 4.404]",1,2
70,83,6.5555009841918945,[0.692],"[0.615, 2.474]",1,2
54,62,2.443060874938965,[3.973],[],1,0
56,99,2.847238540649414,[0.773],"[0.72, 2.306]",1,2
46,95,2.7914414405822754,[0.628],"[0.411, 2.215]",1,2
99,77,0.0,[],[],0,0
47,42,3.0691404342651367,[0.543],"[0.449, 3.741]",1,2
27,58,0.0,[],[],0,0
26,87,0.5463756322860718,[0.805],[1.133],1,1
35,18,0.0,[],[],0,0
59,69,1.4824568033218384,[1.821],"[1.469, 8.543]",1,2
67,78,1.4953281879425049,[1.836],"[1.215, 8.518]",1,2
84,43,3.958652973175049,[0.583],"[0.323, 2.705]",1,2
6,95,4.252007007598877,[0.482],"[0.26, 2.02]",1,2
1,80,3.784985065460205,[0.302],"[0.349, 2.386]",1,2
93,23,4.902961254119873,[0.561],"[0.273, 2.036]",1,2
71,23,6.432750225067139,[0.531],"[0.281, 1.8]",1,2
65,39,0.0,[],[],0,0
95,69,0.0,[],[],0,0
91,52,3.823549747467041,[0.548],"[0.388, 3.13]",1,2
99,10,2.5971381664276123,[0.193],[],1,0
7,76,0.0,[],[],0,0
76,1,1.421808123588562,[1.263],"[1.188, 7.871]",1,2
35,62,3.647141456604004,[0.489],"[0.203, 2.117]",1,2
0,2,3.371504068374634,[1.336],"[1.025, 3.812]",1,2
1,26,3.6213431358337402,[0.514],"[0.32, 2.801]",1,2
99,81,0.6535806655883789,[4.039],[2.503],1,1
26,38,0.8944221138954163,[1.96],"[1.728, 9.696]",1,2
85,5,0.0,[],[],0,0
91,71,5.729155540466309,[3.66],[1.067],1,1
94,10,3.6292223930358887,[0.493],"[0.188, 2.033]",1,2
14,31,1.2681565284729004,[2.017],"[1.328, 9.602]",1,2
32,87,2.399690628051758,[0.34],"[0.426, 3.816]",1,2
49,78,0.0,[],[],0,0
53,63,4.287045001983643,[0.574],"[0.304, 2.567]",1,2
28,67,2.1945693492889404,[],"[0.937, 5.421]",0,2
22,97,0.0,[],[],0,0
94,36,0.9861635565757751,[],"[0.388, 6.721]",0,2
99,3,0.0,[],[],0,0
93,1,2.3856945037841797,[1.024],"[1.068, 4.656]",1,2
15,49,3.779763698577881,[0.541],"[0.342, 2.659]",1,2
67,92,2.9813196659088135,[0.515],"[0.369, 2.839]",1,2
23,82,0.0,[],[],0,0
58,11,1.5433251857757568,[1.517],"[1.128, 8.412]",1,2
36,16,0.0,[],[],0,0
59,61,2.6509718894958496,[0.392],"[0.397, 3.156]",1,2
60,67,1.1741664409637451,[3.131],"[0.832, 9.351]",1,2
31,89,2.5091519355773926,[0.595],"[0.696, 4.497]",1,2
80,89,0.0,[],[],0,0
99,45,0.6105642318725586,[4.16],[1.973],1,1
77,86,6.137001037597656,[0.949],"[0.816, 3.846]",1,2
50,86,0.0,[],[],0,0
62,45,0.5312976241111755,[3.509],[2.235],1,1
21,63,2.903891086578369,[0.559],"[0.264, 3.302]",1,2
23,2,0.0,[],[],0,0
89,59,1.2779791355133057,[],"[2.385, 5.236]",0,2
41,87,0.0,[],[],0,0
20,46,0.6620750427246094,[],"[0.849, 8.075]",0,2
77,22,6.163519382476807,[0.477],"[0.301, 1.921]",1,2
53,91,4.395994186401367,[1.982],"[0.9, 7.097]",1,2
9,97,0.0,[],[],0,0
20,89,0.0,[],[],0,0
73,1,2.124145984649658,[1.328],"[1.025, 8.624]",1,2
25,6,0.0,[],[],0,0
64,55,0.0,[],[],0,0
55,27,1.294431447982788,[0.208],"[0.296, 6.891]",1,2
33,79,0.0,[],[],0,0
76,34,1.5900284051895142,[1.752],"[1.762, 7.918]",1,2
59,84,1.6412748098373413,[1.83],"[1.128, 8.206]",1,2
85,85,0.0,[],[],0,0
92,77,0.0,[],[],0,0
95,13,0.0,[],[],0,0
84,74,5.728002548217773,[0.632],"[0.195, 1.931]",1,2
29,28,0.0,[],[],0,0
67,9,1.0852278470993042,[0.019],"[0.848, 6.99]",1,2
11,21,3.025407075881958,[0.366],"[0.913, 3.487]",1,2
78,87,2.792712688446045,[0.389],"[0.411, 3.431]",1,2
38,93,1.823285460472107,[1.86],"[1.324, 7.445]",1,2
56,37,0.0,[],[],0,0
5,6,3.006103038787842,[0.578],"[0.74, 4.043]",1,2
75,59,0.0,[],[],0,0
32,26,3.3621504306793213,[0.426],"[0.388, 2.746]",1,2
10,14,0.0,[],[],0,0
20,14,0.0,[],[],0,0
13,97,0.0,[],[],0,0
56,5,0.0,[],[],0,0
30,47,2.832256555557251,[1.656],"[0.953, 5.361]",1,2
55,70,1.6495710611343384,[3.146],[3.032],1,1
50,46,0.7324663400650024,[1.781],"[1.26, 7.754]",1,2
0,36,3.1796844005584717,[0.559],"[0.348, 3.357]",1,2
49,22,2.258115291595459,[0.532],"[0.642, 2.947]",1,2
18,80,4.926376819610596,[0.584],"[0.23, 2.348]",1,2
58,46,1.9636938571929932,[0.679],"[0.368, 4.381]",1,2
1,16,2.5847625732421875,[],"[0.955, 5.091]",0,2
82,81,2.731809616088867,[0.696],"[0.691, 4.221]",1,2
46,54,2.9929187297821045,[0.56],"[0.425, 2.075]",1,2
84,72,6.150628089904785,[0.698],"[0.43, 1.976]",1,2
46,32,0.0,[],[],0,0
29,9,0.0,[],[],0,0
42,78,0.0,[],[],0,0
36,18,0.0,[],[],0,0
86,99,6.268131732940674,[0.578],"[0.205, 1.848]",1,2
89,52,1.2422339916229248,[0.202],"[0.432, 6.625]",1,2
42,51,0.0,[],[],0,0
25,9,0.0,[],[],0,0
71,31,4.7835001945495605,[0.829],"[0.841, 3.301]",1,2
4,20,0.0,[],[],0,0
46,60,0.0,[],[],0,0
23,0,0.0,[],[],0,0
55,96,1.2585430145263672,[0.053],"[0.387, 6.842]",1,2
35,23,3.614375114440918,[0.444],"[0.287, 2.027]",1,2
44,42,0.5774105191230774,[0.14],[0.694],1,1
47,74,6.164515972137451,[0.618],"[0.198, 1.889]",1,2
34,40,5.575855731964111,[0.641],"[0.952, 2.303]",1,2
54,78,0.0,[],[],0,0
5,31,3.0398194789886475,[7.865],[0.695],1,1
43,62,2.961348056793213,[0.554],"[0.573, 1.923]",1,2
46,75,3.2340426445007324,[0.549],"[0.46, 1.978]",1,2
79,40,0.0,[],[],0,0
47,15,3.762866258621216,[],[0.983],0,1
50,72,3.0676755905151367,[1.091],"[0.847, 2.769]",1,2
72,15,1.6147253513336182,[2.235],"[1.892, 6.962]",1,2
91,50,5.173409461975098,[0.616],"[0.27, 2.326]",1,2
89,98,1.2370234727859497,[2.477],[1.038],1,1
70,17,7.937437057495117,[0.539],"[0.708, 2.057]",1,2
0,24,5.990379333496094,[0.573],"[0.204, 1.856]",1,2
97,7,4.143782615661621,[0.441],"[0.229, 1.85]",1,2
4,15,0.0,[],[],0,0
93,63,3.1663026809692383,[0.657],"[0.277, 3.225]",1,2
78,15,2.7374351024627686,[1.154],"[0.983, 4.413]",1,2
98,23,4.823294162750244,[0.486],"[0.297, 1.989]",1,2
22,10,2.9588186740875244,[0.774],"[0.586, 1.868]",1,2
76,29,4.55613899230957,[0.652],"[0.168, 2.115]",1,2
8,91,3.9342455863952637,[1.816],"[1.011, 5.282]",1,2
92,8,0.0,[],[],0,0
57,10,2.9312429428100586,[0.578],"[0.568, 1.965]",1,2
74,34,0.0,[],[],0,0
87,3,0.0,[],[],0,0
57,33,0.4509296119213104,[1.037],[2.52],1,1
25,82,0.0,[],[],0,0
98,43,3.346994400024414,[0.549],"[0.351, 2.985]",1,2
56,54,2.8698232173919678,[0.383],"[0.757, 1.945]",1,2
12,41,1.342320442199707,[1.182],"[0.401, 5.369]",1,2
72,24,4.3872857093811035,[0.838],"[0.679, 1.811]",1,2
2,51,4.547750473022461,[1.722],"[1.239, 4.289]",1,2
62,89,0.0,[],[],0,0
43,77,0.0,[],[],0,0
23,91,0.0,[],[],0,0
41,27,0.0,[],[],0,0
61,41,1.1671587228775024,[],[1.591],0,1
79,26,1.520751953125,[0.645],"[0.367, 5.104]",1,2
32,66,2.281339168548584,[2.598],"[0.958, 6.266]",1,2
75,53,0.0,[],[],0,0
30,46,2.7898387908935547,[0.466],"[0.435, 3.449]",1,2
59,85,1.1524258852005005,[0.241],"[0.721, 7.834]",1,2
36,85,0.0,[],[],0,0
5,44,2.8009963035583496,[0.513],"[0.696, 4.249]",1,2
95,22,1.617925763130188,[1.27],"[1.011, 3.543]",1,2
61,58,0.0,[],[],0,0
69,64,2.8906164169311523,[0.577],"[0.358, 3.764]",1,2
92,81,0.8338209390640259,[2.081],"[1.824, 9.149]",1,2
72,89,1.5938067436218262,[1.93],"[1.656, 6.183]",1,2
98,9,1.6910483837127686,[0.719],"[0.486, 6.405]",1,2
87,2,0.0,[],[],0,0
19,8,1.2850630283355713,[2.625],"[1.697, 9.299]",1,2
82,15,1.8950860500335693,[1.301],"[1.221, 5.512]",1,2
43,5,0.0,[],[],0,0
76,80,2.888184070587158,[0.433],"[0.237, 2.936]",1,2
85,89,0.0,[],[],0,0
92,29,3.2315635681152344,[0.616],"[0.491, 1.939]",1,2
45,4,2.5414578914642334,[0.856],"[0.454, 2.692]",1,2
8,47,4.152348518371582,[2.803],"[0.804, 6.647]",1,2
98,63,3.074155807495117,[0.393],"[0.338, 3.038]",1,2
20,56,2.2518835067749023,[0.401],"[0.473, 2.599]",1,2
18,28,4.293631076812744,[0.723],"[0.76, 3.292]",1,2
86,22,5.441470146179199,[0.476],"[0.292, 2.002]",1,2
69,9,2.2926676273345947,[0.597],"[0.475, 4.744]",1,2
88,82,0.0,[],[],0,0
44,70,1.0702985525131226,[4.217],[4.193],1,1
61,79,0.0,[],[],0,0
0,6,2.985576629638672,[0.55],"[0.78, 3.841]",1,2
93,26,3.3926446437835693,[0.495],"[0.332, 2.913]",1,2
85,68,0.0,[],[],0,0
59,24,4.907270431518555,[0.535],"[0.249, 1.857]",1,2
34,29,6.489595890045166,[0.589],"[0.203, 1.821]",1,2
15,48,2.4298758506774902,[0.343],"[0.409, 3.935]",1,2
0,27,2.8202502727508545,[0.434],"[0.4, 3.793]",1,2
35,86,0.0,[],[],0,0
11,75,5.782365798950195,[0.542],"[0.21, 1.844]",1,2
89,2,1.2698488235473633,[1.786],"[1.784, 9.548]",1,2
91,27,3.939394950866699,[0.545],"[0.345, 3.132]",1,2
93,14,2.3353781700134277,[0.651],"[0.784, 5.223]",1,2
72,37,1.8590929508209229,[1.816],"[1.508, 5.613]",1,2
63,4,2.2770349979400635,[0.629],"[0.655, 2.424]",1,2
54,89,0.0,[],[],0,0
28,71,2.7470293045043945,[1.54],"[1.32, 5.459]",1,2
54,69,0.0,[],[],0,0
73,93,2.148017406463623,[],[],0,0
38,33,2.0306239128112793,[0.567],"[0.732, 4.443]",1,2
85,91,0.0,[],[],0,0
87,21,0.0,[],[],0,0
82,4,4.309245586395264,[0.438],"[0.289, 2.144]",1,2
75,21,0.0,[],[],0,0
89,10,4.2358198165893555,[0.706],"[0.17, 2.213]",1,2
16,81,2.8501195907592773,[0.64],"[0.675, 3.712]",1,2
50,98,0.0,[],[],0,0
88,29,3.5242462158203125,[0.661],"[0.231, 2.142]",1,2
39,41,1.9193215370178223,[0.677],"[0.307, 3.803]",1,2
70,49,7.690816402435303,[0.587],"[0.485, 1.934]",1,2
63,34,0.0,[],[],0,0
31,50,3.9241185188293457,[0.51],"[0.268, 2.537]",1,2
66,60,1.9778740406036377,[0.807],"[0.78, 5.715]",1,2
16,80,3.4420790672302246,[0.488],"[0.248, 2.618]",1,2
76,49,2.6773862838745117,[0.632],"[0.343, 3.451]",1,2
98,19,3.7405309677124023,[0.52],"[0.505, 2.735]",1,2
95,8,0.0,[],[],0,0
49,52,0.44754812121391296,[4.702],[1.28],1,1
8,18,3.898317813873291,[1.32],"[1.12, 4.411]",1,2
12,6,0.0,[],[],0,0
55,35,0.9300516843795776,[],"[0.651, 9.402]",0,2
58,23,4.195154190063477,[0.508],"[0.307, 2.016]",1,2
52,22,2.092158079147339,[0.41],"[0.363, 3.155]",1,2
76,75,4.658377647399902,[0.637],"[0.218, 2.089]",1,2
98,77,2.290074110031128,[2.079],"[1.382, 6.787]",1,2
7,83,0.0,[],[],0,0
72,5,1.6867330074310303,[2.246],"[1.789, 7.1]",1,2
51,12,5.559090614318848,[0.738],"[0.302, 2.45]",1,2
94,21,0.0,[],[],0,0
25,63,1.297376275062561,[0.155],"[0.418, 4.761]",1,2
75,38,0.5633916854858398,[5.107],[2.848],1,1
33,96,0.0,[],[],0,0
53,23,5.919281005859375,[0.498],"[0.264, 1.819]",1,2
91,40,5.4515380859375,[0.662],"[0.844, 3.051]",1,2
90,44,0.0,[],[],0,0
21,53,2.1352791786193848,[1.507],"[1.328, 6.115]",1,2
4,38,0.8433592319488525,[2.329],"[2.295, 9.493]",1,2
24,24,2.8250420093536377,[],[],0,0
55,3,1.0441429615020752,[1.24],"[1.194, 9.664]",1,2
73,65,2.0225300788879395,[0.38],"[0.487, 4.622]",1,2
25,57,1.6089050769805908,[0.169],"[0.621, 3.607]",1,2
74,49,0.9692553281784058,[3.007],"[1.37, 7.706]",1,2
22,67,0.0,[],[],0,0
46,19,1.4274158477783203,[],[],0,0
65,98,0.0,[],[],0,0
64,95,3.1064250469207764,[0.443],"[0.364, 2.001]",1,2
91,19,5.663956165313721,[0.534],"[0.523, 2.181]",1,2
54,46,0.6537286639213562,[3.346],[1.775],1,1
63,31,0.0,[],[],0,0
95,86,0.0,[],[],0,0
97,56,2.911808490753174,[0.599],"[0.291, 2.68]",1,2
84,65,2.810382843017578,[0.517],"[0.574, 3.898]",1,2
24,99,2.3882498741149902,[0.876],"[1.107, 2.589]",1,2
91,37,4.656800746917725,[0.665],"[0.716, 2.987]",1,2
91,20,3.7889316082000732,[0.555],"[0.359, 3.18]",1,2
29,31,0.0,[],[],0,0
54,76,0.0,[],[],0,0
28,95,4.775590896606445,[0.58],"[0.235, 2.088]",1,2
52,24,3.730898380279541,[0.462],"[0.288, 1.85]",1,2
98,36,2.4845094680786133,[0.395],"[0.411, 3.868]",1,2
42,21,0.0,[],[],0,0
23,7,3.0190505981445312,[1.062],"[0.612, 3.159]",1,2
10,61,0.7566919922828674,[2.748],"[2.079, 8.081]",1,2
77,30,5.705546855926514,[0.702],"[0.712, 2.59]",1,2
2,33,3.558440923690796,[0.485],"[0.396, 3.06]",1,2
33,36,0.6505939960479736,[0.916],"[0.635, 9.486]",1,2
52,61,1.3128315210342407,[0.133],"[0.532, 4.742]",1,2
97,38,1.4154984951019287,[4.024],[0.982],1,1
40,56,5.401227951049805,[0.526],"[0.3, 2.018]",1,2
88,10,3.3092117309570312,[0.718],"[0.232, 2.261]",1,2
67,87,1.763670802116394,[0.607],"[0.368, 4.941]",1,2
38,27,1.750484824180603,[0.447],"[0.778, 5.233]",1,2
33,78,0.0,[],[],0,0
61,40,0.0,[],[],0,0
15,23,5.233471870422363,[0.533],"[0.259, 1.939]",1,2
2,4,5.4509077072143555,[0.561],"[0.227, 2.006]",1,2
99,73,0.0,[],[],0,0
87,40,0.0,[],[],0,0
65,50,2.019946813583374,[0.65],"[0.371, 3.555]",1,2
47,41,4.213055610656738,[0.549],"[0.371, 2.615]",1,2
7,73,0.0,[],[],0,0
8,74,6.018288612365723,[0.585],"[0.206, 1.844]",1,2
58,68,1.436242699623108,[1.731],"[1.749, 9.86]",1,2
51,33,5.461093902587891,[0.588],"[0.347, 2.364]",1,2
9,55,0.0,[],[],0,0
48,88,0.0,[],[],0,0
6,3,1.2804006338119507,[1.023],"[1.137, 7.417]",1,2
75,33,0.0,[],[],0,0
1,41,3.3808460235595703,[0.529],"[0.285, 2.954]",1,2
77,2,6.0016093254089355,[0.673],"[0.84, 2.8]",1,2
5,11,3.5295987129211426,[],"[0.947, 7.739]",0,2
93,33,2.508510112762451,[0.553],"[0.385, 4.18]",1,2
24,67,0.0,[],[],0,0
81,74,4.415107727050781,[0.696],"[0.291, 1.893]",1,2
79,92,1.7804536819458008,[0.981],"[0.385, 4.493]",1,2
77,1,5.530172824859619,[0.62],"[0.755, 2.694]",1,2
25,36,0.6562556028366089,[],"[0.799, 9.635]",0,2
31,67,2.713514804840088,[0.42],"[0.782, 4.362]",1,2
