d1,d2,lower_bound,upper_bound,midpoint,swap_zone_width,failure_reason
99,17,,,,,no_o1_crossover
97,22,,,,,no_o2_crossover_in_bounds
22,5,,,,,no_o1_crossover
88,23,0.0,0.352,0.176,0.352,
88,75,0.0,0.319,0.1595,0.319,
36,7,0.0,0.394,0.197,0.394,
37,21,1.614,7.066,4.34,5.452,
20,94,,,,,no_o1_crossover
10,46,,,,,no_o1_crossover
28,14,0.0,0.684,0.342,0.684,
98,62,0.0,0.196,0.098,0.196,
99,39,,,,,no_o1_crossover
9,53,,,,,no_o1_crossover
10,17,,,,,no_o1_crossover
81,34,2.422,9.539,5.9805,7.116999999999999,
1,13,,,,,no_o2_crossover_in_bounds
92,3,,,,,no_o1_crossover
61,57,,,,,no_o1_crossover
69,77,1.513,10.0,5.7565,8.487,
62,30,,,,,no_o1_crossover
46,74,0.0,0.343,0.1715,0.343,
84,0,1.737,10.0,5.8685,8.263,
34,66,,,,,no_o2_crossover_in_bounds
77,90,0.0,0.333,0.1665,0.333,
19,48,2.334,8.256,5.295,5.922000000000001,
59,30,1.442,7.365,4.4035,5.923,
46,72,,,,,no_o2_crossover_in_bounds
20,77,,,,,no_o1_crossover
32,47,1.533,10.0,5.7665,8.467,
3,82,,,,,no_o1_crossover
51,27,0.0,0.303,0.1515,0.303,
56,49,1.841,10.0,5.9205,8.159,
23,13,,,,,no_o1_crossover
28,57,,,,,no_o2_crossover_in_bounds
39,88,,,,,no_o1_crossover
79,80,,,,,no_o1_crossover
82,73,1.495,10.0,5.7475000000000005,8.504999999999999,
16,73,4.397,9.797,7.097,5.4,
8,3,,,,,no_o2_crossover_in_bounds
14,98,1.762,9.031,5.3965000000000005,7.269,
51,31,0.0,0.706,0.353,0.706,
79,4,,,,,no_o2_crossover_in_bounds
66,38,0.0,0.746,0.373,0.746,
20,34,,,,,no_o1_crossover
31,19,,,,,no_o2_crossover_in_bounds
9,67,1.831,10.0,5.9155,8.169,
39,9,,,,,no_o1_crossover
9,33,,,,,no_o1_crossover
22,51,,,,,no_o1_crossover
66,0,2.069,7.265,4.667,5.196,
82,83,,,,,no_o2_crossover_in_bounds
61,1,,,,,no_o1_crossover
78,66,,,,,no_o2_crossover_in_bounds
3,18,2.067,8.302,5.1845,6.234999999999999,
7,61,2.415,10.0,6.2075,7.585,
93,51,2.172,10.0,6.086,7.827999999999999,
45,28,,,,,no_o1_crossover
38,38,,,,,no_o1_crossover
48,87,,,,,no_o1_crossover
31,65,,,,,no_o2_crossover_in_bounds
4,81,2.754,9.626,6.1899999999999995,6.872,
22,20,,,,,no_o1_crossover
93,27,0.0,0.356,0.178,0.356,
14,93,2.121,9.288,5.7045,7.167,
13,93,,,,,no_o2_crossover_in_bounds
32,80,0.0,0.324,0.162,0.324,
39,81,0.0,0.746,0.373,0.746,
22,39,,,,,no_o1_crossover
89,28,1.341,9.175,5.258,7.8340000000000005,
38,56,0.0,0.451,0.2255,0.451,
35,96,,,,,no_o1_crossover
1,69,3.649,7.965,5.807,4.316,
7,35,,,,,no_o1_crossover
21,76,,,,,no_o2_crossover_in_bounds
2,73,0.0,0.712,0.356,0.712,
33,85,,,,,no_o1_crossover
52,42,,,,,no_o1_crossover
85,69,,,,,no_o1_crossover
11,97,,,,,no_o2_crossover_in_bounds
31,16,,,,,no_o2_crossover_in_bounds
44,55,,,,,no_o2_crossover_in_bounds
15,65,0.0,0.353,0.1765,0.353,
34,55,0.0,0.599,0.2995,0.599,
2,48,0.0,0.417,0.2085,0.417,
43,63,1.229,8.433,4.8309999999999995,7.204,
85,18,,,,,no_o1_crossover
4,13,,,,,no_o1_crossover
46,26,,,,,no_o1_crossover
87,52,,,,,no_o1_crossover
6,8,1.722,7.343,4.5325,5.621,
20,83,,,,,no_o1_crossover
7,5,,,,,no_o1_crossover
30,12,0.0,0.429,0.2145,0.429,
88,16,,,,,no_o1_crossover
1,39,,,,,no_o2_crossover_in_bounds
30,82,3.633,7.064,5.3485,3.431,
74,60,,,,,no_o1_crossover
0,74,0.0,0.175,0.0875,0.175,
52,16,,,,,no_o1_crossover
51,63,0.0,0.285,0.1425,0.285,
74,43,2.831,6.573,4.702,3.7420000000000004,
80,8,,,,,no_o1_crossover
57,75,0.0,0.534,0.267,0.534,
4,50,2.385,10.0,6.1925,7.615,
69,8,1.231,10.0,5.6155,8.769,
76,59,,,,,no_o1_crossover
59,46,0.0,0.421,0.2105,0.421,
80,51,,,,,no_o1_crossover
70,32,,,,,no_o2_crossover_in_bounds
78,20,0.0,0.362,0.181,0.362,
50,10,0.0,0.479,0.2395,0.479,
4,62,,,,,no_o2_crossover_in_bounds
10,34,,,,,no_o1_crossover
88,19,,,,,no_o2_crossover_in_bounds
34,21,,,,,no_o2_crossover_in_bounds
38,66,1.88,7.039,4.4595,5.159,
0,52,0.0,0.329,0.1645,0.329,
55,57,,,,,no_o2_crossover_in_bounds
74,52,,,,,no_o1_crossover
50,31,,,,,no_o1_crossover
14,91,,,,,no_o2_crossover_in_bounds
30,35,,,,,no_o2_crossover_in_bounds
47,25,0.0,0.423,0.2115,0.423,
32,97,,,,,no_o2_crossover_in_bounds
93,7,0.0,0.275,0.1375,0.275,
89,38,,,,,no_o2_crossover_in_bounds
57,72,0.0,0.816,0.408,0.816,
61,74,0.0,0.392,0.196,0.392,
94,7,0.0,0.215,0.1075,0.215,
0,97,,,,,no_o2_crossover_in_bounds
41,20,,,,,no_o1_crossover
39,12,,,,,no_o2_crossover_in_bounds
0,21,,,,,no_o2_crossover_in_bounds
33,71,,,,,no_o1_crossover
28,45,0.0,0.265,0.1325,0.265,
27,34,,,,,no_o1_crossover
21,97,,,,,no_o2_crossover_in_bounds
50,51,,,,,no_o1_crossover
8,22,0.0,0.335,0.1675,0.335,
33,39,,,,,no_o1_crossover
50,37,,,,,no_o1_crossover
45,41,,,,,no_o2_crossover_in_bounds
90,63,,,,,no_o2_crossover_in_bounds
49,58,,,,,no_o1_crossover
24,72,1.825,10.0,5.9125,8.175,
0,77,1.701,10.0,5.8505,8.299,
27,91,,,,,no_o1_crossover
6,85,,,,,no_o2_crossover_in_bounds
90,10,0.0,0.335,0.1675,0.335,
30,83,,,,,no_o2_crossover_in_bounds
24,18,,,,,no_o1_crossover
67,53,1.883,8.539,5.211,6.656,
77,39,0.0,0.496,0.248,0.496,
34,77,1.576,10.0,5.788,8.424,
81,84,2.247,9.341,5.794,7.093999999999999,
36,57,,,,,no_o2_crossover_in_bounds
66,66,,,,,no_o1_crossover
56,31,,,,,no_o1_crossover
48,33,,,,,no_o1_crossover
3,77,1.835,8.292,5.0634999999999994,6.457,
28,5,1.601,6.844,4.2225,5.243,
11,24,0.0,0.227,0.1135,0.227,
73,35,,,,,no_o2_crossover_in_bounds
87,29,,,,,no_o2_crossover_in_bounds
5,4,0.0,0.242,0.121,0.242,
88,4,0.0,0.401,0.2005,0.401,
90,55,,,,,no_o1_crossover
49,67,,,,,no_o2_crossover_in_bounds
70,16,,,,,no_o2_crossover_in_bounds
24,81,,,,,no_o2_crossover_in_bounds
27,69,,,,,no_o1_crossover
17,85,,,,,no_o2_crossover_in_bounds
56,26,2.041,10.0,6.0205,7.959,
65,51,,,,,no_o1_crossover
27,95,0.0,0.316,0.158,0.316,
50,87,,,,,no_o2_crossover_in_bounds
14,62,0.0,0.239,0.1195,0.239,
10,73,,,,,no_o1_crossover
65,18,,,,,no_o1_crossover
95,81,,,,,no_o2_crossover_in_bounds
85,39,,,,,no_o1_crossover
54,38,,,,,no_o2_crossover_in_bounds
21,40,1.707,10.0,5.8535,8.293,
54,61,2.519,6.742,4.6305,4.223,
67,64,,,,,no_o2_crossover_in_bounds
47,72,0.0,0.49,0.245,0.49,
70,15,,,,,no_o2_crossover_in_bounds
20,39,,,,,no_o1_crossover
41,81,,,,,no_o2_crossover_in_bounds
33,59,,,,,no_o1_crossover
16,32,0.0,1.023,0.5115,1.023,
89,4,0.0,0.317,0.1585,0.317,
35,69,,,,,no_o2_crossover_in_bounds
20,43,,,,,no_o1_crossover
44,54,0.0,0.21,0.105,0.21,
32,74,0.0,0.196,0.098,0.196,
74,66,,,,,no_o1_crossover
37,3,1.636,6.272,3.954,4.636,
57,1,,,,,no_o1_crossover
39,92,,,,,no_o2_crossover_in_bounds
3,59,,,,,no_o2_crossover_in_bounds
1,20,,,,,no_o2_crossover_in_bounds
32,96,,,,,no_o2_crossover_in_bounds
76,78,1.447,7.438,4.4425,5.991,
10,64,,,,,no_o1_crossover
50,49,1.083,10.0,5.5415,8.917,
29,2,,,,,no_o1_crossover
10,70,,,,,no_o1_crossover
71,18,1.057,5.895,3.476,4.837999999999999,
30,13,,,,,no_o2_crossover_in_bounds
49,94,,,,,no_o1_crossover
1,3,,,,,no_o2_crossover_in_bounds
45,76,,,,,no_o1_crossover
87,44,,,,,no_o1_crossover
98,83,,,,,no_o2_crossover_in_bounds
57,16,,,,,no_o1_crossover
96,81,1.447,9.344,5.3955,7.896999999999999,
49,3,,,,,no_o1_crossover
58,80,0.0,0.251,0.1255,0.251,
29,33,,,,,no_o1_crossover
59,34,1.843,7.824,4.8335,5.981,
94,57,,,,,no_o2_crossover_in_bounds
54,72,1.238,10.0,5.619,8.762,
78,30,,,,,no_o2_crossover_in_bounds
64,74,0.0,0.305,0.1525,0.305,
29,38,,,,,no_o1_crossover
75,27,,,,,no_o1_crossover
72,88,1.828,10.0,5.914,8.172,
40,31,0.0,0.897,0.4485,0.897,
55,71,2.046,8.833,5.4395,6.787000000000001,
25,94,,,,,no_o1_crossover
48,28,,,,,no_o1_crossover
55,73,,,,,no_o2_crossover_in_bounds
44,2,2.51,10.0,6.255,7.49,
35,74,0.0,0.19,0.095,0.19,
99,22,1.099,10.0,5.5495,8.901,
18,48,0.0,0.307,0.1535,0.307,
23,98,,,,,no_o1_crossover
21,52,0.0,0.303,0.1515,0.303,
21,57,,,,,no_o2_crossover_in_bounds
12,92,0.0,0.547,0.2735,0.547,
2,59,,,,,no_o2_crossover_in_bounds
24,21,,,,,no_o1_crossover
96,74,0.0,0.259,0.1295,0.259,
64,6,,,,,no_o1_crossover
76,50,0.0,0.299,0.1495,0.299,
66,85,,,,,no_o2_crossover_in_bounds
69,66,,,,,no_o2_crossover_in_bounds
69,6,,,,,no_o2_crossover_in_bounds
98,54,0.0,0.204,0.102,0.204,
33,82,,,,,no_o1_crossover
95,80,1.942,10.0,5.971,8.058,
93,79,0.0,0.395,0.1975,0.395,
55,44,,,,,no_o1_crossover
31,85,0.0,0.367,0.1835,0.367,
24,96,,,,,no_o1_crossover
40,90,,,,,no_o2_crossover_in_bounds
26,36,,,,,no_o2_crossover_in_bounds
73,72,0.0,0.425,0.2125,0.425,
92,38,2.336,9.693,6.0145,7.356999999999999,
24,11,,,,,no_o1_crossover
77,66,,,,,no_o2_crossover_in_bounds
18,26,0.0,0.224,0.112,0.224,
68,94,,,,,no_o2_crossover_in_bounds
77,92,0.0,0.31,0.155,0.31,
6,97,,,,,no_o2_crossover_in_bounds
34,95,0.0,0.252,0.126,0.252,
28,28,,,,,no_o1_crossover
33,19,,,,,no_o2_crossover_in_bounds
73,52,,,,,no_o2_crossover_in_bounds
18,72,0.0,0.473,0.2365,0.473,
6,56,0.0,0.324,0.162,0.324,
91,53,,,,,no_o1_crossover
32,2,1.354,10.0,5.677,8.646,
84,78,,,,,no_o2_crossover
83,29,0.0,0.181,0.0905,0.181,
34,2,,,,,no_o2_crossover_in_bounds
74,55,,,,,no_o1_crossover
51,7,0.0,0.23,0.115,0.23,
9,76,,,,,no_o1_crossover
72,21,2.11,6.771,4.4405,4.661,
42,63,0.0,0.271,0.1355,0.271,
34,65,,,,,no_o2_crossover_in_bounds
86,29,0.0,0.172,0.086,0.172,
80,60,,,,,no_o1_crossover
78,51,2.21,10.0,6.105,7.79,
95,34,,,,,no_o1_crossover
47,0,,,,,no_o1_crossover
99,66,,,,,no_o1_crossover
59,47,1.788,7.588,4.688,5.8,
38,59,2.117,7.385,4.7509999999999994,5.268,
53,50,0.0,0.253,0.1265,0.253,
71,87,0.0,0.389,0.1945,0.389,
66,81,,,,,no_o2_crossover_in_bounds
14,34,1.875,7.991,4.933,6.116,
2,37,,,,,no_o2_crossover_in_bounds
52,82,,,,,no_o1_crossover
95,68,,,,,no_o1_crossover
74,84,,,,,no_o1_crossover
83,9,,,,,no_o1_crossover
96,95,0.0,0.323,0.1615,0.323,
60,55,,,,,no_o2_crossover_in_bounds
11,43,0.0,0.329,0.1645,0.329,
17,36,,,,,no_o2_crossover_in_bounds
85,56,0.0,0.296,0.148,0.296,
31,76,,,,,no_o2_crossover_in_bounds
57,81,,,,,no_o2_crossover_in_bounds
57,95,,,,,no_o2_crossover_in_bounds
30,69,1.499,10.0,5.7495,8.501,
90,1,,,,,no_o1_crossover
37,38,,,,,no_o2_crossover_in_bounds
73,36,0.0,0.328,0.164,0.328,
55,12,0.0,0.37,0.185,0.37,
34,79,0.0,0.379,0.1895,0.379,
96,99,0.0,0.34,0.17,0.34,
85,66,,,,,no_o1_crossover
51,4,0.0,0.296,0.148,0.296,
14,30,1.735,7.622,4.6785,5.887,
40,86,1.411,10.0,5.7055,8.589,
73,33,,,,,no_o2_crossover_in_bounds
51,92,0.0,0.273,0.1365,0.273,
13,1,,,,,no_o2_crossover_in_bounds
60,21,,,,,no_o2_crossover_in_bounds
62,81,,,,,no_o2_crossover_in_bounds
66,30,,,,,no_o1_crossover
24,76,,,,,no_o1_crossover
98,68,1.711,10.0,5.8555,8.289,
29,29,,,,,no_o1_crossover
22,81,2.358,9.228,5.793,6.869999999999999,
0,0,,,,,no_o1_crossover
99,4,0.998,10.0,5.499,9.002,
60,78,,,,,no_o2_crossover_in_bounds
2,46,0.0,0.28,0.14,0.28,
19,82,,,,,no_o2_crossover_in_bounds
38,55,2.053,7.907,4.98,5.854,
3,58,,,,,no_o1_crossover
4,49,1.525,10.0,5.7625,8.475,
33,50,,,,,no_o2_crossover_in_bounds
40,99,0.0,0.267,0.1335,0.267,
75,31,,,,,no_o1_crossover
79,56,,,,,no_o2_crossover_in_bounds
21,91,1.732,7.356,4.544,5.624,
61,52,,,,,no_o1_crossover
30,97,,,,,no_o2_crossover_in_bounds
71,71,,,,,no_o1_crossover
48,64,,,,,no_o1_crossover
83,49,,,,,no_o2_crossover_in_bounds
41,64,,,,,no_o1_crossover
11,5,,,,,no_o2_crossover_in_bounds
46,69,,,,,no_o1_crossover
88,85,,,,,no_o1_crossover
87,32,,,,,no_o1_crossover
95,19,2.502,10.0,6.2509999999999994,7.498,
78,92,0.0,0.371,0.1855,0.371,
77,91,,,,,no_o2_crossover_in_bounds
1,24,0.0,0.213,0.1065,0.213,
23,32,,,,,no_o1_crossover
78,74,0.0,0.179,0.0895,0.179,
88,18,,,,,no_o1_crossover
43,21,,,,,no_o1_crossover
34,1,,,,,no_o2_crossover_in_bounds
78,4,0.0,0.34,0.17,0.34,
7,25,,,,,no_o1_crossover
14,12,0.0,0.391,0.1955,0.391,
94,66,,,,,no_o1_crossover
53,93,,,,,no_o2_crossover_in_bounds
87,61,,,,,no_o2_crossover_in_bounds
70,20,0.0,0.458,0.229,0.458,
14,54,0.0,0.213,0.1065,0.213,
60,62,0.0,0.227,0.1135,0.227,
98,29,0.0,0.212,0.106,0.212,
93,0,1.603,10.0,5.8015,8.397,
79,27,,,,,no_o1_crossover
78,89,,,,,no_o2_crossover_in_bounds
70,12,0.0,0.494,0.247,0.494,
72,95,,,,,no_o2_crossover_in_bounds
29,4,1.249,10.0,5.6245,8.751,
12,26,0.0,0.521,0.2605,0.521,
81,95,0.0,0.34,0.17,0.34,
56,1,,,,,no_o1_crossover
43,81,1.763,9.187,5.475,7.4239999999999995,
81,80,,,,,no_o2_crossover_in_bounds
51,44,0.0,0.373,0.1865,0.373,
22,13,,,,,no_o1_crossover
21,11,1.167,10.0,5.5835,8.833,
78,24,0.0,0.172,0.086,0.172,
48,50,,,,,no_o2_crossover_in_bounds
43,40,,,,,no_o1_crossover
75,89,,,,,no_o1_crossover
22,43,2.076,10.0,6.038,7.9239999999999995,
34,19,0.0,0.543,0.2715,0.543,
44,96,,,,,no_o1_crossover
0,32,,,,,no_o2_crossover_in_bounds
25,61,,,,,no_o2_crossover_in_bounds
34,37,0.0,0.719,0.3595,0.719,
59,18,2.019,9.323,5.671,7.304,
18,51,2.432,10.0,6.216,7.568,
59,96,,,,,no_o2_crossover_in_bounds
29,22,2.176,10.0,6.088,7.824,
80,47,,,,,no_o1_crossover
59,3,2.16,8.827,5.4935,6.667,
7,96,,,,,no_o1_crossover
69,53,1.175,10.0,5.5875,8.825,
48,21,,,,,no_o1_crossover
70,63,0.0,0.402,0.201,0.402,
4,5,,,,,no_o1_crossover
91,67,0.0,0.583,0.2915,0.583,
49,90,1.442,9.394,5.418,7.952,
85,74,0.0,0.172,0.086,0.172,
50,68,,,,,no_o1_crossover
57,29,,,,,no_o2_crossover_in_bounds
84,89,0.0,0.608,0.304,0.608,
80,38,,,,,no_o2_crossover_in_bounds
90,59,,,,,no_o1_crossover
41,16,,,,,no_o1_crossover
84,44,0.0,0.596,0.298,0.596,
8,81,,,,,no_o2_crossover_in_bounds
67,41,0.0,0.281,0.1405,0.281,
74,42,,,,,no_o1_crossover
44,29,0.0,0.22,0.11,0.22,
14,20,0.0,0.355,0.1775,0.355,
75,5,,,,,no_o1_crossover
24,52,,,,,no_o1_crossover
72,50,1.867,10.0,5.9335,8.133,
45,8,,,,,no_o1_crossover
47,37,,,,,no_o2_crossover_in_bounds
59,75,0.0,0.286,0.143,0.286,
14,68,1.923,8.73,5.3265,6.807,
95,63,3.499,8.134,5.8165000000000004,4.635,
29,13,,,,,no_o1_crossover
26,57,,,,,no_o1_crossover
50,56,,,,,no_o2_crossover_in_bounds
31,82,,,,,no_o2_crossover_in_bounds
14,65,0.0,0.528,0.264,0.528,
8,42,0.0,0.428,0.214,0.428,
60,43,0.0,0.324,0.162,0.324,
60,70,3.431,10.0,6.7155000000000005,6.569,
97,53,,,,,no_o2_crossover_in_bounds
12,81,1.226,7.857,4.5415,6.631,
22,24,,,,,no_o2_crossover_in_bounds
55,51,,,,,no_o2_crossover_in_bounds
27,77,,,,,no_o1_crossover
45,7,0.0,0.438,0.219,0.438,
39,31,,,,,no_o2_crossover_in_bounds
43,93,,,,,no_o1_crossover
25,96,,,,,no_o1_crossover
75,62,2.657,10.0,6.3285,7.343,
23,20,,,,,no_o1_crossover
83,66,,,,,no_o1_crossover
3,39,,,,,no_o2_crossover_in_bounds
68,2,,,,,no_o2_crossover_in_bounds
58,20,,,,,no_o2_crossover_in_bounds
30,36,,,,,no_o2_crossover_in_bounds
46,43,,,,,no_o1_crossover
88,32,,,,,no_o1_crossover
36,86,,,,,no_o1_crossover
26,88,,,,,no_o1_crossover
50,97,,,,,no_o1_crossover
76,5,1.51,9.095,5.3025,7.585000000000001,
7,71,,,,,no_o1_crossover
56,25,,,,,no_o1_crossover
71,59,0.0,0.56,0.28,0.56,
23,36,,,,,no_o2_crossover_in_bounds
59,90,0.0,0.454,0.227,0.454,
41,96,,,,,no_o1_crossover
5,25,0.0,0.278,0.139,0.278,
43,83,,,,,no_o1_crossover
34,59,,,,,no_o2_crossover_in_bounds
49,99,0.0,0.538,0.269,0.538,
75,75,,,,,no_o1_crossover
40,5,,,,,no_o2_crossover_in_bounds
13,84,,,,,no_o2_crossover_in_bounds
76,91,,,,,no_o2_crossover_in_bounds
96,31,,,,,no_o1_crossover
64,86,,,,,no_o1_crossover
30,58,,,,,no_o1_crossover
73,25,,,,,no_o2_crossover_in_bounds
75,79,,,,,no_o1_crossover
72,78,2.121,10.0,6.0605,7.879,
59,53,2.182,8.559,5.3705,6.376999999999999,
51,39,0.0,0.549,0.2745,0.549,
69,12,0.0,0.448,0.224,0.448,
37,34,1.936,6.64,4.288,4.704,
66,91,1.484,6.595,4.0395,5.111,
71,49,0.0,0.403,0.2015,0.403,
55,54,0.0,0.208,0.104,0.208,
77,29,0.0,0.179,0.0895,0.179,
65,44,,,,,no_o1_crossover
31,52,0.0,0.252,0.126,0.252,
8,50,0.0,0.321,0.1605,0.321,
79,63,,,,,no_o1_crossover
86,32,0.0,0.755,0.3775,0.755,
26,62,0.0,0.531,0.2655,0.531,
25,30,,,,,no_o1_crossover
2,92,0.0,0.3,0.15,0.3,
44,89,,,,,no_o2_crossover_in_bounds
90,51,,,,,no_o1_crossover
30,22,0.0,0.349,0.1745,0.349,
39,77,,,,,no_o2_crossover_in_bounds
61,30,,,,,no_o1_crossover
70,4,0.0,0.381,0.1905,0.381,
12,55,,,,,no_o1_crossover
25,65,,,,,no_o1_crossover
22,30,,,,,no_o2_crossover_in_bounds
83,19,,,,,no_o2_crossover_in_bounds
64,64,,,,,no_o1_crossover
8,96,0.0,0.47,0.235,0.47,
71,3,,,,,no_o2_crossover_in_bounds
27,32,,,,,no_o1_crossover
60,52,,,,,no_o2_crossover_in_bounds
60,59,,,,,no_o1_crossover
28,96,0.0,0.385,0.1925,0.385,
81,85,,,,,no_o2_crossover_in_bounds
44,33,0.0,0.433,0.2165,0.433,
12,57,,,,,no_o2_crossover_in_bounds
75,16,,,,,no_o1_crossover
98,17,,,,,no_o2_crossover_in_bounds
42,46,0.0,0.166,0.083,0.166,
96,63,,,,,no_o1_crossover
18,19,0.0,0.543,0.2715,0.543,
51,74,0.0,0.194,0.097,0.194,
55,7,0.0,0.195,0.0975,0.195,
63,99,0.0,0.521,0.2605,0.521,
81,24,0.0,0.341,0.1705,0.341,
55,75,0.0,0.256,0.128,0.256,
31,4,0.0,0.271,0.1355,0.271,
65,97,,,,,no_o1_crossover
92,57,,,,,no_o1_crossover
51,96,0.0,0.262,0.131,0.262,
22,94,,,,,no_o1_crossover
47,35,0.0,0.519,0.2595,0.519,
30,75,0.0,0.253,0.1265,0.253,
85,94,,,,,no_o1_crossover
74,91,,,,,no_o1_crossover
52,21,,,,,no_o1_crossover
43,55,,,,,no_o1_crossover
45,2,,,,,no_o1_crossover
2,93,,,,,no_o2_crossover_in_bounds
34,16,,,,,no_o2_crossover_in_bounds
89,72,0.0,0.563,0.2815,0.563,
70,47,,,,,no_o2_crossover_in_bounds
80,49,0.555,10.0,5.2775,9.445,
94,95,0.0,0.228,0.114,0.228,
6,51,,,,,no_o2_crossover_in_bounds
38,95,0.0,0.366,0.183,0.366,
9,44,,,,,no_o1_crossover
68,63,0.0,0.309,0.1545,0.309,
77,65,0.0,0.437,0.2185,0.437,
63,52,,,,,no_o1_crossover
86,9,0.0,0.412,0.206,0.412,
74,3,,,,,no_o1_crossover
10,78,,,,,no_o1_crossover
33,25,,,,,no_o1_crossover
60,35,,,,,no_o1_crossover
53,99,0.0,0.228,0.114,0.228,
58,8,1.546,8.341,4.943499999999999,6.794999999999999,
58,60,0.0,0.84,0.42,0.84,
64,16,,,,,no_o1_crossover
62,67,,,,,no_o1_crossover
84,41,0.0,0.318,0.159,0.318,
21,22,0.0,0.273,0.1365,0.273,
90,60,,,,,no_o1_crossover
4,65,,,,,no_o1_crossover
53,75,0.0,0.22,0.11,0.22,
97,98,,,,,no_o2_crossover_in_bounds
43,35,,,,,no_o1_crossover
89,71,1.89,8.477,5.1835,6.587000000000001,
45,77,,,,,no_o1_crossover
76,38,,,,,no_o2_crossover_in_bounds
29,40,,,,,no_o1_crossover
22,1,,,,,no_o1_crossover
87,78,,,,,no_o1_crossover
20,72,,,,,no_o2_crossover_in_bounds
99,72,1.262,10.0,5.631,8.738,
37,88,,,,,no_o2_crossover_in_bounds
74,71,,,,,no_o1_crossover
31,38,,,,,no_o2_crossover_in_bounds
34,94,0.0,0.519,0.2595,0.519,
64,85,,,,,no_o1_crossover
56,35,,,,,no_o1_crossover
1,52,0.0,0.34,0.17,0.34,
7,77,,,,,no_o1_crossover
89,66,1.644,8.991,5.3175,7.3469999999999995,
40,97,0.0,0.551,0.2755,0.551,
10,83,,,,,no_o1_crossover
40,0,,,,,no_o1_crossover
93,49,0.0,0.406,0.203,0.406,
82,21,,,,,no_o1_crossover
84,99,0.0,0.246,0.123,0.246,
81,1,1.937,9.581,5.7589999999999995,7.643999999999999,
54,13,,,,,no_o1_crossover
86,17,,,,,no_o2_crossover_in_bounds
27,2,,,,,no_o1_crossover
82,38,,,,,no_o2_crossover_in_bounds
46,64,,,,,no_o1_crossover
94,34,,,,,no_o1_crossover
71,30,,,,,no_o2_crossover_in_bounds
63,63,,,,,no_o1_crossover
77,3,,,,,no_o2_crossover_in_bounds
62,40,,,,,no_o1_crossover
99,57,1.286,10.0,5.643,8.714,
54,51,,,,,no_o1_crossover
4,28,,,,,no_o1_crossover
37,14,,,,,no_o1_crossover
88,20,,,,,no_o1_crossover
17,23,0.0,0.3,0.15,0.3,
47,43,0.0,0.322,0.161,0.322,
71,42,0.0,0.472,0.236,0.472,
1,71,1.459,10.0,5.7295,8.541,
69,98,,,,,no_o2_crossover_in_bounds
65,74,0.0,0.249,0.1245,0.249,
37,47,1.562,10.0,5.781,8.438,
81,69,2.005,9.739,5.872,7.734000000000001,
78,0,2.087,7.247,4.667,5.16,
65,38,1.584,7.578,4.581,5.994,
21,30,,,,,no_o2_crossover_in_bounds
35,95,0.0,0.225,0.1125,0.225,
30,96,,,,,no_o2_crossover_in_bounds
18,4,0.0,0.279,0.1395,0.279,
75,17,,,,,no_o1_crossover
27,90,0.0,0.59,0.295,0.59,
13,43,0.0,0.25,0.125,0.25,
0,65,,,,,no_o2_crossover_in_bounds
32,25,0.0,0.395,0.1975,0.395,
1,97,,,,,no_o2_crossover_in_bounds
52,52,,,,,no_o1_crossover
92,72,,,,,no_o2_crossover_in_bounds
49,16,,,,,no_o1_crossover
52,99,0.0,0.341,0.1705,0.341,
28,32,,,,,no_o1_crossover
31,42,,,,,no_o2_crossover_in_bounds
22,3,,,,,no_o1_crossover
12,22,0.0,0.454,0.227,0.454,
9,18,,,,,no_o1_crossover
16,31,1.187,7.023,4.1049999999999995,5.835999999999999,
38,14,1.599,6.957,4.278,5.358,
69,30,,,,,no_o2_crossover_in_bounds
87,88,,,,,no_o1_crossover
87,48,,,,,no_o1_crossover
72,83,1.958,10.0,5.979,8.042,
85,55,,,,,no_o1_crossover
92,28,,,,,no_o1_crossover
54,6,,,,,no_o1_crossover
53,42,,,,,no_o2_crossover_in_bounds
69,42,0.0,0.478,0.239,0.478,
93,87,0.0,0.401,0.2005,0.401,
0,13,,,,,no_o2_crossover_in_bounds
98,70,2.006,10.0,6.003,7.994,
40,84,,,,,no_o2_crossover_in_bounds
2,78,,,,,no_o2_crossover_in_bounds
20,93,,,,,no_o1_crossover
23,97,,,,,no_o1_crossover
79,66,,,,,no_o1_crossover
7,40,,,,,no_o1_crossover
33,24,0.0,0.351,0.1755,0.351,
54,81,,,,,no_o2_crossover_in_bounds
64,97,,,,,no_o1_crossover
34,89,,,,,no_o2_crossover_in_bounds
71,36,0.0,0.36,0.18,0.36,
86,93,,,,,no_o2_crossover_in_bounds
18,97,,,,,no_o2_crossover_in_bounds
69,38,0.0,0.738,0.369,0.738,
41,12,,,,,no_o2_crossover_in_bounds
91,38,,,,,no_o2_crossover_in_bounds
79,99,0.0,0.315,0.1575,0.315,
87,16,,,,,no_o1_crossover
38,70,2.283,10.0,6.1415,7.7170000000000005,
15,17,,,,,no_o2_crossover_in_bounds
25,59,,,,,no_o1_crossover
51,58,0.0,0.507,0.2535,0.507,
9,45,0.0,0.25,0.125,0.25,
65,82,,,,,no_o1_crossover
20,48,,,,,no_o1_crossover
84,83,0.0,0.429,0.2145,0.429,
39,20,,,,,no_o2_crossover_in_bounds
7,94,,,,,no_o1_crossover
17,41,0.0,0.35,0.175,0.35,
32,11,1.353,10.0,5.6765,8.647,
56,62,,,,,no_o1_crossover
