d1,d2,lower_bound,upper_bound,midpoint,swap_zone_width,failure_reason
50,48,,,,,no_o1_crossover
6,69,1.883,8.421,5.151999999999999,6.537999999999999,
6,82,1.503,9.017,5.26,7.513999999999999,
73,37,,,,,no_o2_crossover_in_bounds
74,28,,,,,no_o1_crossover
88,58,,,,,no_o1_crossover
34,12,0.0,0.403,0.2015,0.403,
19,98,2.11,9.757,5.9334999999999996,7.647,
94,35,,,,,no_o1_crossover
58,45,0.0,0.267,0.1335,0.267,
30,51,2.181,10.0,6.0905000000000005,7.819,
81,90,,,,,no_o2_crossover_in_bounds
81,86,,,,,no_o2_crossover_in_bounds
44,39,,,,,no_o1_crossover
3,87,0.0,0.3,0.15,0.3,
80,21,,,,,no_o1_crossover
0,67,,,,,no_o2_crossover_in_bounds
91,41,0.0,0.296,0.148,0.296,
75,97,,,,,no_o1_crossover
33,93,,,,,no_o1_crossover
53,2,,,,,no_o1_crossover
74,83,,,,,no_o1_crossover
46,65,,,,,no_o1_crossover
37,1,1.292,6.305,3.7984999999999998,5.013,
39,70,4.804,10.0,7.402,5.196,
84,90,0.0,0.414,0.207,0.414,
83,38,1.149,6.445,3.797,5.296,
63,25,,,,,no_o1_crossover
74,31,,,,,no_o1_crossover
7,33,,,,,no_o2_crossover_in_bounds
26,81,2.004,9.571,5.7875,7.567,
4,74,,,,,no_o2_crossover_in_bounds
89,54,0.0,0.212,0.106,0.212,
62,55,,,,,no_o1_crossover
2,11,0.0,0.824,0.412,0.824,
64,44,,,,,no_o1_crossover
19,41,0.0,0.434,0.217,0.434,
50,39,,,,,no_o1_crossover
63,81,,,,,no_o2_crossover_in_bounds
96,28,,,,,no_o1_crossover
39,40,,,,,no_o2_crossover_in_bounds
57,47,,,,,no_o1_crossover
93,21,,,,,no_o1_crossover
26,75,0.0,0.538,0.269,0.538,
0,37,,,,,no_o2_crossover_in_bounds
98,71,1.644,10.0,5.822,8.356,
73,48,,,,,no_o2_crossover_in_bounds
27,52,,,,,no_o1_crossover
60,63,0.0,0.28,0.14,0.28,
83,75,0.0,0.23,0.115,0.23,
97,44,,,,,no_o1_crossover
45,29,0.0,0.335,0.1675,0.335,
0,55,0.0,0.599,0.2995,0.599,
9,30,,,,,no_o2_crossover_in_bounds
23,35,,,,,no_o1_crossover
62,11,,,,,no_o1_crossover
68,11,0.0,0.855,0.4275,0.855,
19,25,1.502,6.873,4.1875,5.371,
20,33,,,,,no_o1_crossover
65,64,0.0,0.31,0.155,0.31,
23,70,,,,,no_o1_crossover
16,29,0.0,0.221,0.1105,0.221,
16,55,,,,,no_o2_crossover_in_bounds
20,32,,,,,no_o1_crossover
26,1,,,,,no_o1_crossover
51,91,0.0,0.802,0.401,0.802,
67,90,0.0,0.432,0.216,0.432,
70,27,0.0,0.504,0.252,0.504,
61,98,,,,,no_o1_crossover
58,91,2.124,10.0,6.062,7.8759999999999994,
30,66,1.963,10.0,5.9815000000000005,8.036999999999999,
61,99,0.0,0.519,0.2595,0.519,
7,8,,,,,no_o1_crossover
23,54,,,,,no_o1_crossover
63,82,,,,,no_o1_crossover
96,53,,,,,no_o1_crossover
46,82,,,,,no_o1_crossover
29,30,,,,,no_o1_crossover
61,75,,,,,no_o2_crossover_in_bounds
33,54,0.0,0.345,0.1725,0.345,
7,68,,,,,no_o1_crossover
92,46,2.162,7.783,4.9725,5.621,
40,48,0.0,0.376,0.188,0.376,
74,88,,,,,no_o1_crossover
22,74,0.0,0.549,0.2745,0.549,
32,67,,,,,no_o2_crossover_in_bounds
84,60,,,,,no_o2_crossover_in_bounds
73,10,0.0,0.182,0.091,0.182,
81,8,1.87,8.462,5.166,6.592,
49,60,,,,,no_o1_crossover
9,26,0.0,0.298,0.149,0.298,
46,33,,,,,no_o1_crossover
15,29,0.0,0.101,0.0505,0.101,
91,25,0.0,0.331,0.1655,0.331,
90,62,,,,,no_o2_crossover_in_bounds
89,18,,,,,no_o2_crossover_in_bounds
67,15,1.822,9.003,5.4125,7.181,
18,0,,,,,no_o2_crossover_in_bounds
47,55,,,,,no_o2_crossover_in_bounds
35,49,0.0,0.337,0.1685,0.337,
25,11,,,,,no_o1_crossover
10,42,,,,,no_o1_crossover
11,41,0.0,0.313,0.1565,0.313,
89,36,,,,,no_o2_crossover_in_bounds
83,68,,,,,no_o1_crossover
81,29,0.0,0.34,0.17,0.34,
49,10,0.0,0.479,0.2395,0.479,
95,77,,,,,no_o1_crossover
98,81,0.0,0.612,0.306,0.612,
68,31,,,,,no_o2_crossover_in_bounds
19,43,,,,,no_o2_crossover_in_bounds
89,82,1.299,10.0,5.6495,8.701,
54,44,,,,,no_o1_crossover
14,80,0.0,0.321,0.1605,0.321,
94,91,,,,,no_o1_crossover
21,51,2.352,7.254,4.803,4.901999999999999,
75,22,1.684,10.0,5.842,8.316,
47,81,,,,,no_o2_crossover_in_bounds
14,78,1.897,8.079,4.988,6.182,
18,53,0.0,0.851,0.4255,0.851,
82,37,,,,,no_o2_crossover_in_bounds
5,78,,,,,no_o1_crossover
7,31,,,,,no_o1_crossover
3,1,1.829,8.011,4.92,6.1819999999999995,
75,70,,,,,no_o1_crossover
6,63,0.0,0.34,0.17,0.34,
82,67,,,,,no_o2_crossover_in_bounds
16,65,,,,,no_o2_crossover_in_bounds
97,68,,,,,no_o2_crossover_in_bounds
20,42,,,,,no_o1_crossover
14,9,,,,,no_o2_crossover_in_bounds
16,76,,,,,no_o2_crossover_in_bounds
82,20,0.0,0.292,0.146,0.292,
52,31,,,,,no_o1_crossover
61,19,4.679,7.864,6.2715,3.1849999999999996,
10,43,3.46,7.6,5.529999999999999,4.14,
15,4,0.0,0.29,0.145,0.29,
43,78,,,,,no_o1_crossover
61,73,,,,,no_o1_crossover
83,73,,,,,no_o1_crossover
52,69,,,,,no_o1_crossover
72,74,0.0,0.656,0.328,0.656,
79,14,,,,,no_o1_crossover
66,97,,,,,no_o2_crossover_in_bounds
65,76,,,,,no_o1_crossover
50,59,,,,,no_o1_crossover
4,12,,,,,no_o2_crossover_in_bounds
2,89,,,,,no_o2_crossover_in_bounds
7,27,,,,,no_o1_crossover
46,88,,,,,no_o1_crossover
3,3,,,,,no_o1_crossover
33,8,,,,,no_o1_crossover
9,71,,,,,no_o2_crossover_in_bounds
78,86,1.196,10.0,5.598,8.804,
56,38,,,,,no_o2_crossover_in_bounds
70,44,,,,,no_o2_crossover_in_bounds
93,52,,,,,no_o2_crossover_in_bounds
36,82,,,,,no_o1_crossover
1,1,,,,,no_o1_crossover
83,27,,,,,no_o1_crossover
71,21,,,,,no_o2_crossover_in_bounds
82,46,0.0,0.335,0.1675,0.335,
58,53,2.04,9.787,5.913500000000001,7.747000000000001,
99,75,,,,,no_o1_crossover
84,28,,,,,no_o2_crossover_in_bounds
47,58,,,,,no_o2_crossover_in_bounds
64,41,,,,,no_o2_crossover_in_bounds
92,54,0.0,0.499,0.2495,0.499,
40,64,0.0,0.428,0.214,0.428,
34,49,0.0,0.394,0.197,0.394,
31,48,0.0,0.319,0.1595,0.319,
31,12,0.0,0.392,0.196,0.392,
14,48,,,,,no_o1_crossover
81,40,1.718,8.113,4.9155,6.395,
17,40,1.634,6.718,4.176,5.084,
40,38,,,,,no_o2_crossover_in_bounds
60,36,,,,,no_o2_crossover_in_bounds
43,38,2.021,9.605,5.813000000000001,7.5840000000000005,
12,2,,,,,no_o1_crossover
27,67,,,,,no_o1_crossover
1,96,0.0,0.399,0.1995,0.399,
93,78,1.775,10.0,5.8875,8.225,
28,33,,,,,no_o2_crossover_in_bounds
80,33,,,,,no_o1_crossover
66,70,2.175,10.0,6.0875,7.825,
33,80,,,,,no_o2_crossover_in_bounds
51,59,0.0,0.592,0.296,0.592,
24,26,3.158,7.108,5.133,3.9499999999999997,
89,31,,,,,no_o2_crossover_in_bounds
83,71,,,,,no_o2_crossover_in_bounds
33,34,,,,,no_o1_crossover
17,99,0.0,0.256,0.128,0.256,
75,67,,,,,no_o1_crossover
73,70,2.076,10.0,6.038,7.9239999999999995,
5,7,0.0,0.23,0.115,0.23,
29,27,,,,,no_o1_crossover
18,81,0.0,0.599,0.2995,0.599,
28,8,0.942,10.0,5.471,9.058,
80,91,,,,,no_o1_crossover
79,93,,,,,no_o1_crossover
13,82,,,,,no_o1_crossover
22,73,,,,,no_o1_crossover
3,47,1.36,6.707,4.0335,5.3469999999999995,
50,33,,,,,no_o2_crossover_in_bounds
75,95,,,,,no_o1_crossover
63,97,,,,,no_o1_crossover
83,34,,,,,no_o1_crossover
14,17,,,,,no_o1_crossover
90,6,,,,,no_o1_crossover
72,13,2.253,7.43,4.8415,5.177,
33,28,,,,,no_o1_crossover
39,87,0.0,0.458,0.229,0.458,
98,4,0.0,0.341,0.1705,0.341,
75,8,,,,,no_o1_crossover
37,7,0.0,0.311,0.1555,0.311,
47,32,,,,,no_o2_crossover_in_bounds
26,51,,,,,no_o1_crossover
69,65,0.0,0.447,0.2235,0.447,
71,62,0.0,0.268,0.134,0.268,
74,51,,,,,no_o1_crossover
16,86,2.022,6.788,4.405,4.766,
18,33,0.0,0.375,0.1875,0.375,
20,24,0.0,0.299,0.1495,0.299,
32,15,1.287,10.0,5.6434999999999995,8.713000000000001,
4,4,,,,,no_o1_crossover
59,74,0.0,0.224,0.112,0.224,
43,18,,,,,no_o1_crossover
0,47,0.225,10.0,5.1125,9.775,
35,73,,,,,no_o1_crossover
70,82,,,,,no_o2_crossover_in_bounds
10,36,,,,,no_o1_crossover
87,55,,,,,no_o1_crossover
62,70,,,,,no_o1_crossover
52,10,0.0,0.239,0.1195,0.239,
32,52,,,,,no_o2_crossover_in_bounds
61,64,,,,,no_o2_crossover_in_bounds
70,67,,,,,no_o2_crossover_in_bounds
89,68,,,,,no_o2_crossover_in_bounds
10,56,0.868,10.0,5.434,9.132,
93,37,,,,,no_o2_crossover_in_bounds
80,9,,,,,no_o1_crossover
5,15,,,,,no_o2_crossover_in_bounds
3,51,2.878,8.628,5.753,5.75,
8,40,1.86,6.378,4.119,4.518,
84,6,,,,,no_o2_crossover_in_bounds
86,39,0.0,0.488,0.244,0.488,
28,9,0.0,0.497,0.2485,0.497,
35,16,,,,,no_o2_crossover_in_bounds
76,31,1.556,9.165,5.3605,7.608999999999999,
28,4,0.0,0.259,0.1295,0.259,
68,54,0.0,0.197,0.0985,0.197,
92,70,,,,,no_o1_crossover
39,25,,,,,no_o2_crossover_in_bounds
64,76,,,,,no_o1_crossover
6,53,1.839,8.101,4.970000000000001,6.2620000000000005,
89,67,1.113,10.0,5.5565,8.887,
52,88,,,,,no_o1_crossover
68,82,,,,,no_o2_crossover_in_bounds
24,70,,,,,no_o1_crossover
18,55,0.0,0.619,0.3095,0.619,
9,9,,,,,no_o1_crossover
42,92,0.0,0.311,0.1555,0.311,
72,77,2.673,7.923,5.298,5.25,
69,68,1.169,10.0,5.5845,8.831,
55,63,0.0,0.298,0.149,0.298,
9,49,,,,,no_o2_crossover_in_bounds
19,27,1.031,10.0,5.5155,8.969,
63,74,0.0,0.394,0.197,0.394,
61,66,,,,,no_o1_crossover
81,33,,,,,no_o2_crossover_in_bounds
79,43,,,,,no_o2_crossover_in_bounds
36,36,,,,,no_o1_crossover
61,51,,,,,no_o1_crossover
5,61,0.0,0.313,0.1565,0.313,
81,21,,,,,no_o2_crossover_in_bounds
42,35,,,,,no_o1_crossover
22,95,,,,,no_o2_crossover_in_bounds
95,59,,,,,no_o1_crossover
46,56,,,,,no_o2_crossover_in_bounds
22,33,,,,,no_o2_crossover_in_bounds
90,73,,,,,no_o1_crossover
6,62,0.0,0.249,0.1245,0.249,
15,32,,,,,no_o2_crossover_in_bounds
2,1,,,,,no_o2_crossover_in_bounds
65,60,,,,,no_o1_crossover
42,58,,,,,no_o1_crossover
27,62,0.0,0.323,0.1615,0.323,
88,46,,,,,no_o1_crossover
25,13,,,,,no_o1_crossover
67,98,,,,,no_o2_crossover_in_bounds
83,61,,,,,no_o2_crossover_in_bounds
51,95,0.0,0.087,0.0435,0.087,
44,98,,,,,no_o2_crossover_in_bounds
51,72,0.0,0.474,0.237,0.474,
4,95,,,,,no_o2_crossover_in_bounds
80,86,,,,,no_o1_crossover
9,82,,,,,no_o1_crossover
31,33,,,,,no_o2_crossover_in_bounds
25,83,,,,,no_o1_crossover
87,26,,,,,no_o1_crossover
4,79,,,,,no_o1_crossover
66,96,0.0,0.386,0.193,0.386,
75,34,,,,,no_o1_crossover
65,92,,,,,no_o2_crossover_in_bounds
74,93,,,,,no_o1_crossover
49,1,,,,,no_o1_crossover
23,86,,,,,no_o1_crossover
75,44,,,,,no_o1_crossover
56,58,,,,,no_o1_crossover
46,40,,,,,no_o1_crossover
14,24,0.0,0.236,0.118,0.236,
57,12,2.321,10.0,6.1605,7.679,
22,60,,,,,no_o1_crossover
90,95,0.0,0.343,0.1715,0.343,
36,79,,,,,no_o1_crossover
44,17,,,,,no_o2_crossover_in_bounds
36,6,,,,,no_o1_crossover
97,93,,,,,no_o2_crossover_in_bounds
96,7,0.0,0.351,0.1755,0.351,
76,23,0.0,0.263,0.1315,0.263,
2,95,0.0,0.242,0.121,0.242,
49,91,,,,,no_o1_crossover
56,45,,,,,no_o2_crossover_in_bounds
97,25,,,,,no_o1_crossover
59,89,,,,,no_o1_crossover
3,56,0.0,0.294,0.147,0.294,
75,25,,,,,no_o1_crossover
33,58,,,,,no_o1_crossover
27,23,,,,,no_o2_crossover_in_bounds
5,17,,,,,no_o2_crossover_in_bounds
2,27,,,,,no_o2_crossover_in_bounds
6,68,1.987,8.569,5.2780000000000005,6.582000000000001,
96,61,,,,,no_o2_crossover_in_bounds
99,69,,,,,no_o1_crossover
86,46,0.0,0.288,0.144,0.288,
44,35,,,,,no_o1_crossover
82,28,,,,,no_o1_crossover
51,81,0.0,0.528,0.264,0.528,
15,51,2.44,6.265,4.3525,3.8249999999999997,
77,0,,,,,no_o2_crossover_in_bounds
74,85,,,,,no_o1_crossover
7,49,1.545,10.0,5.7725,8.455,
60,65,,,,,no_o2_crossover_in_bounds
10,91,,,,,no_o1_crossover
36,12,,,,,no_o2_crossover_in_bounds
69,54,0.0,0.208,0.104,0.208,
3,60,,,,,no_o2_crossover_in_bounds
6,50,0.0,0.319,0.1595,0.319,
69,17,0.0,0.687,0.3435,0.687,
45,50,,,,,no_o2_crossover_in_bounds
26,46,0.805,7.895,4.35,7.09,
70,1,,,,,no_o2_crossover_in_bounds
31,71,1.663,10.0,5.8315,8.337,
31,62,0.0,0.176,0.088,0.176,
8,60,,,,,no_o2_crossover_in_bounds
79,45,,,,,no_o1_crossover
31,17,,,,,no_o2_crossover_in_bounds
10,11,,,,,no_o1_crossover
20,52,,,,,no_o1_crossover
37,67,,,,,no_o1_crossover
32,31,1.77,6.603,4.1865,4.833,
20,29,0.0,0.299,0.1495,0.299,
55,25,,,,,no_o1_crossover
6,32,1.413,6.818,4.1155,5.404999999999999,
95,43,3.352,6.77,5.061,3.4179999999999997,
21,69,1.455,6.378,3.9165,4.923,
5,13,,,,,no_o2_crossover_in_bounds
28,51,2.293,10.0,6.1465,7.707,
52,70,,,,,no_o1_crossover
92,80,0.0,0.358,0.179,0.358,
99,96,,,,,no_o1_crossover
25,38,1.666,9.789,5.7275,8.123,
79,29,0.0,0.246,0.123,0.246,
85,45,,,,,no_o2_crossover_in_bounds
29,6,,,,,no_o1_crossover
38,87,0.0,0.663,0.3315,0.663,
52,1,,,,,no_o1_crossover
41,76,,,,,no_o1_crossover
99,68,,,,,no_o1_crossover
77,16,,,,,no_o2_crossover_in_bounds
16,48,0.0,0.369,0.1845,0.369,
29,49,3.343,9.266,6.3045,5.923,
34,56,0.0,0.283,0.1415,0.283,
65,1,,,,,no_o1_crossover
79,38,2.162,9.417,5.7895,7.255,
13,66,,,,,no_o2_crossover_in_bounds
64,93,,,,,no_o1_crossover
7,64,,,,,no_o2_crossover_in_bounds
37,25,,,,,no_o2_crossover_in_bounds
90,69,,,,,no_o1_crossover
73,71,1.655,10.0,5.8275,8.345,
94,24,0.0,0.21,0.105,0.21,
61,5,,,,,no_o1_crossover
20,22,,,,,no_o2_crossover_in_bounds
6,19,0.0,0.511,0.2555,0.511,
63,58,,,,,no_o1_crossover
70,89,,,,,no_o2_crossover_in_bounds
18,47,,,,,no_o2_crossover_in_bounds
95,2,,,,,no_o1_crossover
67,55,,,,,no_o1_crossover
18,58,,,,,no_o2_crossover_in_bounds
94,70,,,,,no_o1_crossover
92,69,,,,,no_o1_crossover
1,76,,,,,no_o2_crossover_in_bounds
96,18,,,,,no_o1_crossover
61,63,,,,,no_o1_crossover
51,49,0.0,0.36,0.18,0.36,
9,51,,,,,no_o1_crossover
75,28,,,,,no_o1_crossover
10,24,,,,,no_o1_crossover
54,85,,,,,no_o1_crossover
38,0,1.9,7.877,4.8885,5.977,
34,86,,,,,no_o2_crossover_in_bounds
81,20,,,,,no_o2_crossover_in_bounds
77,18,,,,,no_o2_crossover_in_bounds
36,27,,,,,no_o1_crossover
91,14,0.0,0.599,0.2995,0.599,
38,15,1.672,7.164,4.418,5.492,
23,76,,,,,no_o1_crossover
53,95,0.0,0.266,0.133,0.266,
17,43,0.0,0.376,0.188,0.376,
8,16,,,,,no_o2_crossover_in_bounds
49,15,,,,,no_o1_crossover
76,74,0.0,0.177,0.0885,0.177,
65,26,0.0,0.404,0.202,0.404,
93,44,,,,,no_o2_crossover_in_bounds
57,25,,,,,no_o1_crossover
83,21,,,,,no_o1_crossover
43,10,0.0,0.526,0.263,0.526,
45,66,,,,,no_o1_crossover
12,11,,,,,no_o1_crossover
9,27,,,,,no_o1_crossover
5,38,,,,,no_o2_crossover_in_bounds
81,58,,,,,no_o2_crossover_in_bounds
8,6,,,,,no_o2_crossover_in_bounds
54,29,0.0,0.829,0.4145,0.829,
11,28,,,,,no_o2_crossover_in_bounds
43,48,,,,,no_o1_crossover
32,37,,,,,no_o2_crossover_in_bounds
49,41,,,,,no_o1_crossover
82,62,0.0,0.206,0.103,0.206,
22,17,,,,,no_o1_crossover
35,5,,,,,no_o2_crossover_in_bounds
31,29,0.0,0.176,0.088,0.176,
83,57,,,,,no_o2_crossover_in_bounds
62,38,,,,,no_o2_crossover_in_bounds
84,67,,,,,no_o2_crossover_in_bounds
15,95,0.0,0.147,0.0735,0.147,
76,81,,,,,no_o2_crossover_in_bounds
61,82,,,,,no_o1_crossover
84,75,0.0,0.223,0.1115,0.223,
2,81,,,,,no_o2_crossover_in_bounds
39,11,,,,,no_o2_crossover_in_bounds
38,21,1.785,7.747,4.766,5.962,
25,51,,,,,no_o1_crossover
74,94,,,,,no_o1_crossover
83,2,,,,,no_o1_crossover
92,18,,,,,no_o1_crossover
8,82,,,,,no_o2_crossover_in_bounds
31,13,,,,,no_o2_crossover_in_bounds
60,9,,,,,no_o2_crossover_in_bounds
87,20,,,,,no_o1_crossover
16,22,0.0,0.26,0.13,0.26,
21,81,,,,,no_o2_crossover_in_bounds
68,25,0.0,0.388,0.194,0.388,
96,24,0.0,0.291,0.1455,0.291,
89,12,,,,,no_o2_crossover_in_bounds
36,91,,,,,no_o1_crossover
96,84,,,,,no_o1_crossover
48,68,,,,,no_o1_crossover
78,47,0.962,10.0,5.481,9.038,
41,60,,,,,no_o1_crossover
20,57,,,,,no_o1_crossover
75,39,,,,,no_o1_crossover
8,90,,,,,no_o2_crossover_in_bounds
69,63,0.0,0.346,0.173,0.346,
98,98,,,,,no_o1_crossover
92,64,,,,,no_o2_crossover_in_bounds
31,80,0.0,0.25,0.125,0.25,
61,15,,,,,no_o1_crossover
14,8,1.706,7.506,4.606,5.800000000000001,
67,39,,,,,no_o1_crossover
57,57,,,,,no_o1_crossover
56,10,,,,,no_o2_crossover
34,93,,,,,no_o2_crossover_in_bounds
3,76,,,,,no_o2_crossover_in_bounds
36,40,,,,,no_o1_crossover
72,75,,,,,no_o2_crossover_in_bounds
87,51,,,,,no_o1_crossover
85,25,,,,,no_o1_crossover
2,67,,,,,no_o2_crossover_in_bounds
6,26,0.0,0.368,0.184,0.368,
13,60,,,,,no_o1_crossover
83,88,,,,,no_o1_crossover
34,81,,,,,no_o2_crossover_in_bounds
59,13,0.0,0.965,0.4825,0.965,
1,44,,,,,no_o2_crossover_in_bounds
9,25,,,,,no_o1_crossover
25,31,,,,,no_o1_crossover
25,24,0.0,0.257,0.1285,0.257,
41,54,0.0,0.49,0.245,0.49,
32,28,,,,,no_o2_crossover_in_bounds
43,11,,,,,no_o1_crossover
83,3,,,,,no_o1_crossover
5,45,0.0,0.315,0.1575,0.315,
74,4,1.471,10.0,5.7355,8.529,
67,94,,,,,no_o2_crossover_in_bounds
21,13,,,,,no_o2_crossover_in_bounds
41,74,0.0,0.437,0.2185,0.437,
34,28,,,,,no_o2_crossover_in_bounds
42,26,,,,,no_o2_crossover_in_bounds
84,66,,,,,no_o1_crossover
56,28,,,,,no_o1_crossover
23,53,,,,,no_o1_crossover
84,84,,,,,no_o1_crossover
39,80,0.0,0.289,0.1445,0.289,
72,6,1.734,10.0,5.867,8.266,
55,53,2.143,9.994,6.0685,7.851,
85,50,,,,,no_o2_crossover_in_bounds
30,81,,,,,no_o2_crossover_in_bounds
91,11,0.0,0.768,0.384,0.768,
2,5,,,,,no_o2_crossover_in_bounds
76,56,0.0,0.26,0.13,0.26,
27,28,,,,,no_o1_crossover
92,67,,,,,no_o1_crossover
50,55,,,,,no_o1_crossover
28,94,,,,,no_o2_crossover_in_bounds
42,10,0.0,0.149,0.0745,0.149,
44,44,,,,,no_o1_crossover
44,37,,,,,no_o2_crossover_in_bounds
2,32,,,,,no_o2_crossover_in_bounds
57,43,,,,,no_o2_crossover
39,82,1.979,10.0,5.9895,8.021,
5,74,0.0,0.169,0.0845,0.169,
35,39,,,,,no_o1_crossover
32,4,0.0,0.319,0.1595,0.319,
94,83,,,,,no_o1_crossover
72,72,,,,,no_o1_crossover
48,43,0.0,0.36,0.18,0.36,
73,22,0.0,0.293,0.1465,0.293,
80,1,,,,,no_o1_crossover
24,71,,,,,no_o1_crossover
29,45,,,,,no_o1_crossover
97,1,,,,,no_o2_crossover_in_bounds
12,64,,,,,no_o1_crossover
19,96,1.869,7.064,4.4665,5.195,
34,14,,,,,no_o2_crossover_in_bounds
3,23,0.0,0.289,0.1445,0.289,
48,98,,,,,no_o1_crossover
29,23,2.166,10.0,6.083,7.834,
16,42,,,,,no_o2_crossover_in_bounds
90,33,2.05,5.929,3.9895,3.8790000000000004,
93,61,0.0,0.325,0.1625,0.325,
57,9,,,,,no_o1_crossover
22,98,,,,,no_o1_crossover
3,42,,,,,no_o2_crossover_in_bounds
71,16,,,,,no_o2_crossover_in_bounds
72,67,1.937,10.0,5.9685,8.063,
0,42,0.0,0.434,0.217,0.434,
46,36,,,,,no_o2_crossover_in_bounds
44,59,1.342,10.0,5.671,8.658,
47,65,,,,,no_o2_crossover_in_bounds
88,70,,,,,no_o1_crossover
21,35,,,,,no_o2_crossover_in_bounds
99,1,,,,,no_o1_crossover
98,32,,,,,no_o1_crossover
5,83,0.0,0.512,0.256,0.512,
6,1,1.507,7.947,4.727,6.44,
35,76,,,,,no_o2_crossover_in_bounds
54,41,2.383,7.019,4.7010000000000005,4.636,
13,86,,,,,no_o1_crossover
48,46,0.0,0.399,0.1995,0.399,
19,18,,,,,no_o2_crossover_in_bounds
40,72,0.0,0.506,0.253,0.506,
93,41,0.0,0.288,0.144,0.288,
59,11,1.506,7.145,4.3255,5.638999999999999,
58,47,1.529,8.441,4.985,6.912000000000001,
69,61,0.0,0.376,0.188,0.376,
17,66,1.178,6.403,3.7904999999999998,5.225,
13,55,,,,,no_o1_crossover
7,41,2.814,6.949,4.8815,4.135,
28,38,0.0,0.746,0.373,0.746,
87,0,,,,,no_o1_crossover
5,22,0.0,0.32,0.16,0.32,
5,97,,,,,no_o2_crossover_in_bounds
6,90,0.0,0.409,0.2045,0.409,
55,18,,,,,no_o2_crossover_in_bounds
87,80,0.0,0.536,0.268,0.536,
90,31,,,,,no_o1_crossover
92,96,,,,,no_o1_crossover
37,87,,,,,no_o2_crossover_in_bounds
26,52,,,,,no_o1_crossover
36,25,,,,,no_o1_crossover
98,10,0.0,0.217,0.1085,0.217,
58,31,,,,,no_o2_crossover_in_bounds
17,72,,,,,no_o2_crossover_in_bounds
34,15,,,,,no_o2_crossover_in_bounds
50,42,,,,,no_o1_crossover
25,62,0.0,0.262,0.131,0.262,
26,40,,,,,no_o1_crossover
85,60,,,,,no_o1_crossover
84,23,0.0,0.267,0.1335,0.267,
49,69,,,,,no_o1_crossover
21,65,,,,,no_o2_crossover_in_bounds
15,85,,,,,no_o2_crossover_in_bounds
31,32,,,,,no_o2_crossover_in_bounds
54,14,,,,,no_o1_crossover
44,95,0.0,0.262,0.131,0.262,
17,27,0.0,0.513,0.2565,0.513,
79,79,,,,,no_o1_crossover
67,79,,,,,no_o2_crossover_in_bounds
11,90,,,,,no_o2_crossover_in_bounds
89,87,0.0,0.326,0.163,0.326,
45,63,,,,,no_o1_crossover
8,25,0.0,0.409,0.2045,0.409,
57,54,0.0,0.506,0.253,0.506,
23,93,,,,,no_o1_crossover
75,78,,,,,no_o1_crossover
81,79,,,,,no_o2_crossover_in_bounds
11,9,,,,,no_o2_crossover_in_bounds
46,50,,,,,no_o2_crossover_in_bounds
95,84,,,,,no_o1_crossover
81,67,1.634,8.031,4.8325000000000005,6.397,
52,92,,,,,no_o2_crossover_in_bounds
96,59,,,,,no_o1_crossover
81,26,,,,,no_o2_crossover_in_bounds
25,26,,,,,no_o2_crossover_in_bounds
36,95,0.0,0.403,0.2015,0.403,
62,13,,,,,no_o1_crossover
78,6,,,,,no_o2_crossover_in_bounds
5,59,0.0,0.691,0.3455,0.691,
14,73,2.017,8.786,5.4014999999999995,6.769,
10,50,3.182,7.365,5.2735,4.183,
50,73,,,,,no_o1_crossover
6,76,,,,,no_o2_crossover_in_bounds
82,93,,,,,no_o1_crossover
29,26,3.339,8.269,5.804,4.93,
64,92,,,,,no_o2_crossover_in_bounds
37,76,5.694,9.06,7.377000000000001,3.3660000000000005,
74,2,,,,,no_o1_crossover
26,26,,,,,no_o1_crossover
78,33,0.0,0.405,0.2025,0.405,
89,20,0.0,0.367,0.1835,0.367,
84,9,,,,,no_o2_crossover_in_bounds
69,14,,,,,no_o2_crossover_in_bounds
32,43,0.0,0.354,0.177,0.354,
22,58,,,,,no_o1_crossover
45,56,0.0,0.479,0.2395,0.479,
90,41,,,,,no_o2_crossover_in_bounds
47,73,,,,,no_o2_crossover_in_bounds
86,33,0.0,0.399,0.1995,0.399,
19,21,,,,,no_o2_crossover_in_bounds
88,42,,,,,no_o1_crossover
89,33,0.0,0.399,0.1995,0.399,
71,15,,,,,no_o2_crossover_in_bounds
20,1,,,,,no_o1_crossover
59,81,,,,,no_o2_crossover_in_bounds
88,87,,,,,no_o2_crossover_in_bounds
90,23,,,,,no_o2_crossover_in_bounds
91,0,,,,,no_o2_crossover_in_bounds
16,85,0.0,0.452,0.226,0.452,
61,7,0.0,0.522,0.261,0.522,
53,28,,,,,no_o2_crossover_in_bounds
87,99,0.0,0.427,0.2135,0.427,
96,36,,,,,no_o1_crossover
28,16,0.88,0.912,0.896,0.03200000000000003,
42,64,,,,,no_o1_crossover
66,92,0.0,0.384,0.192,0.384,
78,46,0.0,0.407,0.2035,0.407,
8,33,0.0,0.394,0.197,0.394,
52,59,,,,,no_o1_crossover
57,74,0.0,0.478,0.239,0.478,
17,44,,,,,no_o2_crossover_in_bounds
38,29,0.0,0.334,0.167,0.334,
88,89,,,,,no_o1_crossover
41,51,,,,,no_o1_crossover
7,32,,,,,no_o1_crossover
45,45,,,,,no_o1_crossover
90,11,,,,,no_o1_crossover
0,73,,,,,no_o2_crossover_in_bounds
